variant,rung,k,lossMax,lossTarget,days,total,avgDaily,median,worst,best,daysUnder1k,daysUnder2k,daysUnder5k,negDays,winRate,maxDD,ddSpanDays,retDD,opens,coverFillRate,coverPending,worstHeldFloor,capExceeded,opensBlocked,offsets
v8-40-cATM,1.5,1.5,6000,4200,765,396474,518,77,-5960,23217,319,241,102,376,51,-56313,62,7,6.03,40.5,1266,-6000,0,3966,186
v8-40-cATM,1,1,4000,2800,765,205201,268,-797,-4000,17808,367,301,0,425,44,-47125,90,4.4,4.73,39.9,1033,-4000,0,6194,165
v9-20-cATM,current/generic,3.5,7000,5000,765,2379380,3110,1784,-7000,33642,289,250,127,326,57,-52892,16,45,38.54,66.9,7633,-7000,0,9091,662
v9-20-cATM,3,3,6000,4200,765,2329429,3045,1422,-6000,33462,288,251,90,331,57,-52360,16,44.5,35.78,67,7022,-6000,0,11096,631
v9-20-cATM,2,2,4000,2800,765,1811993,2369,629,-4000,33456,296,213,0,353,54,-32034,14,56.6,28.69,66.5,5672,-4000,0,16327,547
v9-20-cATM,1.5,1.5,3000,2100,765,1609536,2104,765,-3000,32957,278,190,0,347,55,-20494,13,78.5,23.77,66.5,4675,-3000,0,19787,410
v9-20-cATM,1,1,2000,1400,765,1066894,1395,25,-2000,22730,258,5,0,378,50,-18577,19,57.4,16.92,66.3,3430,-2000,0,24512,274
v9-40-cATM,current/generic,2.25,9000,5000,765,3702718,4840,-189,-9000,197523,363,341,240,389,49,-72137,18,51.3,30.13,41.8,8855,-9000,0,18615,2586
v9-40-cATM,2,2,8000,5600,765,3490320,4563,-221,-8000,197523,365,336,214,389,49,-72262,14,48.3,27.95,41.6,8189,-8000,0,19974,2257
v9-40-cATM,1.5,1.5,6000,4200,765,2827098,3696,-441,-6000,64984,361,320,115,400,48,-55184,23,51.2,23.45,41.7,6780,-6000,0,22841,1866
v9-40-cATM,1,1,4000,2800,765,1915379,2504,-294,-4000,56775,336,269,0,402,47,-34014,14,56.3,16.33,42,4757,-4000,0,27040,1144
