,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
5/13/2024,-1690,-1781,3065,1325,148,1138,700,-221,3215,-400,-1028,2858,8290,15288,22146,5232,8804,17852,5561,13766,21683,4430,11455,7632,10135,6118,8325,5470,9779,17896,-1690,-1495,10104,1325,64,514,700,-160,7804,-2065,-2105,7174,8290,15288,23425,6410,8804,21824,5561,18201,38423,4445,21555,66782,10135,18201,38423,5470,21610,66782,1268,-4242,1549,-6203,1268,-4242,1549,-6203,19618,14513,16297,1764,20450,16305,14143,2253,14242,6960,14143,663
5/14/2024,660,1525,-1152,-10,1625,1521,-353,-730,-1152,75,455,1521,-1270,-185,-7978,750,-1251,-8954,-396,-1535,-8938,720,9047,8575,-1476,832,-4805,1910,2423,10280,660,1525,-686,-10,1625,2009,45,35,675,-610,1500,-361,-1270,-185,-7195,-830,-1176,-8491,-275,1968,-3049,1135,11560,27350,-620,1673,-4086,1910,11700,27350,593,-361,925,3641,178,134,835,3641,-6500,-8892,-1830,-6344,-1789,-8772,11350,20924,-6095,-7615,11350,20794
5/15/2024,1886,1391,2709,1509,819,4341,384,235,2633,2580,1314,4381,980,-6225,-8760,3485,-1000,-2902,2511,-1990,-8994,3935,7824,5892,4120,-6085,-7234,6499,457,22031,2160,2069,3023,1509,819,6237,1659,1964,3000,2034,2189,2359,980,-5635,-18395,3485,-1000,-1674,3047,1035,-5288,3401,12149,50749,1965,960,-4758,6499,13603,50749,1850,2614,416,4142,274,2559,643,4063,-6955,-8690,1405,-2768,1410,-2017,7615,29927,-6295,-8161,7030,29927
5/16/2024,-5,-348,-3994,689,-1378,-3325,-151,-927,-3994,-590,-1056,-3945,655,-6875,-8592,-1195,-6565,-6412,-2926,-1930,-6131,-800,-2561,9285,7,-6245,1674,-3960,-3026,5656,-5,-348,-3864,689,-1378,-6996,-151,-553,-7711,-495,-1147,-8646,655,-7895,-14690,-1195,-8085,-9694,-2926,-11510,-17732,1822,-13190,-10121,-1680,-11955,-17732,-4035,-13190,-10121,-1773,-3399,-2946,-8586,-1773,-3399,-2946,-8586,-6848,-8727,-4975,-5908,-6507,-8977,-4160,-3438,-1951,983,-4160,-354
5/17/2024,830,-610,4244,574,1549,7934,1245,1475,6287,1474,1147,6726,2555,-4250,-3816,4518,3114,7155,3524,-225,10019,7870,20035,-1238,3040,2125,1594,7255,19249,3323,830,-526,5265,574,1549,9222,1245,1475,7742,1505,377,5005,2555,-2330,-8091,4518,3114,8993,3524,-1375,16782,7750,13733,92821,5835,-1375,15107,7255,13733,93842,6390,10175,7763,7628,6390,10175,7763,7628,-2748,-5870,6064,23994,9624,11375,18837,1064,1438,8410,18612,8447
5/20/2024,2197,9142,-164,4954,8972,-3464,6861,11401,-164,455,8452,-3464,247,13903,22749,1657,16504,8538,6599,16408,33679,1350,21236,-3322,1662,9102,6859,5737,23101,-7010,2530,9352,7362,4954,8972,-2667,5764,9621,4608,2305,6114,8555,527,14861,25261,1657,16504,11627,7447,26916,34278,2364,28293,-4054,1232,27376,34892,5737,26176,-3328,8637,-547,9660,-7133,9092,-547,9660,-7133,16940,6993,14185,-2176,20799,3295,6137,-6076,6397,615,6137,-6076
5/21/2024,395,-1092,-2524,-1243,-1732,-3879,-2275,-2639,-2524,-450,-1592,-3879,93,-6965,-8925,-170,-2165,-5432,-3737,-1585,-5957,50,885,1896,1348,-6845,-8555,10,681,-690,395,-1092,-2393,-1243,-1732,-524,-1460,-2352,-2018,-450,-1177,-2626,93,-8060,-21593,-170,-2165,-6625,-3737,-7122,-11145,-27,-288,28155,1348,-7452,-11145,10,57,31586,-757,4184,-887,3304,-757,4184,-762,3304,-6990,-8731,-5295,-607,-6003,-2186,3170,-1949,-2704,-8115,3170,-1949
5/22/2024,230,1302,-5085,450,740,-3671,125,65,-5875,-445,1250,-4525,185,-6860,-9000,-1970,-6995,-8370,-3450,-970,-8995,-945,-6420,-3965,-1095,-1844,-8940,-1660,-3016,-2829,230,455,-5045,450,740,-3475,-300,-1185,-6160,-365,1480,-5003,185,-5695,-16708,-1970,-5575,-30150,-3450,-8930,-31251,-2456,-15215,-84211,-1035,-9195,-32030,-1425,-15645,-88345,-790,14,-1235,1706,196,874,-1030,962,-6893,-4980,-6945,-7000,-7000,-4970,-6985,-7480,1504,-8745,-6985,-7480
5/23/2024,33,101,-1563,1800,415,-562,-777,1271,-2738,1715,3747,-2569,1095,1822,2364,2275,-751,3244,3546,2759,103,-605,2644,1369,1495,4889,1674,-435,2811,13635,535,850,-1460,1800,415,-664,170,2390,-882,1719,-251,-814,1195,3482,-1216,2275,-751,5321,3546,6663,728,-355,3384,16982,1495,6946,-5,-435,3374,16533,1439,1700,2445,4781,1225,2330,2655,4386,1543,-5735,191,2780,2005,-964,2911,7295,4316,6021,2065,11079
5/24/2024,1170,5901,9098,882,4767,3962,907,5172,7941,975,6344,7117,780,7828,874,480,1365,-5589,-528,2675,-3881,2644,-2610,-3298,3046,1129,423,5120,-3073,-7683,1170,5695,8154,882,4767,4815,1387,5172,7924,1000,6382,8627,780,2492,-905,480,1365,-15625,-2048,-436,-10116,4002,-1473,-43811,1455,-1226,-16599,5120,-2920,-48376,4510,9277,5127,8406,4695,9257,10530,9126,5051,3985,-1682,-4031,-331,-2771,-5933,-7659,1898,1636,-5505,-6842
5/27/2024,1980,1644,1509,2720,1473,3687,2314,1644,1509,1350,1974,3687,1670,-435,-4755,1305,2740,4260,3767,680,6563,1510,12365,2132,1870,1245,2665,5150,12668,8477,1980,1644,5155,2720,1473,7581,2748,1644,5155,2235,2459,4513,1670,890,-1745,1305,2740,4598,3767,7920,6593,2126,12915,34231,1760,7920,6593,5150,12915,34231,1750,1375,1038,2316,1750,1375,1038,2316,-5099,-7815,-1390,958,-2531,870,29,5912,-1509,1125,29,5912
5/28/2024,3615,10721,13441,3087,10117,11687,2660,6275,10848,5050,10233,11300,1600,8377,13906,2030,5180,15833,3919,6056,10864,6745,1885,-2703,3565,7344,7636,3565,2650,-6057,3615,10721,10745,3087,10117,11710,2660,6275,8786,3255,10952,8851,1600,8377,28667,2030,5180,25570,3919,5995,23987,7516,-3546,-8564,3565,5695,23615,2775,-5900,-8569,5998,6020,2909,9556,4455,5633,2032,9996,12218,13859,9018,13103,7845,7027,1034,-2038,6205,1729,1034,-1719
5/29/2024,298,1946,5243,1026,2090,1723,2069,540,4928,65,2256,2018,2937,7100,8589,2679,4326,12687,2071,3979,3976,-395,-1930,1382,2511,3373,3627,-975,3400,1651,490,1946,1846,1026,2090,2427,2069,540,2319,-435,1926,687,810,6259,-4172,2679,4326,2766,729,5785,-9327,1201,2486,-19982,655,4985,-16482,-975,-3550,-32418,519,3167,-1380,4262,-936,3167,-1050,4262,8362,-649,5033,4309,7937,1858,-990,-3169,4779,8094,-990,-3169
5/30/2024,2559,1439,-1452,1320,347,1962,565,1488,-3542,2360,1733,2526,180,-6197,-8934,715,-3625,-5815,3292,-1964,-2533,3605,803,10742,782,-2219,-8910,4552,690,4659,2559,2210,-1402,1320,347,453,565,1371,-2734,2312,2221,8394,180,-5219,-11909,715,-3625,-3146,3585,-1620,-2058,3450,-85,22671,1165,-1885,-4438,4552,580,18881,-159,5897,380,10040,282,3757,850,7960,-6456,-8955,-4115,494,-3814,-3675,661,19414,-6795,-4617,541,15958
5/31/2024,3282,-1001,3156,1602,3827,6252,364,-2699,1721,1742,3288,5903,155,-4154,-8340,-1120,-2358,16707,-1517,-1120,12404,-575,-1369,-2120,1457,-618,-1614,-939,-3116,-1743,3282,3194,-1652,1602,3827,6252,2435,1960,1721,4344,6881,6227,155,-2680,-8724,-1120,-2358,15175,1686,-2920,7688,258,1600,-21379,1457,-3050,4555,-939,-3368,-14989,-1356,-540,2280,8217,161,-240,1570,3185,-4944,-7908,-3050,-8949,-2386,-4064,-6674,-7691,87,-1200,-6674,-7691
6/3/2024,76,458,6349,275,1235,4157,101,812,6556,1265,86,2741,-115,-6005,-8815,1020,-2920,-8815,-2850,-1110,-8815,170,-1504,-3655,2115,-1440,-8815,240,975,-5157,525,1660,4997,275,1235,990,620,735,1187,-20,-683,-6191,-115,-6850,-15930,1020,-2920,-15525,-3755,-4405,-6414,1471,6847,-11199,465,-5186,-11640,240,3834,-12852,2301,6631,2182,4147,1697,5516,1647,3550,-5506,-8500,-3055,-8500,-2267,-8500,-6765,-7058,-4329,-8500,-6765,-4185
6/4/2024,375,-2569,-4487,-2100,-2527,1091,-1378,-2326,2127,765,-547,-2883,1030,1409,2248,1560,1834,772,1809,3458,2077,565,1710,-2166,1025,2587,1741,520,-2103,-1370,565,-3995,-6380,-2100,-2527,-13298,-1185,-1787,-9749,883,-3652,-8752,1470,2869,4529,1560,1834,4669,3314,4326,2386,327,-188,13713,1025,3290,1398,520,360,14529,-6506,-2500,-3510,-6615,-4684,-2500,-3675,-6615,1457,3376,733,4584,1253,-4545,-3143,15,627,-926,-3143,-2894
6/5/2024,430,-199,624,1820,685,4790,337,45,577,1605,3730,5136,-1075,-6221,-8223,-325,-5717,-2511,41,-1801,-8031,2256,4450,8416,-1626,-6155,-6639,4001,3252,24562,430,1025,1673,1820,685,5929,1458,461,1668,1445,4010,1525,-1075,-12215,-31005,-325,-5717,-3622,256,-6765,-24008,1890,12026,61155,-700,-7120,-23990,4001,12175,61927,1258,2910,1089,9398,496,3306,1181,4365,-6966,-8536,-4450,-1185,-5647,-7585,5702,34624,-6995,-7088,4447,20318
6/6/2024,1050,-623,-2204,-1048,-636,-2448,-813,1635,-747,846,-288,-2283,4605,10060,13464,5141,11954,10883,7817,9123,20521,6648,19150,8490,7404,13591,3923,10266,12679,9529,1050,-623,749,-1048,-636,-2513,-813,1635,5167,706,-1814,1899,5329,8955,16955,5141,11954,12949,7751,12715,32531,6663,26840,47345,6974,11985,32111,10266,26840,47807,2587,-778,1449,-5244,1287,1025,1444,-5244,8473,11183,1768,8078,7466,17218,3685,-2604,6867,3459,3909,-2990
6/7/2024,485,3509,1274,2522,1890,-1910,1514,2911,-2101,465,1714,1350,1455,4278,5349,195,6120,3362,-495,3727,3248,-795,6634,-3764,-540,8533,5347,1065,7224,5348,485,1869,1274,2522,1890,-897,395,2229,-2611,660,2002,1627,1455,3888,8850,195,6120,4112,-495,4890,3801,-785,7765,-27709,-540,4610,3376,1065,3354,-27709,-471,-3611,-1280,-5955,1914,-3766,-990,-5925,2280,3797,4705,-1313,5003,-1205,4783,-6134,4508,2638,4583,-4799
6/10/2024,6245,7412,9389,7005,5310,4866,5141,7065,9389,5060,4856,4866,2715,6097,17641,3300,10114,22467,3746,6563,31073,4310,16087,-2253,3173,1532,3697,5861,18356,-2712,6245,6789,9843,7005,6185,5137,5765,6883,8732,5515,6450,5397,2715,7804,32357,3300,10114,31333,4023,24486,42060,6410,20362,12329,3164,25181,43237,5861,19003,10934,6690,4228,4314,1958,5719,4228,4275,1958,3899,8846,13216,12135,16529,11995,3672,-5203,3563,4482,3672,-5203
6/11/2024,-578,-3173,-4156,750,-2950,-2366,305,-3173,-4156,555,-2990,1531,1015,1315,-7903,-60,-2660,-8819,-16,-1991,-8961,470,348,1212,-1891,-3994,-9,2455,1531,7250,40,-2318,-4404,750,-2950,-4556,755,-2318,-4404,-490,-1985,-4991,-560,-501,-14066,-60,-2660,-8807,569,-2187,-12539,156,463,29481,-1140,-2732,-12879,2455,1105,30466,-157,-3991,-1242,-1199,-252,-3991,-970,-1954,-4963,-8488,-3365,-980,-2693,-5422,3641,6603,-1813,-1483,3641,7288
6/12/2024,3575,8836,22680,7100,9345,28233,8445,12455,23430,3545,6395,24698,3160,17882,45285,6299,18572,40553,12511,14702,37291,6053,14347,6069,6526,10607,8876,9205,20615,19139,3575,8485,22680,7100,9345,28623,8445,12455,23430,2155,6675,17497,5115,19721,49293,7960,18572,55646,13705,19203,50085,6249,19518,77584,6064,17658,51510,9205,19826,77584,6659,11695,1198,11588,5149,11695,-112,11588,18742,35744,20555,43869,23353,44149,15029,7660,9400,13648,14879,14704
6/13/2024,1877,1202,7560,2941,2307,5605,2781,1745,3633,700,2676,5514,1143,-4470,-7717,1652,1211,-5903,-3447,-990,-7552,3133,5008,-2319,1605,-442,3414,5037,4733,-1019,2270,3200,9100,2941,2307,6127,2172,2277,6100,2065,3580,4533,713,-7087,-12565,247,1211,-7317,-3900,-6182,-12202,3815,4486,-4041,648,-4417,-12517,5037,3166,-2803,1625,11346,1746,817,1315,11346,1521,817,-2912,-4907,1185,-3763,-5682,-5364,-3467,-5215,419,2563,-3467,-5814
6/14/2024,-814,-2223,-3684,-1303,-1285,-2129,-1303,-2549,-4445,-305,-182,-2129,1005,-245,-5977,615,3318,-901,68,682,2419,580,9058,4089,1030,-2385,150,1815,7280,6949,140,-2223,-2481,-1303,-1285,-3617,-1303,-2549,-3635,-1025,-2588,-4158,1005,-245,-9148,850,3318,1069,68,1430,1586,968,8734,39802,1285,1430,1586,1815,8992,40542,-283,-2143,625,131,-562,-2368,611,265,-2836,-4792,4459,3601,2176,851,15842,9279,-2254,2588,15842,5061
6/17/2024,2775,1169,1793,2980,428,7268,2062,172,2063,3545,3386,3463,-1540,-6285,-8270,325,-3435,-3251,1054,-1785,-8971,4470,-1490,-3436,385,-6690,-1816,5825,530,-7292,2775,1698,3937,2980,428,7569,2620,1050,5010,3688,4805,6796,-1540,-5780,-11550,325,-3435,-7695,1353,-6820,-18736,4026,-2211,-21453,1085,-7245,-18070,5825,-850,-19926,303,4294,396,6725,-1308,4764,267,6110,-6650,-8077,-3380,-5727,-5434,-8991,-205,-6927,-1732,-1251,-205,-6724
6/18/2024,2260,2449,1286,1908,10951,-1408,303,3239,1635,2190,10381,-1408,3570,7819,19548,2550,5357,9037,3523,15397,7404,3806,6375,-787,3623,1438,7074,1975,6254,-4295,2385,2157,2714,1908,10951,-2996,253,3621,1799,1178,7860,2522,3620,7819,22692,2550,5357,10962,3523,17895,20466,3588,6565,-18458,3975,18226,21026,1975,6375,-21086,3560,-885,6295,-4815,1920,-885,6677,-4815,7967,9731,1309,-2895,5628,-4190,-4505,-3221,3506,6900,-4505,-4742
6/19/2024,690,45,3075,1425,870,3075,1425,870,3075,850,45,3075,2330,1515,7125,1325,1525,10047,5670,3550,14672,2360,6830,5175,3405,660,3983,3620,6830,12445,690,45,3075,1425,870,3075,1425,870,3075,655,45,3075,2330,1515,7285,1325,1525,10778,5670,5560,15155,2850,6830,21725,3405,5560,15155,3620,6830,21725,-3430,-1774,-3430,-3505,-3430,-1774,-3430,-3505,1775,1390,2165,2130,495,790,-1065,-1135,630,2000,-1065,-1135
6/20/2024,1250,3267,4208,2168,3781,2895,463,3263,8531,-710,2454,1477,285,2060,-8805,2420,6770,12650,3194,-1815,3354,7420,1914,16491,1805,1318,-8805,9300,1909,13441,1250,4451,1675,2168,3781,3567,596,3315,5415,2695,1121,1525,285,2178,1681,2920,6770,12964,3809,6449,13502,7420,22360,52324,1930,5709,12409,9300,22272,45449,5200,4433,3798,2397,3408,1779,1828,353,1763,-8638,3780,16604,9064,9104,7535,45671,3939,-4193,5595,29300
6/21/2024,4637,5808,2834,4191,6829,287,3232,4905,2098,3915,5970,-2537,5177,12322,17641,7732,12016,7796,8339,5830,26918,7160,1890,3339,3258,5633,8724,6821,5256,6537,4006,5322,3884,4191,6829,440,3599,5118,4524,4625,5811,1840,5177,10379,19963,7732,13091,13918,8571,17071,22973,9541,9124,-1861,3680,17071,23732,9448,9666,-1251,2792,-2307,2204,-3091,2428,-2568,-995,-3091,5533,20796,-1525,6303,5169,11203,1611,-4305,8283,7821,1606,-618
6/24/2024,212,345,-3050,905,-1478,987,-31,-1096,-1235,500,632,818,805,1395,-3859,1603,1897,3266,2426,2919,-63,3632,5185,11188,1520,2603,2003,5087,1734,13413,595,840,-2685,905,-1478,1923,895,-232,-651,515,-474,-352,805,2214,-1889,1603,1897,6885,3185,3505,291,3829,6056,44220,1560,3817,4088,5087,7152,40799,-1120,349,-320,2273,-2313,349,-446,2273,5241,981,4133,11643,6257,9778,7955,30182,-466,2411,7945,7275
6/25/2024,1600,1432,1149,-285,1338,2735,-704,194,27,-540,1224,3326,2173,1301,-2627,1200,3139,5145,2875,-1722,5460,940,9342,9608,2538,3245,-1123,2348,5587,22553,1105,2399,4881,-285,1338,4698,-145,520,3021,-585,705,3529,2248,4816,-1901,1910,3139,6560,2899,5220,15331,303,8407,61166,2803,4983,17523,2348,9876,61915,766,5790,441,4281,-720,6105,578,4281,1635,-4023,1900,6002,2671,8090,12844,22581,-771,-648,12844,22581
6/26/2024,1309,3709,4124,2785,1549,-4142,2195,3374,1826,335,992,-875,3072,6897,24046,3037,4943,8552,5920,1099,19951,1210,3272,-3142,2136,2380,2010,2785,6577,-801,1590,1832,4597,2785,1549,-1795,2195,1864,2069,1615,852,2747,2762,7105,26335,3037,4943,10433,5920,8458,22775,1490,4401,3648,2480,7948,23297,2785,3739,4881,4501,4909,2453,2521,1864,3859,3262,2521,5402,12729,2214,381,5884,5005,-2670,-4976,2897,6088,-1770,-5276
6/27/2024,927,1124,-2623,-500,1321,-7325,1474,3974,-4435,30,-1568,-7940,1840,14227,21318,1820,5137,-2456,1887,9221,535,1121,-5846,-2668,1645,11427,-1737,1166,-5028,-7025,839,-945,-3878,-500,1321,-8760,1300,1463,-5468,567,-1672,-2991,2464,17858,24271,1495,5137,-3273,2189,16149,-4944,1766,-4989,-51865,1645,15064,-5474,1166,-5885,-51025,1488,-6724,-595,-7510,224,-6668,-705,-7510,17985,29899,2541,-268,10687,8907,-6770,-8753,1415,5366,-6770,-8140
6/28/2024,-8,3127,1901,942,1615,4889,-355,2816,3218,430,4821,5080,1210,-4970,-7659,1585,2752,-3492,-1251,-1878,-8043,-855,-6950,16421,324,1047,210,5206,5944,-8985,85,3496,1901,942,1615,4889,399,3471,3937,710,2677,2213,1210,-4970,-16133,1341,2752,-5328,-1061,657,-17081,1631,5756,31076,251,57,-16883,5206,3174,27352,2255,5930,289,9502,4661,8535,638,11942,-6273,-7245,-3020,2062,467,-8244,-1485,33735,-1510,-7420,-1485,31998
7/1/2024,-887,-1222,1563,990,-866,929,-330,-1440,-566,505,941,2795,1060,-349,-2457,-540,-2371,-6391,930,-1939,-3125,100,-833,3809,664,-3115,-1975,-91,1494,-200,725,561,1783,990,-866,-68,535,-945,1298,1099,14,1557,1060,-900,-6923,-540,-2371,-903,1059,-1823,-5438,-365,-640,18977,704,-2961,-5183,-91,-484,20316,-783,-648,-381,849,-1553,-927,-81,5211,-726,-3579,-2431,-3500,-2577,-5342,322,-8101,-2520,2660,322,-4287
7/2/2024,-79,-1100,-1394,1045,-1235,371,-554,-1640,-1621,330,1445,596,1076,-279,-8250,1530,4415,2443,-816,-1960,-6403,880,2344,12594,1016,-1366,-2507,3925,912,30882,290,-645,-1394,1045,-1235,1030,230,-550,-835,275,-195,-1671,941,-553,-19097,1955,4415,2191,-646,3958,-10607,1121,14730,59154,2160,3043,-7262,3925,14969,59154,-454,-3094,790,3811,198,-2640,815,3841,-5567,-8745,2820,3272,-2081,-8771,4810,36895,-1230,-8550,2410,19365
7/3/2024,1630,2058,3653,2770,3943,5804,751,2836,3795,2130,2005,3779,1385,-6825,-7060,1385,2370,-6755,93,-1125,-8990,3265,5998,4811,2560,-6825,-7060,5446,299,12925,1630,3355,4086,2770,3943,6533,2842,3423,4631,1865,4185,2586,1385,-10145,-20510,1385,2370,-3620,175,-5410,-6915,3265,6184,25449,3035,-5385,-6915,5446,6613,28239,2183,4792,4042,6979,3507,4792,3243,6979,-6740,-7785,-3140,-5200,-6709,-8933,7280,15724,-6740,-7785,4470,9239
7/4/2024,1925,4520,9695,4480,5224,9695,4480,6124,9695,1920,4250,9695,1540,8205,8935,2420,7490,13460,8785,8265,20645,4505,6370,4180,2670,2080,2260,6655,6370,7525,1925,4520,10213,4480,5224,10213,4480,6124,10213,1720,4170,10213,1540,8205,11200,2420,7490,14775,8785,14775,22790,4745,18345,39010,3095,14775,22790,6655,18345,39010,-1957,-2354,-1930,-3570,-1957,-2354,-1930,-3570,4625,4125,1775,2355,940,2105,-3370,-3220,-530,1370,-3370,-3220
7/5/2024,250,-611,67,782,-582,2985,-749,-1768,-94,930,1682,2985,2315,-6336,-7491,2185,495,-1638,1256,-1455,-8392,5455,7897,5277,3015,-692,-7491,6445,5315,17753,250,227,1779,782,-582,3963,741,-133,1734,555,278,2117,2315,-1483,-14462,2185,495,-2097,1505,2384,-86,5230,12620,42689,4540,1854,572,6445,12788,46492,221,2587,2453,6333,-50,2582,2773,6333,-6790,-7385,-2390,-2805,-4092,-8955,8405,21562,-2266,-7385,6830,17120
7/8/2024,1361,2700,-1371,-363,1834,-6978,-918,-1275,-3851,965,2377,-4980,1055,3825,24966,180,1365,11701,3174,3698,22919,955,-1080,-2819,2478,-430,12638,2617,4772,-6892,160,2700,-669,-363,1834,-4646,-918,-1275,-3320,75,1541,1069,955,4725,32360,180,1365,16183,3174,3932,32599,3608,67,-3426,3839,3910,32599,2617,-2595,-3426,-885,-3996,-1920,-6024,-885,-3996,-1925,-4695,6638,23962,5634,8263,6540,16306,-6897,-7359,6714,15498,-6897,-7359
7/9/2024,344,2315,4570,150,2547,3519,-71,1605,4823,495,2995,2709,2373,-3505,-8955,335,-4485,-432,-1295,-1825,-2933,2119,-5723,-2632,3150,2279,-5110,1091,3264,-3729,550,2998,7450,150,2301,4397,135,2288,7300,60,1910,6180,2940,-3188,-5862,335,-4485,533,-1356,-2590,-1394,2119,-5744,14607,3150,-2890,-1080,1091,-8668,17979,1305,5679,3968,2912,231,5679,3998,2912,-3810,-8850,-2885,9265,3796,9985,723,-6993,-2554,3136,723,-6993
7/10/2024,545,1630,3015,270,735,1584,-500,-48,1181,55,15,1584,-165,-3950,-4694,-410,-3630,-2913,-1924,-1219,-1550,2480,5985,-1141,-285,-517,-1405,2725,5214,6289,545,1630,3820,270,735,5038,325,1085,2030,214,-152,4229,-165,-6155,-16259,-410,-3630,-7016,-1771,-3205,-1996,2296,6255,37152,260,-3205,-2106,2725,6493,37623,34,2650,855,5537,829,2650,390,5537,-6910,-5486,-5175,-2670,-5148,-3140,7439,19165,-1499,-1243,7439,14587
7/11/2024,1415,3045,2823,2758,2035,1549,2381,3568,-85,1910,2524,3381,1740,-6515,-8860,2410,-440,-1631,3777,-615,-8894,-565,8232,2931,4415,1306,-8860,7132,8691,21146,1415,1855,1361,2758,3305,1549,2357,3318,-1095,2560,2578,2971,1740,-2370,-9740,2410,-440,885,4180,3905,-860,5564,5711,40795,4455,3590,735,7132,6847,40236,2905,-632,-1524,2281,-1282,-295,-2114,7981,-6575,-8415,2057,644,2475,-8899,4638,37777,-6130,-8415,5318,37581
7/12/2024,3429,6917,6018,5412,1500,10020,5787,4523,6563,3835,3945,10398,1105,2676,1462,300,-975,-3387,8719,2136,2743,1400,7211,1603,3335,2262,-880,5265,4326,10343,2935,4125,8185,5412,1500,12320,5212,3090,7803,4461,4139,9551,1105,92,6033,300,-975,-3286,8226,-1120,2274,2408,476,-251,3005,-1165,1381,5265,-3060,-296,4483,9535,105,19579,1671,7543,3475,11549,-84,-426,-1849,-1537,1411,7158,3388,-4271,3183,620,4618,6383
7/15/2024,2925,5767,14126,3703,7310,18820,6082,7755,14920,3282,6722,10553,1005,5802,14214,1275,4048,14841,3582,2220,9553,-970,7976,-751,1375,5461,177,1315,9884,-5214,2925,4968,14126,3703,7310,17347,5925,8817,15526,2717,6455,14381,1705,5802,11743,1275,4048,17107,2080,8452,17298,3185,9544,35095,1861,7307,16395,1315,8125,38024,3788,12512,4662,10174,5809,12126,7160,12635,5984,12931,7052,24273,8233,7472,6325,-6395,1054,386,4096,-6577
7/16/2024,156,-330,-3264,-653,190,-3786,-781,-2649,-3262,-580,3140,-1668,625,1501,530,770,171,-4571,1116,2130,3829,1255,579,-2480,915,2790,4095,510,2784,-2278,725,545,-3205,-653,190,-4745,-1497,-3625,-4460,475,1436,-4666,625,1501,-601,770,171,-8197,1980,3631,-5650,1355,3238,-15414,915,3043,-4189,510,2894,-17298,-2316,-1775,744,-3133,-3919,-2907,974,-3013,80,-2104,-473,8478,-676,-3452,-2480,-3167,-196,2745,-2480,3855
7/17/2024,1392,3160,2402,3382,2643,3173,2284,1484,617,1192,3478,2893,1113,-862,-4114,2042,1178,3292,5105,699,1457,4578,7512,7601,2325,-314,207,8198,5367,26055,1392,2615,2559,3382,2643,3593,3140,2787,1192,849,1568,1602,1113,-367,-2535,2802,1178,844,5529,3523,4497,4891,11961,54107,2183,2968,4496,8198,13838,54333,5001,2121,4971,3629,4422,1208,4891,3836,4154,-3849,6000,-180,4369,12803,19542,28787,-1489,-402,19542,30567
7/18/2024,1561,3861,17321,4570,3410,14497,4530,6193,15007,1489,2737,17566,890,83,-6965,1550,401,14337,5863,4681,18445,3435,5196,13475,2968,230,-6965,6635,5832,7168,1561,6677,17321,4570,3410,14384,3431,6337,12027,1799,2172,15356,890,3410,21494,1025,401,27427,10392,8912,33271,3318,6663,55149,2443,7552,32032,6635,9925,57756,7789,14087,1675,13662,7327,11412,1779,13062,6719,3434,5079,9849,7453,16576,14321,10972,170,-2995,14311,17809
7/19/2024,789,2123,2051,1422,-1334,3727,3044,2402,4712,380,-295,3618,-128,3957,-6580,3300,4159,2172,2781,-1440,1541,400,3964,1269,650,1400,-4749,6038,2847,6323,320,70,2051,1422,-1334,4206,1547,1885,5691,1235,-1095,-68,-128,1955,7815,3300,4159,7615,3160,8300,12227,3292,15938,33050,650,8226,11157,6038,16035,32831,-102,-362,177,126,-944,1474,900,-164,70,-6060,8760,9462,-478,7460,13925,-5245,736,-3722,14705,18596
7/22/2024,3435,5506,5643,4063,5543,7300,5262,4129,5391,2535,4715,7817,1125,3719,10330,895,3703,9139,3686,3144,3175,2505,506,555,2065,4027,9396,-1095,2335,2005,3435,6286,7198,4063,5543,8779,3313,5569,7615,3921,7324,9168,2562,7427,12995,1590,3703,9139,4028,3871,2544,2647,-8120,-30916,2198,3716,2165,-1095,-6925,-30200,3606,5205,2074,4948,1926,5195,1195,7673,2360,2852,3315,-687,1998,-4146,-5899,-6918,7138,5492,-5899,-7015
7/23/2024,1726,688,-683,1299,-1908,-4955,1240,607,-1561,1795,940,-5165,2345,3931,14027,1970,2023,9060,4655,1569,14455,1930,25,2956,895,3380,5998,2010,3646,-67,2030,784,-619,1299,-1908,-6505,1541,721,-4060,2095,1010,-6684,2345,8389,12831,1970,2023,17962,4655,9357,16950,4196,5921,11459,2270,8533,17705,2225,4781,5919,2910,-2418,2661,897,1605,-2642,1385,786,8445,18209,8730,10782,7276,17015,1574,-4639,2504,8384,548,3387
