,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
4/11/2025,1075,-2906,-7103,-147,-701,3367,-142,-4412,-184,485,1824,3116,1873,135,10873,1600,8280,16999,1928,-1279,8895,4370,15490,21671,850,3550,223,4705,11802,35032,633,-1672,12242,-147,-701,9333,-142,-1699,9563,643,-2197,4873,1873,6372,4668,1600,9978,16999,2275,2980,11934,6060,16375,32436,2635,2732,5648,5900,15851,35765,312,3434,1621,-139,-574,-937,894,-1161,5297,3195,8328,4694,3579,3368,13319,12522,4415,3186,18614,27713
4/14/2025,3165,4492,5283,3285,6115,5398,3485,3998,6032,4240,7773,13185,2296,7624,3460,1780,1329,3493,3925,5079,-2927,5610,500,19,9590,6707,2372,4290,267,-2680,3200,6653,8394,3285,6115,4050,2585,5457,2871,3409,7253,9659,2735,2897,4418,1780,1781,1819,4741,4898,1917,4495,-3065,-23252,3005,1854,-1772,4485,-3270,-19502,6492,9180,6579,6572,5140,6523,4130,3049,5372,7502,3684,9231,4707,4996,-1782,-4448,2534,4556,-2935,-2771
4/15/2025,2105,3078,1833,3055,155,2491,963,2607,-3941,-880,1294,-3530,4430,6452,13298,1525,4670,2824,1742,546,12440,4745,-5259,1146,1721,406,3262,3893,-6985,-3444,1985,210,-4539,3055,155,-4664,510,-1600,-4650,1575,2555,-2040,1940,1880,11309,1525,-3920,-7625,84,-4941,622,-810,-7400,-48685,41,-1914,3043,-810,-7400,-47610,2756,-3218,1011,-1965,-457,-3218,2442,4510,6419,15017,-570,519,8689,11504,-3154,-5634,598,-1908,-3723,-3238
4/16/2025,-379,-1753,1587,995,2489,1279,407,-2087,6706,935,2518,5938,2086,244,-2645,3645,5765,15388,3152,-1977,525,3465,16999,12888,2575,3898,2981,2755,6661,17452,920,2179,4673,995,2489,4323,845,2319,4323,-480,-112,861,-140,685,4383,3645,7389,15314,3970,5151,18513,11395,22669,40497,3260,2620,11806,11125,21714,37487,2840,8236,3341,8307,3200,8236,2566,1499,-445,-2398,10611,17338,7480,23594,20256,30504,1574,-4003,16240,19612
4/17/2025,785,5429,13063,1028,2755,13425,3300,4361,15625,1660,140,13432,6602,8661,22437,4328,5558,12007,9466,5360,11980,4645,7287,6655,6982,5647,8296,4025,1457,5660,1910,3050,11300,1028,2755,11145,1848,4774,12256,1688,1867,9953,5247,14321,27676,4328,9193,15327,9384,16732,19932,6175,641,1785,8571,15628,21097,6145,1906,680,5521,11675,3810,14705,6920,11675,3810,9664,15124,14195,7591,11047,3584,11497,3316,17368,2743,11310,6190,3484
4/21/2025,3295,3915,10270,4187,9737,9700,3561,5096,16100,4310,4489,15236,264,929,-1895,2240,3746,9527,8672,6482,13975,6202,14674,3265,4150,4938,-1895,3880,11585,-1009,4805,7869,15726,4187,9737,17804,3848,9078,16674,3850,6772,9328,532,1410,3458,2240,4125,5842,5970,7405,10964,11027,19093,19023,5615,4445,5690,11027,18973,16711,6758,15727,7072,18331,8455,18144,7317,9256,718,-927,2058,3163,1179,11785,14584,19410,3223,-927,11408,14688
4/22/2025,2595,5290,7027,3540,7365,6523,3031,4462,16829,3544,3774,10439,5602,4114,11386,3500,5453,6436,8154,26538,4489,1990,-459,1472,5752,4593,13838,2350,1016,5294,3535,8273,9002,3540,7365,9186,2386,5439,9128,2969,3431,6031,5602,14230,16027,3500,17691,6436,16755,24513,12666,3075,-459,-6005,16900,21995,10141,2945,51,-7565,9150,11398,5742,11302,13938,11425,5803,3936,8018,16681,16340,7076,4319,13945,-338,5061,6928,13988,4707,6060
4/23/2025,1880,-836,2132,3898,5674,-1949,2102,3018,6633,2489,4025,7389,6112,3760,9742,4718,3580,11306,7576,-1594,13001,4790,7526,-3810,3414,1836,1663,2665,8936,-8275,2599,4719,3843,3898,5674,3764,2735,2783,1573,2604,5826,8541,6112,8463,6759,4718,5356,11792,5435,6650,14402,5073,13499,28935,5439,7088,15976,4963,11774,25160,4222,8016,5188,8627,3988,7375,6615,555,5835,4867,9518,14492,6119,13223,2415,-8826,2011,3517,4762,25531
4/24/2025,850,2072,4058,1810,4443,2733,1417,1003,9424,2185,1962,9166,749,4516,-6238,2810,5967,10038,5592,6902,3156,3020,19478,10623,-1484,-3579,69,2260,9276,28235,2685,4576,9166,1810,4443,9166,1780,4717,9166,1168,2662,4141,2149,942,-7409,2810,8424,9059,6034,5213,5427,8957,20650,54624,4212,6432,7933,8262,20650,54069,4580,11984,4738,13605,4318,11984,3410,5414,-5345,-4566,6196,5877,4898,9075,21712,39592,462,-358,18557,36305
4/25/2025,-898,-1930,-1138,405,-3520,-1453,-1132,-2242,-5445,-125,80,-5519,1634,1647,6729,2270,5084,9546,2910,-1999,2310,3045,14451,13909,79,-2361,-5223,3105,9571,25487,395,5,-4435,405,-1570,-4435,-430,-1525,-4435,-360,-1110,-4379,785,-280,2632,2270,4325,9750,3275,7441,8811,7515,18355,37093,2010,6994,7976,7510,18355,37093,-769,-2992,381,-3806,-109,-2992,11,-2338,5075,-6014,7019,11015,7288,12555,17131,32137,-1409,-6180,13880,31873
4/28/2025,830,-924,1079,-640,-1300,373,-357,-1842,416,250,-345,579,-1760,-5725,-1967,-1285,-3645,3920,-4470,-402,114,780,-871,-2110,-265,2039,2410,1025,2399,4796,270,-1220,2343,-640,-1300,2373,-430,-1145,1888,150,615,3162,-540,144,414,-1285,-2675,-6305,-2845,-5870,-10065,1091,597,-7187,-2935,-6720,-14905,1091,-1005,-10217,-1227,7809,635,3225,-290,5636,690,1494,-395,-2275,-1327,2521,-4935,4027,-702,17335,-446,6258,2688,40245
4/29/2025,-30,1595,-4774,1210,-919,-4688,229,1673,-3327,40,1762,-4134,2130,1365,7009,1710,-1498,-3455,2600,-6,-4735,1305,-1105,-968,1783,321,-2824,1345,-1978,-4538,1215,-838,-1809,1210,-919,247,229,-1198,-2104,-315,-1328,-3488,2130,6914,3811,1710,-690,-6284,2750,-817,-1689,1345,-3700,-11935,2701,-3313,-3549,1345,-3700,-11738,-2306,-2098,-537,-296,-1879,-3121,330,-3173,5529,5253,935,-3161,433,-3805,-1043,-4237,3689,-1900,-3812,-4556
4/30/2025,-125,-1094,-110,-630,1942,449,-1680,-648,1586,-560,1312,586,2821,5157,19954,3247,5971,-55,4119,-1476,5454,2115,-6170,-3705,-881,10067,-340,1955,7305,-8745,-655,1975,4709,-630,1942,4707,-590,1862,4628,-535,1510,1806,4256,6969,18015,3247,7804,5148,3340,4357,21958,2635,10740,24011,2465,2579,21850,4591,10740,22431,1751,3252,2946,3799,1132,3352,2794,-448,3645,1240,5080,1388,544,-8451,16594,-8905,-1239,307,13112,6830
5/1/2025,1395,2655,-1681,1985,1560,-1033,1554,753,490,750,4468,6605,5349,1538,12899,4710,3258,5564,6095,5743,-1861,1120,1619,6510,2518,1963,2968,1380,-1391,945,2805,1671,3626,1985,1560,3626,2720,2368,4386,815,960,-84,5485,6891,14375,4710,4974,4496,6976,17123,1507,-930,-12780,-25021,5671,16124,757,-930,-12780,-25021,125,7280,3529,9260,1064,7280,7815,7396,9377,14227,7158,10849,10257,7766,2220,8806,3969,3579,-433,1516
5/2/2025,1757,2599,5494,205,4500,6052,2956,2791,4745,-585,1836,119,5340,3347,-6734,2343,2365,-4646,-528,-1991,1321,4491,-416,-3043,1648,5087,4787,3761,-2090,-2898,75,2696,479,205,4500,1249,382,3103,1999,870,831,3853,2607,-811,-11950,2343,-1539,-8392,1912,-2703,3633,5962,5411,5026,-538,-1525,7408,4761,5411,5026,8255,3436,5749,-3102,4494,1068,6032,5321,-1310,-4908,-3576,-4254,-3315,-1736,-403,-7846,-1156,-2030,956,1067
5/5/2025,815,3303,7358,3135,8800,1026,4125,3420,9314,705,3787,4759,4110,1210,1666,4282,3685,7597,8342,7927,6441,3653,11367,432,3947,4972,3996,2344,6211,833,2581,8114,3111,3135,8800,3111,3363,9968,4121,309,2077,1333,5323,7957,12768,4282,8644,6762,8342,11916,5519,10200,13569,-7014,8156,10980,4139,10200,13569,-7014,5585,12399,8786,8914,8906,8721,9341,10223,-65,-2325,4587,205,6545,6367,7575,-6801,2609,-1406,4299,-5910
5/6/2025,975,2788,2065,1997,3960,3611,2726,3787,3312,1750,2256,3178,7453,12152,19888,6247,15121,25526,13437,21000,37236,5632,10707,4628,4419,6306,2763,5436,12855,14764,1250,4121,2806,1997,3960,1554,2367,4188,3200,1065,2131,3995,6788,16854,24204,6247,18080,26142,12353,22841,24608,8555,19586,29954,12598,21315,20816,8550,19586,29954,2482,3014,1444,2682,2439,722,2306,-180,6584,12787,11675,20537,19833,2884,4721,-3633,3867,1576,8650,-2520
5/7/2025,2515,4524,21166,3700,9204,19356,3092,6812,14608,615,2669,16939,4658,4172,34222,5555,8240,36764,7959,5925,23420,2820,10240,6384,3369,1134,10071,1960,8963,28852,3430,7167,30896,3700,8054,31032,3965,7586,30713,2590,5884,28136,4060,8860,31677,5555,11900,35868,6630,13235,40799,7407,17051,52051,5670,11040,34593,7407,16373,52051,7458,20067,8070,20449,7418,20275,7876,21773,12085,28759,13521,30803,6169,37095,15765,20490,1573,11300,9108,17907
5/8/2025,1795,2338,3549,1555,1874,-488,1635,3659,-576,330,3670,-218,3724,2576,5620,2011,5893,-1768,681,2048,-3502,325,-1583,-1646,354,-2210,4939,825,-3119,-4745,1507,3321,225,1555,1874,-205,1845,33,-2186,1350,2230,-3193,3704,8505,10164,2011,-110,2835,770,1046,-4091,-200,5131,-36902,240,-1231,-8532,-200,5131,-36902,734,-2203,355,-1395,1313,-68,375,-4215,6146,7732,-2654,-781,7981,-5484,-5611,-5413,1199,3164,-6454,-5581
5/9/2025,3200,2864,-1957,1475,-2699,-2262,957,1099,-3453,-565,636,-5247,3609,5965,11951,2586,4852,7501,2207,78,11544,5411,-6370,-3335,2524,5368,4117,1290,-4831,-8065,1475,-2641,-5255,1475,-4405,-5255,680,-4405,-5255,2628,-488,-4563,3343,7349,18444,2586,4770,8663,2222,667,11895,2828,-3107,-18448,1998,507,12400,2748,-1982,-16458,-2397,-3270,-6163,-1666,-3947,-3270,-5848,-5797,5311,14199,-631,5804,6035,8115,-5414,-8620,609,582,-5610,-5972
5/12/2025,335,811,2723,1160,-550,-3658,60,235,1096,1149,800,768,2145,425,-6324,-250,-6200,-8744,827,-1981,-8982,-535,-2735,-2987,-356,-1648,-6472,2765,-6210,-7267,1030,-490,-4167,1160,-550,-4167,1100,-555,-4167,-1125,-1355,-5457,2254,1207,3419,-250,-4915,-6724,1290,850,-975,2475,9735,7360,50,850,-975,2475,9735,7170,1303,-7720,3493,-7720,290,-7720,5331,-2744,-294,-1968,-6850,-8942,-6414,-8935,-6935,-8436,-2615,-7855,-6990,-8890
5/13/2025,3101,6421,11908,4139,7794,10271,3788,6833,10123,2080,7725,11417,3375,3062,2268,5294,7258,13375,2839,5415,18658,4365,3149,-2148,81,326,-3494,7834,5675,343,4836,6451,12043,4139,7794,12064,3459,7186,12064,3117,6573,13943,3375,5475,12736,5294,8352,13375,3528,5052,28780,11626,8116,22239,3261,3075,30044,11316,8116,22239,3546,846,3301,1489,2517,505,3400,2897,3730,4468,12435,7554,10286,12734,-520,-4769,-2068,-4815,12431,10828
5/14/2025,4366,9853,10944,6355,6263,10513,5455,7339,7940,3215,6361,7802,4531,12546,24341,3398,8952,21784,8680,12544,23907,672,7725,-2605,1629,2858,6450,1270,12513,2324,7230,7733,9117,6355,6263,9117,5455,4518,9117,4246,7620,9936,4767,15810,29951,3398,12014,27129,8943,16412,29519,3705,14461,32469,8087,16412,31644,3267,15496,32469,2888,6100,5718,2938,2888,6100,5718,7892,11568,18010,9640,19680,11005,16857,9557,3458,5442,7265,23705,8583
5/15/2025,3016,4882,11400,3035,4783,10893,5682,4625,16005,4615,4031,14412,3212,5410,8756,3501,3290,2441,4160,1170,2275,630,2015,-3628,3714,2022,-3507,1230,3180,-8472,3780,4670,16375,3035,4783,17570,4250,7549,19656,4185,7112,12875,3618,6339,10261,3501,3996,3024,4494,-915,-6843,3027,406,-10958,4125,-473,-6823,3027,406,-10958,4522,14265,4289,15598,6727,14930,2687,8547,7303,16490,4526,16237,2814,10476,-3185,-6358,-384,4841,-1195,-6827
5/16/2025,-175,-1037,-340,98,1466,-683,256,-2462,1143,-35,292,1507,-2675,-6940,-8869,-3293,-6550,-7076,-2313,-1652,-8541,1570,-1335,-3581,-1164,4,-3699,990,-731,-3756,98,1466,1579,98,1466,1579,253,1132,1579,-950,-855,1985,-1720,-7120,-23025,-3070,-4955,-17293,-2575,-8132,-14589,-4755,-3824,-2331,-3070,-8087,-10329,-4755,-3824,-2331,1035,-1470,3111,1318,1050,-1470,2616,20,-6978,-8853,-6965,-8900,-6896,-7485,-6955,-7500,-1765,-8180,-6930,1852
5/19/2025,-65,3462,7847,2050,3521,5969,1889,5343,9192,-315,3766,9311,-37,2207,-1492,568,1795,8492,797,3026,6611,80,1113,745,690,-781,-4921,2186,4717,201,975,5197,10566,2050,3521,10461,2199,5219,10592,350,4501,11581,-1705,-535,-697,568,5260,8999,1103,3273,11391,4610,10947,32666,-389,2489,10671,4480,10332,32666,2621,6229,3433,7784,3042,6299,3797,4276,-3206,-4802,5815,5663,2647,11009,-2912,-2531,-1354,-8440,-1031,-3315
5/20/2025,4435,8197,15773,2190,10552,17548,4396,9815,17238,3165,9655,15587,6565,8723,12093,7065,8023,4462,9740,6857,11590,6826,1039,2007,5220,7010,5676,3065,4970,-4728,2180,9607,15915,2190,10552,16915,3010,11367,18040,3775,3390,14739,5472,9584,17948,7065,5154,7614,9740,11677,13847,9385,7735,-615,9785,10977,13847,9315,7645,590,7977,12572,9317,14276,8573,12572,8152,17512,7191,14538,5395,9970,2809,19019,4824,-919,2206,6182,-530,-919
5/21/2025,285,-1811,-2939,22,1736,-1751,-1023,-1412,5153,-78,2049,4843,1978,1110,-817,210,1845,499,581,4720,575,2440,-1498,-3964,4308,5574,1391,3900,9799,16227,1122,749,409,22,1736,369,113,11,479,610,111,-5778,1978,2294,4906,210,885,-3710,1010,-420,-4020,6919,-5534,-21450,1391,-60,1165,6529,-6514,-21080,2966,7142,3712,8127,2028,6635,1721,-2233,483,-583,1525,1417,3804,3607,13725,8488,1262,321,1364,9253
5/22/2025,1703,5534,8747,4925,8739,4917,3596,5360,9401,3848,5115,11641,5423,3542,21508,7817,9241,22274,12716,2707,2105,1105,4643,-3110,4713,4386,1463,1505,12315,-3951,4708,8294,10355,4925,7228,10355,4250,5603,10355,2998,4048,10963,6687,13162,20911,7817,17080,16546,13256,15645,7545,9254,14695,-13604,9953,15711,4700,9254,15810,-13604,8620,15763,9970,12276,7828,15763,10499,9580,15071,21368,13479,15856,3325,8885,-4336,-5467,2737,3544,4729,4831
5/23/2025,432,-780,-1195,-855,-380,-768,1378,4308,3777,-525,1182,4917,2452,3658,-5095,1977,1183,-5007,4033,-1125,2095,-560,-3875,-2963,1560,1323,-3539,3730,4975,-5116,-895,760,1154,-855,-380,1154,-1525,-380,1154,1396,-1370,120,2452,-3421,-9511,1977,-6479,-18488,2651,-4549,-10918,965,-3945,-21685,2406,536,-7074,965,-3945,-21685,-276,-2655,-3085,-2572,-1836,-2655,-1525,-2935,-6990,-7191,-6995,-3902,386,-3132,-4365,-6130,-6250,-7830,-2285,-7364
5/26/2025,2960,4280,7583,2790,2891,5478,2045,5957,3157,2130,4571,3157,3341,4410,8782,2640,5030,3877,3650,5450,2629,1345,-3630,-846,2596,3607,2038,1410,-3953,-5884,2540,2891,3417,2790,2891,3417,2045,2891,3417,2115,5316,3263,3341,6412,8823,2640,4895,4375,3650,5415,5132,-2250,-5445,-11042,3650,5415,5132,-2250,-5445,-11042,-820,-3730,-820,-3730,-820,-3730,-820,484,-466,956,-3960,-4190,-3844,-2140,-6755,-6780,50,2593,-6495,-6780
5/27/2025,406,6651,1152,3091,5279,1605,1967,4728,-874,2455,4370,-101,-737,-2675,-5136,2081,8580,5379,1749,-1685,-8692,-200,3820,767,-393,1390,-5583,-555,8334,3693,3060,5551,1188,3091,5379,906,2286,3990,1521,1375,5315,134,13,6535,-886,2081,10316,6120,2357,12128,8907,6356,14307,26769,1459,11190,7904,6201,14307,26769,-2499,-2405,4996,-3912,1960,-634,2246,1293,-6180,-7945,8935,7680,5703,7463,9267,5112,-2340,-8945,11824,5112
5/28/2025,655,3320,8325,5449,5362,4604,5061,2647,2884,-565,2795,5535,8672,8226,8603,7240,9864,7081,10951,-1105,8691,-565,5018,-2100,5677,-1355,4788,910,2605,673,3410,5897,4539,5449,5862,4539,5208,5902,4539,975,1400,1932,8672,11941,3555,7240,15309,12849,10951,14104,13918,6805,7845,11923,8715,13154,12843,6805,7845,11923,2611,756,5273,2266,2611,756,6098,5099,8528,2662,11909,7070,8259,1688,10679,-674,294,1630,3313,-4024
5/29/2025,2338,-363,39,1565,1770,1081,2993,1677,-1532,1700,3637,-1411,2642,5572,17933,3202,8587,19331,2564,5631,12711,2075,8468,-396,-47,5282,2904,1880,7814,3185,985,-785,-1411,1565,1770,1719,1741,2223,3077,1060,945,-311,2642,5374,16544,3202,5343,19331,2564,6011,18113,7006,8706,5817,1994,5189,15143,6821,9731,6422,-799,-133,-3040,-1845,207,-133,-3135,-629,8079,25629,4644,22061,6206,22998,11667,17385,4553,1654,8648,23601
5/30/2025,810,3257,5899,1915,5883,6830,418,976,12554,1240,4089,15145,1450,-1505,11528,753,-1905,5791,980,1952,3150,1130,3225,7615,3458,3343,9510,925,-1042,17105,2690,7357,13585,1915,5883,14018,1105,5931,14018,1375,2209,6279,2363,4217,9490,753,2549,6739,2610,3980,8067,-2605,-408,-4001,2685,5335,12397,-2605,392,-2686,7315,13292,8563,13152,5105,11621,6793,8518,5088,8497,1915,5032,-2122,11522,-4206,6505,1760,6877,-3542,11059
6/2/2025,575,-842,-3495,-345,1123,-4158,-1744,-1595,-1333,-530,-1193,1100,-2700,-4288,-5958,253,-3782,-4033,343,-32,-7814,820,16398,4678,-1102,-4762,349,2655,17191,21052,-345,1123,1443,-345,1123,1443,-345,1123,1443,-745,-1543,-2836,-1986,-8931,-18381,253,-1000,-2490,2083,-21,-2473,8183,25096,52408,1024,119,-2473,8183,25096,52408,2243,4838,2703,4586,2243,4586,2203,-860,-6440,-7210,-563,-23,1809,-2234,20483,27621,-6695,406,20048,23166
6/3/2025,995,3802,9222,2521,5843,9375,1591,5662,5800,2330,4758,9323,3098,5808,-3514,4490,5382,10997,3087,3497,4308,2057,-964,4480,-3,38,1854,4755,7856,-670,1426,4015,11196,2521,5843,11640,1948,4074,8147,1566,4487,12624,1425,3918,6925,4490,6992,10997,3462,4120,13062,3290,4671,15429,3434,3194,13062,3290,4671,15429,5799,10877,5755,11011,4916,5298,7011,7505,2695,-5788,3431,8988,-656,11840,-1723,4021,-1450,-214,1417,-2397
6/4/2025,4177,88,3538,3285,-760,5627,2397,4309,-2165,905,4482,-962,3556,8412,25539,2682,8452,15573,5003,4199,24116,2855,-3449,1019,2822,4442,8503,225,16863,5194,4080,-1120,-1373,3285,-760,-1373,2635,-760,-1373,5115,2942,6480,4212,14294,31309,2682,17987,21793,5003,21069,23418,6855,2545,9293,4432,20325,21911,6855,2545,9293,-84,-4120,-664,-4120,-664,-4120,-84,-3519,8705,4664,336,149,11446,1100,3856,-1841,12350,-2946,12795,-2461
6/5/2025,1155,1109,1554,1345,1955,-172,1228,3112,-5114,1880,770,-2272,570,8616,4823,760,8632,6256,123,6540,-8501,3125,15916,17728,748,2519,5194,1145,9281,15216,1320,2083,-6520,1345,1955,-2510,1710,2734,759,890,24,-4744,570,12007,3515,760,8757,4162,425,9743,614,4420,7785,2394,415,3001,-3201,4405,7615,-86,-2760,-3228,3315,-1067,1165,-2742,375,-1370,12727,4192,8947,2938,10926,5142,14902,23323,6135,5328,11572,22125
6/6/2025,4664,11116,10518,4196,6803,14117,4523,9522,6414,2183,8172,2963,4120,2601,12084,4261,1728,8298,1203,716,313,804,-4561,-1627,2897,1244,6585,3014,-5913,-6800,3383,7160,-2071,4196,8158,-2071,4570,4482,-2071,2658,7061,10393,2595,3786,16472,4261,2749,8182,1613,3631,-999,4212,-3671,-39294,2465,1176,-1654,2935,-3671,-39294,3410,8029,-125,5825,3400,8029,-115,6218,7803,28281,1459,10742,1173,4267,-5895,-7487,6072,16776,-6667,-8253
6/9/2025,3605,5278,4398,2987,2073,2434,4939,4474,868,1280,3288,-1803,5006,5151,11847,2778,3008,-3959,2434,-1549,-1221,1315,-6890,-1475,1455,6061,4694,3175,-5869,-7202,3514,2355,-1809,2987,2073,-1809,2643,2868,-1809,2957,6029,4141,5040,5683,13825,2778,-2648,217,2620,-1429,-4165,-5855,-14037,-54975,2287,-2849,-3800,-6105,-14037,-54975,-1187,-3768,-3321,-3351,-1187,-3768,-3321,-7130,8664,11175,28,-6856,9152,-3591,-4604,-7175,3860,4286,-1890,-7175
6/10/2025,1155,4460,1577,3050,3400,-866,1873,1583,2925,1500,2397,-152,7521,7110,17785,5808,10321,19477,7479,11412,15061,3480,7969,5350,4672,5968,2631,3310,9269,8133,3210,3175,7085,3050,3400,6955,3145,2782,6885,1105,1498,-3820,7521,12774,17785,5808,13704,25971,7512,13115,26542,8083,17389,41304,6892,12144,21961,8083,17389,41304,1783,1220,2885,2337,2382,1220,3235,-992,11030,14856,11828,17511,6473,19869,12252,12658,4119,459,9258,11589
6/11/2025,1620,1500,-2994,95,-3415,-4189,534,849,-4728,875,-205,-5534,1177,2681,-1776,2210,-155,2058,-340,938,2104,3215,-6500,-2321,-629,5723,101,4125,5573,-4,725,-2765,-9893,95,-3415,-6975,-490,-1880,-6955,-480,-3330,-15215,1177,-960,-4140,2210,396,540,-340,-2174,-9906,1475,-9775,-21592,815,-2400,-7186,1115,-10525,-19819,-2348,-3616,-5470,-3450,-267,-3116,-3975,-3663,2289,2441,137,4181,-579,-2589,-6500,-7958,-94,471,-6475,6912
6/12/2025,1665,5632,5081,945,736,5148,1023,4002,5875,1005,-905,3082,1895,2215,7331,-32,3269,8582,309,2112,12985,4924,2193,-1112,2059,-1130,-51,1515,8359,19,492,-2198,1930,945,736,1930,1023,453,1930,1522,-639,2702,1895,3266,21943,-32,2169,7791,672,2287,19610,828,-3552,-31009,831,-864,18470,828,-3552,-31009,-1755,-6442,-5558,-7709,-1755,-6442,-5558,-4859,4910,5670,-4340,-1542,13281,5979,-1359,-7574,5525,-364,5595,289
6/13/2025,3800,3014,1367,4455,3374,1598,5633,4478,6922,3270,4478,7559,2292,3426,-1028,2932,1347,-1872,669,2017,-555,6125,-5700,-3492,2233,6465,13153,2380,5721,3259,4075,5863,2832,4455,3374,4694,5455,6010,4926,5156,6204,6119,2425,2553,1169,2932,922,-2922,1736,65,-3894,6307,10950,-4911,1176,528,-4918,6451,11285,-6301,-955,188,1007,5410,2569,618,2067,-2495,976,-920,942,-7280,1466,-6300,-5298,-3800,5694,8462,693,4163
6/16/2025,852,682,3421,1642,2432,4377,1828,4036,3501,205,633,980,4042,1481,-6411,2288,-1718,-4171,-28,-479,-8838,2660,3782,5858,870,2628,4234,3777,1862,4338,1232,1372,2148,1642,2432,2148,860,945,2843,732,943,5027,2737,-7117,-12388,587,-9000,-15590,-1424,-10283,-25655,1585,-10458,-44584,-493,-5723,-25655,1585,-11728,-44584,7081,2509,3907,2832,5197,2509,2887,5119,-1559,-2706,-1936,-4023,6205,-7089,-2605,-1460,79,4325,-1666,-4912
6/17/2025,-430,-2477,-4075,-565,-645,-3342,-774,-217,-2270,-890,1685,-2130,689,874,-5971,681,256,-7817,2549,-1996,-8649,2908,-4917,-2906,584,-339,-597,1790,-58,-2598,-480,-970,-2130,-565,-645,-1330,-430,-280,-1525,-480,-900,-3860,120,2067,-1394,681,-92,-5513,1756,1575,-4298,3345,-10110,-34595,137,-430,-4298,3030,-10110,-35245,-1191,-809,-1530,901,-1091,1652,-290,-1719,-549,-8015,-103,-8934,-6774,-8981,-6885,-4932,1220,-874,-6985,-8467
6/18/2025,1670,2613,-3013,734,-1957,-3072,275,286,-5651,850,1620,-4484,511,1392,-3917,-3060,-4860,-287,-871,6751,3115,2255,-2930,13157,994,2360,1149,3340,2451,9927,1130,-1765,-7167,734,-1957,-6212,473,-1972,-7427,742,-1244,-8484,-1005,-3338,-17167,-3060,-12020,-18108,-2605,-4804,-12066,-855,-13380,-18038,-1411,-5913,-8966,-1030,-13380,-19163,3974,4837,352,6688,780,6607,814,5363,2633,-269,-2001,5271,9537,2167,-803,2862,-834,6181,-3283,10800
6/19/2025,830,-564,-1570,205,-1423,-334,205,-569,-334,-45,350,-334,3940,7422,7165,4286,7169,8311,4696,3400,8529,4548,4215,-845,1875,2114,251,7978,9505,2445,-45,-1823,-334,205,-1423,-334,205,-1423,-334,680,-1980,-1805,3940,5123,9030,4286,6719,10664,4696,6905,11374,6894,17069,33159,5851,6905,11374,6894,17069,33159,-5063,-8343,-6270,-7290,-5063,-8343,-6270,-6665,4460,6590,2330,1498,7322,204,-3220,-6910,-1440,-215,-2330,-6910
6/20/2025,524,-793,-7021,341,-1432,-5855,-431,-2013,-5830,-580,545,-3284,2019,4684,7016,3010,5582,13347,881,-1135,4857,-580,-4403,-3525,1779,1865,1382,2643,19890,-5472,1061,-3217,-5189,341,-1432,-8443,-495,-3795,-7756,706,-2105,-2249,2019,5707,5166,3010,4372,18440,1955,783,9610,7343,8211,23557,2315,290,10941,7853,8006,25522,10,-5106,-2529,-4305,-756,-5106,-954,-5013,5731,10981,7922,17347,8165,19764,-6781,-8232,6468,1245,-4864,-8232
6/23/2025,1135,1273,2510,1360,2355,1218,968,765,4334,1783,2178,6547,3460,2746,12196,3715,4880,12981,5590,2698,3537,1575,11790,11676,3146,4822,6789,1435,6490,19486,2448,2025,7940,1360,2355,7689,968,239,4625,1615,2220,650,3460,7428,13113,3715,7430,13206,6365,11646,16350,7120,19205,48154,5535,10205,15655,7000,19205,48154,3762,8805,4973,9261,4288,8266,2820,3565,6737,11634,8965,13932,4632,10629,14436,17364,1823,5257,8041,19782
6/24/2025,1430,5626,5415,3451,4250,3341,2549,5438,3914,2370,3995,5372,-3880,-6390,-8930,-880,584,-3343,2661,488,-7308,6275,26687,-2616,535,-2875,723,4924,18843,375,3706,4751,8836,3451,4258,8836,2572,4263,8731,3551,5661,9911,-1750,-4070,-11435,-880,1965,-1161,3067,5392,312,11586,23730,39670,1920,5392,312,11361,23730,39670,3801,6355,4803,6641,3801,6355,4803,6344,-6485,-8990,-304,-275,156,-810,4805,2949,-6355,-389,26914,-1120
