,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
6/2/2023,3264,1576,-2769,1120,-1595,-6226,81,1828,-3385,-150,-251,-4519,4305,8459,8919,1531,2172,2908,2348,3389,6941,1990,-4740,325,2175,-2245,-2225,4530,-4427,-7075,1120,-1595,-3976,1120,-1595,-3976,645,-1625,-3976,1769,2989,-2891,4721,5638,10717,1531,-689,1126,1356,1126,2866,-2799,-18944,-30693,4315,1091,3786,-2799,-18944,-30693,-5675,-8302,-5675,-8302,-5705,-8302,-5675,-6002,4194,4237,-1296,-1400,3631,-5482,-6805,-7785,-940,772,-6805,-7680
6/5/2023,-80,-1320,-2887,-830,-1918,-383,-1137,-1740,-6038,-950,20,-6388,1663,477,-3307,-925,-6215,-4409,-2299,-1267,-4382,-520,-4239,-1335,-376,-857,-6549,-856,-4626,-4674,-990,-2755,-3711,-830,-2766,-3711,-1645,-2896,-3711,615,840,-1087,1904,2165,6771,-925,-3982,-3950,-2299,-5122,-12967,-4818,-18261,-46616,-1666,-2632,-10587,-4958,-19956,-44881,-183,5242,826,5242,3967,5242,485,2107,5534,2188,-1360,-1295,4190,-7369,-4233,-7028,2412,-6194,-5888,-8524
6/6/2023,385,2162,1303,-1220,679,711,-618,722,-2125,305,1862,-2125,3054,5162,9964,435,-597,2534,1444,2841,-1943,820,475,-1714,3437,2350,3844,2470,1020,-6900,-410,1265,-659,-1220,1265,-659,-615,1265,-659,-70,1190,1884,3054,11665,10753,435,1739,3264,1444,9898,3383,545,475,-5400,1174,9388,3383,545,475,-5400,1910,-1565,996,-1763,1910,-1565,996,813,7415,8293,2896,4014,-1020,3881,-5990,-3771,1015,3511,-5915,-2941
6/7/2023,-671,-2938,-3376,1540,1170,-3016,1027,-4606,5297,-550,1253,5640,-3530,-3845,-8584,-1135,-4270,-6285,-1177,-1420,-8970,2937,17676,-3560,-2425,-621,-3909,3576,15691,18889,1787,1246,7768,1540,1170,8234,1681,1464,8184,697,-3578,-2711,-3530,-10045,-24379,-1135,-1632,-2801,-1045,-3051,-9098,10863,24412,64061,-1140,-3616,-8554,10523,24012,64061,1089,13151,2205,15247,1089,13151,1430,6423,-6800,-8460,-860,2390,-2407,-6049,27427,35252,-370,-8930,22485,49201
6/8/2023,2305,7369,10885,3082,8292,7518,3039,3741,9405,2030,4847,8991,-1944,-2593,-8064,1277,6897,12036,2534,1406,13434,3359,10334,5158,665,1227,-8885,2655,6585,13230,3986,8292,10620,3082,8292,10620,3039,8244,11495,2661,7511,8438,-876,1495,-2113,1277,10086,18086,3336,6727,19424,6746,33766,62941,2216,8390,18747,6746,33766,62941,5103,9221,5059,9337,4919,9221,5340,7770,-5541,-8056,8264,11341,3066,18495,7662,18240,-1216,-8915,14298,19985
6/9/2023,-495,1195,-3690,-1615,-1094,-3051,-1610,1177,-4249,-535,1998,-4557,2533,2964,-6522,245,751,-4819,2274,-1879,-5124,-510,-4438,-465,830,973,-5159,2255,489,-4404,-810,-947,-6075,-1615,-947,-6075,-1610,-947,-6075,-1135,1123,-3281,1985,3715,5751,245,1559,2857,1401,400,3618,1875,5802,-2396,2923,1747,3618,1875,5802,-2396,658,247,388,-3424,658,247,388,2529,97,-224,-711,-7077,-3524,-7776,-1240,-7777,-758,-4839,-2970,-3622
6/12/2023,-1180,-3216,-8570,-1880,-2320,-8700,-1815,-4251,-5405,-585,-3670,-2772,-5735,-6985,-8986,-3920,-6810,-8979,-5890,-1985,-8920,462,-2288,10353,-2715,-6975,76,-89,-1210,10875,-1880,-2470,-2522,-1880,-2320,-2522,-1815,-2320,-2522,-1360,-3932,-10594,-6655,-12545,-25286,-3920,-6560,-10965,-6295,-7705,-14985,-1215,1687,15502,-7000,-6375,-13042,-1215,-1338,15502,852,2795,2177,3707,1256,2635,1886,-5853,-6900,-8976,-802,-3293,-6996,-8916,-6625,-6869,-6680,-1640,-6970,-6869
6/13/2023,4078,3510,4553,3154,2497,7633,2770,4912,1214,1041,2046,3282,2937,6572,27144,1774,5061,17152,2923,7960,13957,1145,-2954,-2815,-148,2753,2692,6352,271,-3024,2467,1382,1009,3154,2497,2425,1988,1172,196,2887,2121,4100,3133,11127,29122,1774,7254,18003,3160,7021,20667,-283,-4065,1341,2827,5091,20667,-283,-4065,1341,2719,4252,780,3283,978,6962,1015,-1154,13636,17949,10260,11282,9019,16311,-3503,-4370,3287,2692,-3645,-4370
6/14/2023,3966,10005,18230,4138,9994,15551,3254,8095,18750,3460,10704,17684,5255,8246,23278,5290,10580,17138,5220,13517,22636,1460,5321,7908,3741,12493,6123,681,13851,15473,4515,11224,18092,4138,9994,17927,3329,9899,18597,4695,9726,16862,4503,12488,25939,5290,11930,16767,6545,15505,27947,4147,3276,15861,5768,13475,25757,4147,3266,17816,8746,19797,6703,17768,8350,20302,6043,12818,19997,22156,8764,12372,12000,21477,-430,7901,11082,5011,8716,12805
6/15/2023,750,2298,5800,1590,4964,3320,1726,1824,5511,755,2576,7573,-1972,-2207,-2167,1611,2310,7015,1585,2336,-6053,1598,14596,-1347,-124,-6315,-8260,1525,12442,21300,1630,4871,9592,1590,4964,10064,1825,5064,9977,805,3067,2962,-1740,-3026,-1328,1611,2214,8029,1638,3650,3034,6196,18232,46318,1353,3967,3578,6196,17832,46318,3302,6204,4506,7566,4206,6268,4440,3309,-2863,-7790,5114,10101,-656,8168,11559,13941,-6875,-8005,7028,2387
6/16/2023,1385,1222,-1421,2445,-1160,-2221,1350,446,-3786,1485,-314,-1724,1438,-1815,-6765,3468,1837,-1028,1180,-1946,-1382,3617,21284,10623,371,1809,850,782,20619,29018,2210,-875,-3535,2445,-1160,-3305,1350,-1130,-3305,1937,460,-2873,1587,-4889,-13844,3468,3567,234,1180,1319,2197,11913,26809,59720,990,1022,-2543,11663,26474,58545,-2424,2861,1040,2861,-2604,2861,1220,-915,-5446,-8903,4682,1514,1996,-2560,19112,37687,2059,2404,14863,30881
6/19/2023,2325,4270,6317,3400,4270,6317,3400,4270,6317,2470,4270,6317,3570,5515,8185,4785,7675,9723,5920,5075,11646,1270,6231,4833,2985,2187,1240,915,6231,7071,3400,4270,6537,3400,4270,6537,3400,4270,6537,2665,3580,6537,3570,5515,7750,4785,8490,12361,5920,11595,16406,9990,18200,27881,5920,11595,16406,9990,18200,27881,-2280,-2655,-2280,-2655,-2280,-2655,-2280,-2655,1335,1390,830,850,-1140,496,-3235,-2630,-1190,-380,-3235,-2630
6/20/2023,-198,1704,-5105,-80,-866,-3895,-1035,2098,-4832,10,-2438,-922,4831,16706,17314,3825,6206,2730,3879,7770,6238,2905,760,971,1162,1310,-341,6140,760,-3022,735,-685,-168,-80,-866,-1441,-1035,-2415,-1441,104,-225,-2698,5023,16967,19736,3825,13145,11335,3490,9216,9250,-1740,-7850,-27605,3490,7977,9250,-1740,-7850,-27605,248,-156,1042,-3807,78,-2847,1112,-1876,10326,10089,-764,-2818,7784,-3224,-4005,-6845,1559,782,-2570,-5371
6/21/2023,2541,5362,10331,3481,8688,8128,3797,6006,9979,3024,7390,10043,7755,5622,6564,3398,3346,11698,5383,7008,8121,3016,6289,-484,3356,1757,-1059,4986,6289,6595,3686,8435,12287,3481,8688,11436,4081,9030,11951,2131,5968,9037,2853,8572,14513,3398,6696,12161,5533,11444,19960,5042,11455,25563,4883,10044,21088,5042,11455,25563,6884,9098,4437,8274,4145,7458,3789,5882,9298,3991,1329,5760,10859,12072,1381,-2647,-502,613,1654,-3482
6/22/2023,-476,6854,-187,231,558,-739,-789,2488,-234,-870,4186,-421,996,-1830,-8580,2189,7112,-214,1912,-600,-7204,1005,14743,7840,1039,330,-519,1283,7695,18621,236,558,1609,231,558,1734,-486,225,1718,-335,2035,5043,1247,-3163,-11710,2189,2638,1017,1748,2729,-1110,6459,17509,43372,2163,2234,-1928,6459,17509,43372,-543,2416,846,2118,-1026,2118,1580,4391,-3918,-5469,2860,4780,3285,5931,17166,32597,-397,546,11294,32597
6/23/2023,2534,2617,3843,658,1463,5263,1401,3278,7724,880,357,5080,3675,6366,12164,2321,3489,4412,1144,5363,3999,3835,-625,-2205,2095,3128,5706,3044,7416,-5791,606,1694,1603,658,1463,1603,1401,1219,1603,2136,5983,5420,3675,7858,15295,2321,752,1105,1689,2505,-292,2229,-13955,-44357,1689,2505,325,2049,-15155,-44357,2187,-42,587,326,2187,-42,587,8617,4148,9124,-169,4217,3290,-1328,-4507,-5370,-544,8005,1145,-4492
6/26/2023,816,-339,-5161,2253,833,-5069,1622,-422,-2511,1685,2291,-1035,-1820,-2055,-8398,980,-2311,-7408,-672,-1830,-8620,4130,3847,-3935,-3735,-983,-7025,4308,10196,-8985,2373,1475,750,2253,1280,680,2305,1630,680,778,-1260,-4480,-1820,-1065,-13120,980,837,-2425,185,2712,-5305,9861,16720,29283,948,1937,-5790,9861,16720,25958,1833,2381,1757,484,22,2264,2357,569,-6960,-8420,-1871,-4912,-2372,-8285,12342,-8920,-6775,-3268,10970,-1642
6/27/2023,849,-1378,-1894,2845,1232,-1891,1498,-1191,-346,1765,12,-346,-575,-5537,-8359,715,411,-5296,1397,-1999,-7408,2035,2822,-2935,664,-598,1271,1805,378,9855,2835,1263,3034,2845,1263,3034,2875,583,3034,2035,193,-631,30,-1821,-5706,715,844,-3291,1823,-1668,-3091,4480,2822,9257,1452,-2071,-3091,4480,2822,9257,-165,42,242,-702,302,42,2457,-4699,-1655,-8913,-385,-3140,-3974,-4537,8070,10359,1038,1082,3958,4488
6/28/2023,3490,3057,1389,1395,-1180,704,2086,3886,982,1945,-375,210,2145,5676,18782,2765,2176,12909,2969,-616,10761,-420,-6065,-3740,866,-460,4894,1675,-2086,-4722,1395,-1170,929,1395,-1180,929,-40,-1890,929,1855,1760,-8,2145,2725,18724,2765,1068,12472,1768,-1664,7319,-1965,-16170,-30740,1405,-641,11672,-2120,-16170,-30740,-3696,1852,-3275,2497,-1718,1852,-3272,4760,12699,17702,9187,7779,11562,4351,-5235,-4192,302,5654,-3265,-7024
6/29/2023,2661,-2037,-4280,-235,-3755,-4560,557,-39,-4850,37,-4070,-4850,2288,-129,10926,1056,7537,2493,3778,-1117,9317,5560,-5394,-425,2286,676,2029,602,-491,-8010,-235,-6125,-11580,-235,-6125,-11580,-215,-5095,-11580,2481,-1343,-6870,2288,2161,16531,1056,9265,8102,3778,-793,6260,7372,2749,-23853,3588,222,5512,7267,2604,-24919,-2985,-5100,-2985,-5100,-2985,-5100,-2985,-1387,7396,16056,6516,6743,6361,11564,-5860,-7779,9830,4395,-5855,-7645
6/30/2023,2535,5306,6521,3149,6487,9286,3051,6666,5149,2555,10430,4017,3899,10751,16795,4235,6364,10076,6825,2654,13270,3825,-1684,-2870,2552,656,-774,3295,16516,-2182,2905,6661,5318,3149,6487,6298,3051,5291,7443,2120,6021,10816,3899,10300,20164,4235,5642,14223,6825,3890,14967,13130,-5345,-14149,5556,2480,14967,13130,-5345,-14149,1118,-2912,-2508,-2912,541,-2512,-918,-4710,7696,12410,-1665,1489,12717,2456,-6345,-7771,5177,-4745,-5219,-7771
7/3/2023,150,-1520,492,-850,-2125,-1948,-850,-1720,-1948,110,-2125,-1948,1680,500,5699,-1665,-4425,-5516,324,-1197,1731,-405,-5595,-1450,1495,635,144,-1335,-5910,-7570,-1045,-2125,-1995,-850,-2125,-1995,-850,-2125,-1995,-1045,-2220,-1995,1680,3059,5699,-1665,-3420,-5370,-840,-1331,-3395,-8465,-18815,-34331,-840,-1331,-3395,-8465,-18815,-34331,-1394,-2365,-2160,-2365,-1394,-2365,-2160,-1130,1900,1791,-3005,-7785,1110,-6551,-5080,-7940,3950,-1017,-3125,-7940
7/4/2023,345,4035,8566,3085,4250,8566,3085,3521,8566,845,4250,8566,3874,2405,5805,3504,3253,7602,1185,2038,11868,525,5731,2011,5,225,3575,2950,5731,7335,2655,4700,10966,3085,4700,10966,3085,4700,10966,185,2385,10966,3874,4352,5960,3504,4477,7602,1185,7293,11868,4915,9860,18070,1185,7293,11868,4915,9860,18070,-2005,-970,-2005,-970,-2005,-970,-2005,-970,4115,4920,955,1050,2030,7930,-3850,-4540,1285,4580,-3850,-4540
7/5/2023,5510,2640,5114,3893,-823,375,2268,4024,-1818,3950,262,-2104,12663,18046,15118,7812,16143,7814,10151,4273,7592,220,-4257,-2704,7261,10689,5048,11650,1800,-7068,3431,-1382,-2933,3893,-1382,-3418,2268,-1102,-3428,2085,4003,5827,12663,14499,21274,7812,12913,13430,10151,11668,10244,2313,317,-31435,10507,12640,11599,2263,317,-31435,-5194,-7915,-5187,-7915,-5194,-7915,-5187,75,18190,13825,8231,3062,16243,3280,-5040,-8790,7416,-960,-5105,-8855
7/6/2023,-300,-758,-936,-899,-2228,-315,-1665,-1480,1120,-735,-1163,1616,-2809,-4102,-8942,-2710,-2881,-6603,-4899,-442,-7029,-200,-6611,-2024,-501,-1126,946,575,-6611,-6938,-44,-437,-1622,-899,-2228,-1622,-1665,-2228,-1622,196,586,20,-2636,-7630,-14445,-2710,-4280,-7935,-4883,-7140,-15105,-5558,-11086,-21001,-3966,-7700,-16105,-5558,-11086,-21001,-3252,-6210,-2045,-6754,-2178,-6210,-2955,-2810,-6682,-8704,-3854,-7990,-2923,-9000,-6955,-7325,-6600,-107,-6855,-7325
7/7/2023,2255,1690,1586,3461,4966,1164,3051,820,12391,2960,4895,10979,4504,-1444,10949,2855,-1580,7119,6698,3110,655,425,-2867,2118,6595,6131,10171,335,-3156,-5359,4021,5525,13901,3461,4966,14791,3196,4886,15619,2421,4894,12694,4504,5244,9073,2855,2435,4206,7640,4767,1033,95,-6403,-27905,6340,3810,-652,95,-6403,-28705,4598,11959,5284,13502,5445,11319,6979,6097,7927,12884,3382,5682,-3357,5166,-1440,-1771,-407,11048,1078,-1771
7/10/2023,1212,6909,2331,2570,3119,2836,1516,4719,-1085,-115,2741,-3173,3640,9479,9831,2610,10123,7853,2280,9115,12275,335,5592,1304,1957,6975,7869,475,7414,948,1592,4291,-247,2570,3119,345,1980,1583,-1826,1252,4635,2153,3640,9299,11726,2610,7746,7853,2738,6556,6180,30,8363,-3478,1982,7217,10919,30,8163,-1913,89,238,1841,271,89,238,1841,-515,2641,865,693,-2216,3696,-1022,-2720,1488,-140,2531,3195,2588
7/11/2023,1238,965,-6296,-140,385,-6630,-1005,473,-2482,-920,-3523,-3482,-829,-551,-7130,764,707,-5057,-1908,-1579,-8251,622,3130,565,-1142,-727,-5267,890,889,-222,536,-3034,-5950,-140,-3034,-5950,-1005,-3254,-4950,-515,799,-9780,-880,-3833,-8547,764,-2008,-5560,-1685,-5160,-8500,2687,2740,7320,-2010,-3170,-9937,2687,2740,7320,-3286,-6765,-2652,-6765,-3286,-6765,-2652,-4958,-4046,-4375,-1710,-5712,-1610,-4685,-3663,-1492,-1591,-8620,2266,3753
7/12/2023,961,-1106,-4177,-200,-3629,-2750,-87,1468,1426,210,-3454,-2665,4430,-384,11529,1059,-2987,-5478,4183,1338,-1461,1168,-5168,-2524,3193,3534,6917,2760,-4138,-6032,-515,-6434,-6373,-200,-4734,-6373,-1110,-4586,-4158,-805,-3285,-3567,4430,4973,12113,1059,-3708,-4099,4183,227,-2219,-3744,-24129,-47746,4383,227,-1374,-3744,-24129,-47746,-1667,-4944,-3491,-3032,-2368,-4944,-831,-5901,11098,24884,-382,-6,5167,6404,-6795,-5919,1983,5849,-5957,-6002
7/13/2023,-970,-2286,-4854,-300,-737,-5974,-260,-4343,-2565,-880,-1937,-2327,-5290,-6930,-9000,-2134,-6394,-5512,-2898,-2000,-8966,121,13443,1938,-1146,-3625,617,70,10407,9354,-290,-737,3570,-300,-737,3570,-260,-960,3570,-870,-3534,-5166,-5290,-11035,-23040,-2134,-4423,-4577,-2898,-3169,-9878,4585,20737,69636,-3554,-3169,-9878,4585,20737,71826,-675,1548,-255,1742,-1507,1548,-345,-2769,-6761,-8980,-1199,39,-6880,-304,11203,15181,-5380,760,10175,21299
7/14/2023,2000,130,-831,1660,1825,-798,1565,751,-747,740,1074,-729,-1205,-2600,-7045,-3670,-6960,-8983,-3780,-1767,-7263,-980,-6265,67,-2560,-1221,-8450,7665,3421,-8947,1380,1270,-1505,1660,1825,-1130,1565,2050,-1215,135,-825,-1348,-1205,-4032,-12562,-3670,-6875,-17580,-3780,-7660,-21100,5140,-9655,-18535,-1920,-7660,-21100,5140,-10285,-18735,560,-1278,2350,-814,453,-334,2540,-1039,-6037,-8780,-6980,-8595,-6731,-8975,-6975,-8723,-1290,-8100,-6155,1356
7/17/2023,-1605,-1941,-221,-640,1080,-377,-1057,-3148,4792,-865,-984,5090,-2682,-4412,-7595,1241,-880,10967,946,51,-321,1114,20606,6278,-493,366,-426,949,23265,9457,-640,1080,8011,-640,1080,8011,-650,-600,8011,-1505,-3990,-175,-2382,-6310,-13285,1241,1551,14473,1172,5296,11782,6179,30141,78295,955,6726,13697,6179,30141,78295,4183,7021,1705,8078,2623,7021,1650,5227,-6570,-7470,3902,11998,5033,9258,19179,12681,-2131,-7470,15098,12681
7/18/2023,835,-1105,1360,1385,1043,1912,994,-1046,4260,1125,973,4322,-4584,-6205,-8305,-2945,-6415,-8925,-4665,-1995,-8995,745,-6560,-3655,-4860,-6245,-8980,985,-6560,-8310,1380,973,5156,1385,1043,5226,1385,1043,5230,1175,1107,4600,-3508,-6175,-11007,-2945,-6360,-6945,-2945,-5360,-5695,-2930,-15420,-5257,-4035,-6865,-5695,-2930,-15420,-5257,753,3542,2231,3780,1426,2852,2027,397,-6610,-8634,-2125,-8905,-6445,-8575,-6945,-8600,-6230,-5255,-7000,-8640
7/19/2023,1540,468,-4901,-985,-4051,-1433,-1108,1675,-5443,-585,-3307,-4597,3105,7810,-3970,609,5901,-7156,-542,-43,3734,-935,-4530,-3945,-1165,-465,-4036,7940,-2027,-4602,-170,-3615,-8975,-985,-3615,-8975,-985,-3615,-8975,15,2430,-2925,3105,4271,5038,609,1581,-4444,-323,-1214,-7664,823,-1311,-40952,-1420,-2634,-6954,823,-1442,-38478,-4603,-7463,-4603,-7463,-4603,-7463,-4603,-3851,1295,1830,-1020,-5934,5848,-5539,-4213,-6489,7115,-5274,-6975,-6783
7/20/2023,16,-891,-1465,338,1795,-2961,-195,-2569,10903,-570,2635,10892,-1354,-6155,-8518,490,690,-4716,599,-1997,-8983,2085,15179,19624,88,-6435,-5420,2730,15574,37536,1075,1835,10761,338,1795,10828,495,1665,11421,920,735,3161,-1354,-7450,-14955,490,1220,360,1135,411,5248,9891,22523,58860,870,-3304,107,9876,21603,58060,2420,10744,4803,11455,2314,10700,4723,3922,-6135,-8716,3968,1337,-6595,9485,20119,41633,-5967,-4758,12502,43178
7/21/2023,-333,-422,-2683,270,144,100,-498,-2542,-5033,-550,-855,-2062,877,542,-862,3184,-852,-785,1704,-1805,-3834,1490,5770,2534,-124,-774,69,1200,3914,9270,340,-2390,-3493,270,-3025,-3518,253,-2593,-3638,495,-3065,-4383,1041,1498,-3796,3184,4175,2820,3009,1516,786,6875,13438,33012,2199,170,883,6810,14088,33012,-3684,-6482,-3385,-1591,-3977,-6247,-2700,-4043,-1205,-4411,4332,1216,-764,-3729,4508,17312,1058,3398,5354,11148
7/24/2023,1677,-5710,-6837,-1270,-6100,-6832,-260,-3295,-6745,270,-6646,-6745,2097,4036,9270,1952,-1738,3273,2634,1582,17867,3135,-5568,-2309,297,478,2882,5775,1098,-9000,-1560,-8671,-12579,-1270,-8671,-12579,-260,-7886,-14359,-175,-5325,-14359,2097,3618,11525,1952,6835,4803,2694,4418,7599,6321,6193,-27335,2280,676,9324,6321,6193,-27335,-4715,-6103,-4715,-6103,-4715,-6103,-4715,-5803,6531,8017,-570,-2035,7916,310,-6910,-8855,-1705,-373,-6960,-8380
7/25/2023,2871,549,-2271,1114,-1210,-2650,1344,35,-1858,1165,-918,-604,2533,895,2343,3125,4843,2131,2571,1481,10186,1386,5586,-2177,1909,1402,3268,2307,1713,-6588,1130,-1210,-275,1114,-1210,-200,1344,-1090,-200,2060,-1263,303,2533,4155,8055,3125,2389,2991,2736,1692,7623,5450,10384,26423,2051,1692,7623,5450,10384,26423,-2189,-1629,-3445,-3098,-2361,-299,-3445,-1553,2340,6057,1518,2804,2480,7476,-3448,-8761,1577,5092,270,-8761
7/26/2023,1085,5536,20950,2795,10183,22642,2825,8335,23837,2450,8508,23962,1910,5609,5689,3960,8075,11139,6987,5462,22990,2365,10142,4884,2203,2216,6954,5080,12337,11353,3430,7848,24723,2795,10183,25398,2825,9427,25398,1350,4048,22678,2690,13545,14330,3960,11458,11139,6632,5504,10302,9544,11786,-32541,5802,5039,10302,9544,11353,-32541,11338,20017,16027,20719,11338,20017,14382,15533,10361,14473,11137,16415,5822,13363,11926,13025,1386,4439,10939,15212
7/27/2023,2650,715,-8297,3490,2055,-7030,2498,85,7284,1600,2295,2908,-106,-3270,-7484,755,5345,-8047,2502,-1116,-8778,-460,14890,-3795,-970,-112,661,5010,15922,23719,3420,3715,3795,3490,2055,3775,3370,1955,4645,3105,2355,-1900,819,-2138,-17017,755,4970,-9939,2683,1242,-1869,8835,13780,31985,1810,-528,-6024,8470,12195,29460,2124,1242,2950,8314,1969,3142,1970,-180,-6509,-8304,-1667,-8483,-5927,-8385,18104,27589,1907,661,12834,24971
7/28/2023,2290,8167,4015,2262,5037,5515,3654,9229,1689,3321,6359,-1171,2600,12121,3264,1574,11591,9601,6988,1004,3809,470,-5261,-1511,2517,1066,2268,1495,-6433,-7249,950,5205,-1304,2262,5037,-1304,2257,4035,-1304,2000,7324,-3541,2982,10250,11475,1574,2995,11650,4949,3845,-8,4025,-8541,-19167,4365,3145,-8,4025,-8541,-19167,5112,-262,3265,-1679,5161,-262,2722,447,10333,3509,-232,8758,7004,9755,-4225,-6264,2229,3809,-6512,-6244
7/31/2023,1055,-3240,-3995,2725,415,-3970,2040,-710,-1648,3100,3457,-2145,3255,6742,-3312,8605,7566,14599,8228,2010,7788,8640,11108,-2634,1420,2355,-3825,5966,31564,-1756,1690,-1035,-7745,2725,915,-6615,2040,840,-10020,300,-5500,-9745,3255,2515,430,8605,11173,15285,8228,9447,12386,11594,32927,55597,6183,9129,12386,11484,32887,55597,-1468,-5738,-1468,-5738,-1468,-5738,-1468,-6745,-2713,-3410,10845,-3053,2947,-6105,4992,-5683,-2935,-3395,16132,-5683
8/1/2023,4190,7705,2686,4280,2270,4283,2660,7156,-898,3980,4175,-898,5695,17353,6954,5920,13908,10204,7429,11130,22753,4300,3999,-2166,2605,2624,4867,3065,8744,-2297,4325,5645,-409,4280,4370,-409,2660,4370,-409,3510,8170,1951,6480,12372,18400,5920,7308,10984,7429,15612,18297,7116,7144,-16899,7915,16210,16630,7116,7144,-16899,1652,-7194,-575,-7194,1652,-7194,-575,-4758,-750,-2310,-140,1883,8654,1808,-3878,-7869,-155,5564,-3111,-5139
8/2/2023,3199,5300,19088,2515,7132,11671,2693,5747,4173,3795,10221,8339,971,-485,-8930,4785,8329,10891,4464,-1490,7078,5977,17966,-2824,310,3407,-8930,4847,11817,-1836,3765,8092,2613,2515,7132,2908,2863,7280,2880,4280,8741,15868,2054,1115,-2580,4785,10650,11187,4712,10211,12830,7936,19082,38824,4650,9850,11780,7936,21072,38824,1499,-2142,1309,-3331,1685,-2142,1309,1829,-1130,-8605,11635,12588,11750,10010,2343,-7922,-53,-8605,14954,-926
8/3/2023,1340,2328,7168,4094,3771,6150,5064,2007,-732,1605,77,1187,4276,6140,7059,4286,3586,572,3700,5849,18248,5000,2609,-3014,2600,4664,1949,10880,5904,-8780,3270,1026,-2254,4094,3771,-2097,5240,4743,-953,2020,-382,4945,4920,6963,13577,4286,1560,-1950,3627,6520,-3657,12599,6418,-28227,3595,6520,-2250,13199,6418,-28227,-1101,1761,1,2088,928,1988,1248,5671,4953,8800,3235,1837,10253,3656,-2989,-7845,601,4416,-860,-7274
8/4/2023,1740,1722,5686,2075,5533,-366,1946,-278,8078,2575,3055,8944,5694,-2784,10542,2540,2204,552,2260,3280,-8813,-125,7301,19445,2839,1598,7445,2090,2354,32213,3837,5613,8808,2075,5533,4728,2390,4632,5741,2045,2503,8597,5694,6028,11520,2540,1759,552,2650,4345,-253,7454,20498,-6317,3240,1347,-2848,7179,20498,-4797,6748,10976,7734,10623,5302,11789,7154,5140,3288,5856,796,-1298,-6368,523,13600,29893,210,3644,11848,24233
8/7/2023,-155,-1081,-3503,-44,-2249,-4054,-2391,-3328,-1286,-910,-2170,3190,-5804,-6970,-7648,-3370,-6835,-8878,-5974,-1965,-8795,-965,3022,1467,-1345,-1226,-242,-1315,-980,-1585,-145,-61,4040,-44,-2249,721,-2391,-2249,721,-1485,-3931,-1101,-5178,-6479,-19701,-3370,-5545,-12763,-5905,-10914,-20733,-1471,11573,17518,-6025,-8759,-20733,-1486,8184,15988,-1825,-555,-3390,-555,-3390,-555,-1825,-604,-6544,-8875,-3305,-8775,-6942,-8928,-4135,-7377,-5231,-2448,-3795,-4620
8/8/2023,930,3619,275,2030,3500,2171,520,2112,3412,2045,2896,4810,-3686,-6654,-7720,-4895,-6715,-7187,-5987,-1999,-8869,-910,-6835,-2070,-240,-8,1920,1100,-6835,-5657,2045,5262,7623,2030,3500,6385,520,3236,5674,1575,3038,6865,-3686,-9091,-16769,-4895,-11951,-22945,-7390,-14685,-31085,-7505,-15816,-53056,-7075,-13580,-31085,-7505,-15816,-53056,2856,6446,2786,6506,3728,6446,2486,445,-6226,-8015,-5565,-8025,-6544,-5999,-669,1571,245,2010,-4112,1571
8/9/2023,3496,7829,6763,4915,11360,8213,4826,5377,9998,3261,11216,10491,1158,1163,-403,3740,4253,19200,5414,9062,-3758,3505,11143,3348,406,3225,11077,4194,11143,10502,4996,11791,13306,4915,11360,13296,4925,10014,13324,4101,11081,9341,2061,5680,16614,3740,8005,20460,6525,11680,23480,9635,11054,21848,6350,8945,21275,9311,11054,21848,8117,14573,6666,13802,7319,14573,14405,5304,7813,-507,6791,15594,8104,13542,338,984,2707,4238,-598,7842
8/10/2023,2245,1811,-3847,4138,2863,-3741,3720,-125,-7284,2445,3628,-6261,125,5002,-1831,-590,-135,-8739,-650,-1443,-8430,-830,-6880,-3979,-1774,-1893,-8705,7405,15326,-8949,2915,2818,-5403,4138,2863,-3760,3980,1212,-5360,2020,2078,-1806,125,1536,-5390,-590,355,-6004,-1260,-1076,-2429,8080,28150,16179,-2010,-2540,-3960,7980,26763,18004,241,-2085,993,-101,-258,-3879,-1306,-3962,-2004,-1668,620,-8094,2451,-8623,-6740,-8929,-6515,-8200,-6790,-8904
