,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
2/25/2025,4502,2686,1326,6049,4646,897,2013,4601,1198,4077,3908,15920,6237,14502,28439,3145,10237,8189,8519,11474,13059,6395,9282,6154,3158,6115,4975,6395,9262,8264,4502,2686,11804,6049,4646,9129,2013,4601,1753,4077,3053,15735,6237,14502,29212,3145,10495,14728,8519,11966,23608,6395,7921,-5302,7214,10446,19563,6395,7901,-5747,5950,5958,4280,2082,4069,3529,6295,4907,17167,26650,12564,16008,9508,18286,5147,-3707,4790,1442,5127,-4017
2/26/2025,1413,1105,1392,725,2519,1232,-755,1057,3316,1415,1105,1392,3064,5091,10965,1694,-543,-5097,555,-3134,-8953,1035,-6897,-8915,2691,2794,2643,1035,-6897,-8915,1413,1105,3208,725,2519,3048,-755,1057,2938,1445,865,3904,3064,5511,15058,1694,-543,-3654,555,-3134,-6180,1035,-13690,-44205,1874,1499,-1805,1035,-13830,-39180,8800,11463,7005,11463,6291,13716,7191,13552,7768,11552,2140,-1807,-1040,-7196,-1945,-552,3545,2814,-1945,1623
2/27/2025,2540,5102,9270,2540,5029,9497,2765,5197,10929,3345,5820,9265,3759,875,34270,4272,2684,3237,5995,3549,6090,11157,25201,40266,5461,1817,456,11037,25026,34296,2540,5102,9270,2540,5029,9735,2765,5197,11354,3345,5163,7650,3759,875,34270,4272,2684,3237,5995,3549,6090,11157,25201,46054,6196,5289,5239,11037,25026,39024,6227,12114,5752,11700,6272,12345,7192,13745,-253,2467,5170,9166,9722,14408,25181,42816,1136,10696,25181,41216
2/28/2025,2250,6285,7798,1545,7405,8807,1555,6010,7914,1925,6285,7973,3461,6885,10258,3031,8224,9072,3920,10418,12826,2880,4634,9313,3013,3225,5717,2880,3804,8579,2250,6285,8772,1545,7405,8807,1555,6010,7914,1960,6065,4501,3461,6885,11304,3031,5435,5683,3920,8965,12048,1164,-1005,-2679,3608,7835,9426,1164,-1005,-3194,5631,9677,5521,9577,5531,9602,4156,9222,7063,12228,3785,11754,9486,13591,6044,11763,2558,6894,5214,11563
3/3/2025,935,3063,1135,1875,3981,485,1045,2091,490,655,4515,1135,4807,7394,15845,7377,12571,23948,7885,12909,19404,14015,25420,32332,7699,9776,5899,13950,24230,21853,935,3530,-1880,1875,3315,-2530,1045,1425,-2525,1965,2441,-2500,4807,7394,15845,7377,12571,23948,7885,12909,18992,14015,25420,41084,7625,11669,14509,13950,24230,31149,4695,1790,4220,950,2860,1390,3290,2730,8606,12176,15370,21618,14161,20633,26520,47127,9441,11927,26520,44827
3/4/2025,2075,2895,3401,1400,1779,3225,1490,2144,6436,2220,4055,6335,5723,7714,6040,4738,6005,12863,8308,10813,26705,10094,3717,17846,2124,-963,1218,10054,3477,19056,2075,2895,3401,1400,1779,3225,1490,2144,3225,2220,3995,4887,5723,8850,12695,4738,6005,11008,8308,10813,27169,10094,14069,33149,6869,14328,24497,10054,13829,33174,3115,3996,1320,3315,1685,6603,4035,6391,6800,6852,6445,10396,13105,22290,7239,14968,1368,693,7109,17238
3/5/2025,1675,4752,7992,2295,4940,9367,1840,5150,9782,625,3317,10342,2366,5056,13474,1590,3612,16102,4073,2993,7857,2695,5152,-5814,1713,1186,2786,2690,4505,-2409,1675,4752,3584,2295,4940,4959,1840,5150,5374,195,1646,4565,2366,5761,16546,1590,3612,11077,4073,2993,7857,2695,6947,26130,2808,3893,9318,2690,6742,25591,5090,-648,4515,-273,4350,-323,3695,-648,5638,6989,4525,3625,5736,940,4030,-8903,1300,1258,4030,-8903
3/6/2025,1935,-875,1527,2058,-842,1517,1754,-2459,191,240,1350,4211,4325,8859,-604,2667,7319,1305,205,2425,1975,7653,3857,-5253,470,1499,185,6815,3692,-5253,1935,-875,-910,2058,-842,-920,1754,-2459,-830,1296,2113,3463,4325,8859,7913,2667,7319,-171,205,2425,1408,7653,9574,10031,-135,4314,1913,6815,9174,6235,4860,6434,4805,6700,3901,8179,2921,5562,9144,12525,5392,3108,6411,11963,1331,-2011,3196,881,1331,-2011
3/7/2025,1888,5902,14034,2449,5884,12820,2790,5479,14239,1255,5122,14039,4707,5609,11393,4334,5227,15509,8439,9447,17993,2572,3572,8305,5355,2284,7673,2552,3572,1321,1888,5902,9228,2449,5884,9420,2790,5479,8993,1355,3572,3725,4707,5609,13609,4334,5227,15509,8439,9447,17993,2572,6428,14333,6765,7767,12109,2552,7169,12118,8348,12027,8455,12314,8472,11357,5453,12027,7026,12543,7880,14020,11325,19473,-1863,1131,3612,9010,-1863,1111
3/10/2025,4460,7496,19781,5437,10751,22408,5362,10268,22035,3881,5139,15249,680,-5700,-8485,2870,7568,15346,10243,17195,19005,14534,30357,66612,4060,-4628,-8485,14534,30312,64788,4460,7496,19781,5437,10751,22408,5362,10268,22035,3881,5294,14372,1100,-290,4591,2870,7568,18833,10243,17195,31676,14534,30955,75292,7795,10850,25712,14534,30573,73542,10599,17389,8862,17535,8665,17362,7065,14615,-6590,-8370,9440,20938,20905,16941,30823,60123,-2265,-8370,30823,60123
3/11/2025,4420,11045,18221,4170,10176,18336,5130,10636,21031,3465,11520,18221,5243,9600,22167,4462,9412,24391,7601,18586,31532,3132,8392,17099,4495,9719,14584,3132,7996,15340,4420,11675,17670,4170,9920,16558,5130,10315,20399,3255,10044,16671,5243,9600,21340,4462,9412,21404,7601,18586,29709,3132,8076,32012,7754,18620,25734,3132,7996,17832,8645,15571,7900,15211,9805,19546,9520,17811,12499,24234,10312,25500,17319,31930,3905,3142,6090,3096,3905,2832
3/12/2025,-20,824,1999,-184,35,3936,-31,-545,3600,-220,824,1999,4473,8244,15317,2198,5826,6789,948,1011,4950,-4065,-4936,-1179,1143,3353,4120,-4260,-4936,-1284,-20,824,-202,-184,35,-588,-31,-545,860,345,2449,1039,4473,8244,17987,2198,5826,2102,948,1011,2988,-4065,-9933,-33425,338,4234,3706,-4260,-9933,-33730,5745,5147,4693,5147,3918,6732,5745,5147,10955,16527,7085,6979,3163,9982,-6834,-5860,3083,7152,-6834,-5710
3/13/2025,4270,6511,6879,4005,6422,3474,3938,3737,5817,2345,5149,11316,3377,4017,-640,6154,10733,13225,9573,15070,21005,15250,23595,17660,4114,5566,-1089,15105,17260,17376,4270,6511,16951,4005,6422,13546,3938,3844,12481,2420,5278,9531,3377,6915,11434,6154,10733,13225,9573,15070,21113,15250,27972,33405,7916,15083,17858,15105,27212,32345,5444,13618,4009,13618,2143,13618,3961,7664,6352,-1795,10980,17434,18886,28387,15905,21563,905,-7880,15710,23468
3/14/2025,485,-1306,-5420,-220,-1325,-6671,-225,-1357,-7535,-5,-2552,-5420,3518,6202,5596,3945,8534,12070,6515,7685,10910,6295,16991,30915,1615,-6,3032,6055,16991,30915,485,-1122,-6495,-220,-1142,-6644,-225,-1357,-7176,260,-3636,-6656,3518,6202,-1290,3945,8534,8905,6515,7685,8997,6295,19395,56096,4610,6329,3295,6055,19395,56096,1296,-3044,1146,-1821,915,-1821,1296,-3044,2488,6323,5992,12345,3607,9889,17512,27565,-1020,1402,17512,27565
3/17/2025,-85,780,4328,-880,795,4328,-860,1598,1792,-585,1800,4328,2386,5746,14088,483,2182,6552,2402,-706,9462,-2225,-110,5427,3125,5763,5273,-2245,-4575,5427,-85,780,10722,-880,795,10722,-860,1598,7492,-1375,700,8920,2386,5746,16055,483,2182,9019,2402,-395,7621,-2225,-10805,-15565,1576,-1990,4711,-2245,-11140,-15565,933,9740,948,9740,933,8152,933,9740,6236,18634,1261,7124,1605,11014,1299,8300,-9,6068,1299,8300
3/18/2025,8508,12346,14438,6688,6996,7825,4773,5819,6627,5415,11931,14438,5279,18726,51662,7874,25135,16480,12078,23596,49332,6552,18376,11924,5099,7236,11016,6551,18376,6815,8508,12346,14386,6688,6996,7762,4773,5819,6803,4980,10541,20993,5279,18726,52764,7874,25135,19116,12078,23596,51488,6552,23803,16310,7722,16101,51472,6551,23758,18742,275,983,80,1610,-2852,3897,275,983,19191,38875,19100,10208,10632,28208,-4539,-3745,4199,1280,-4539,-3958
3/19/2025,390,-155,1986,350,-2455,1881,-1200,-2162,1751,390,-155,1986,4573,10269,8401,3449,9198,16092,6408,13401,15181,4594,9091,12564,4142,2603,1755,4594,8166,11924,390,-1441,-1965,350,-3914,-2070,-1200,-4004,-2200,-845,-2421,-1832,4573,10269,18135,3449,9198,17948,6408,14101,19908,5963,13345,47490,5421,12169,25997,5963,12420,45840,-618,373,-1565,268,-1464,138,-618,373,7992,9184,9320,10958,11283,18347,13141,16917,3370,5606,11806,15069
3/20/2025,2288,4080,12465,2753,4657,7427,3278,4882,10885,2885,4270,12465,2165,8314,5716,320,3400,9579,2045,4845,-7333,-4642,-4294,-7333,1460,3081,6579,-4642,-4294,-7333,2288,4080,12465,2753,4657,7377,3278,4882,10885,1985,4910,12696,2165,8939,17598,320,3540,13784,2045,3350,9609,1600,-5650,-18955,1595,3010,12041,1430,-5650,-19545,1538,3850,2877,2464,2709,2464,1763,4510,12727,13459,6534,17607,7441,10887,-4868,-6658,5001,5940,-4868,-6658
3/21/2025,-225,-2242,-4758,-270,-2222,-4888,-240,-1443,-4233,1016,-2242,-4758,4887,5872,4479,3696,3422,-3460,1705,809,-548,4638,-5027,-8973,-1095,-1538,629,3403,-5027,-8973,-225,-2242,-6770,-270,-2222,-6900,-240,-1443,-6245,811,7917,-3124,4887,5908,11521,3696,3230,10564,1705,1035,11336,4638,8146,23515,1005,-807,8301,3403,8146,23515,-1075,-703,-1095,-995,-1050,-1236,-1075,-703,3115,7096,-1675,1578,-2090,1244,-6785,-8885,-2787,-3382,-6785,-8885
3/24/2025,162,404,-386,-552,792,-386,-686,131,-551,937,404,-386,3997,2809,233,3442,6512,4315,3356,3491,8197,1730,7670,3604,425,17,3868,1395,7670,3604,162,404,936,-552,792,936,-686,131,-93,1159,2106,-1489,3997,2809,-168,3442,8019,9126,3356,6177,13130,1730,17677,46137,3376,4899,11312,1595,17677,46137,1665,538,1665,538,1531,-245,-1460,538,-2095,-465,497,5334,1003,3857,9438,10995,-215,674,9198,10995
3/25/2025,2725,4014,5298,3925,4627,2277,3955,3707,2277,350,5095,5298,2607,5564,11559,2108,4818,1869,3420,8425,8844,2780,3515,-474,2364,162,2738,2780,3515,-474,2725,4014,6212,3925,4627,2867,3955,3707,2867,560,5070,7640,2607,5673,17273,2108,5635,8389,3420,9692,17266,2085,6130,333,1446,7652,17707,2085,6130,333,529,-3194,339,-3194,1189,-3194,529,-3194,468,3863,245,1408,834,1301,6049,2081,928,2024,6049,2081
3/26/2025,1360,3412,5149,1460,1838,5328,1650,2333,486,140,622,5349,-4530,-6480,-8990,2025,2394,2489,4808,-152,-2581,10052,13132,9020,570,-4955,-8990,8283,12792,11295,1360,3412,5747,1460,1838,5478,1650,2333,1434,140,-198,948,-3190,-7495,-15972,2025,2394,2568,4808,-152,-1470,10947,20159,29314,4730,-1440,-3175,9332,19819,30806,3562,7142,3292,7142,3182,7424,2987,9222,-6300,-8475,4915,4176,3452,-170,14593,7623,2910,-8475,14593,7623
3/27/2025,1910,6165,7200,1875,6178,7498,1890,5902,7924,3055,6165,7200,4511,7625,17632,4409,8560,17678,3549,12549,22959,1375,-3095,2901,2044,3075,1133,1375,-3095,2901,1910,6165,4029,1875,6178,4530,1890,5902,4382,2805,7396,5984,4511,8544,16554,4409,8560,16228,3549,12724,19657,4635,8410,22876,2780,13172,24759,4630,8410,22321,7823,10492,7960,10354,7893,9955,7823,10492,9963,18837,10796,14050,14029,19329,-1771,-1146,3871,1415,-1771,-1146
3/28/2025,2944,7605,10226,2713,4785,9778,1892,5394,12071,2485,5730,7328,-1585,-6595,-8935,1535,10060,11545,4746,11528,7621,9674,41803,47323,3000,-1148,-8905,9854,41673,42117,2944,7605,10613,2713,4785,9778,1892,5394,12071,2485,2800,4548,-440,-1205,-8327,1535,10060,13035,4746,11528,10341,9674,41087,84458,7605,12357,12631,9854,40957,85536,4554,5691,4811,5791,4806,6747,5686,8861,-6225,-8280,7310,17999,12460,13661,20533,32735,-613,-8170,20258,34605
3/31/2025,-75,-115,-3184,-585,-115,-3184,-550,-200,-3184,-540,-115,-3184,-4306,-5651,-7635,-4295,-6400,-7637,-2983,-4291,-8380,2370,10787,-8343,-5595,-3565,-8925,2300,10594,-8343,-75,-115,730,-585,-115,730,-550,-200,1345,-1135,-1605,-4260,-4195,-9705,-6123,-4295,-8215,-15670,-3955,-7700,-19560,2370,11446,12242,-4615,-8565,-18395,2300,11203,10465,1200,1667,1200,1667,1075,2377,1200,1667,-6906,-8615,-4195,-8625,-3171,-8600,10283,-8960,-6750,-7625,9540,-8960
4/1/2025,3415,6254,13407,4261,5344,13695,4422,5917,13358,2659,6914,13407,2010,8515,15475,3350,4093,7422,3655,7733,11156,2493,6889,-2686,1418,9973,6955,2483,6889,-2686,3415,6254,11390,4261,5344,19017,4422,5917,15865,2659,5230,17082,2010,7720,14918,3350,4093,7993,3655,8225,8918,2493,3679,-1131,3350,8300,6510,2483,3679,-1131,8007,13609,7012,13928,6982,13902,6791,15281,6941,11140,6155,8078,10105,12307,4974,1654,2928,20318,4974,1654
4/2/2025,2147,6136,13398,3694,8591,12427,2971,6147,9131,1517,4808,17223,3320,3430,-4245,12554,6850,8651,6156,15157,19495,3845,11521,11834,3174,6133,-8960,3720,11521,10719,2147,6136,13398,3694,8591,12427,2971,6147,9131,1517,4543,14833,3320,8810,12287,12554,6850,9130,6156,15157,17965,3845,11658,22324,4292,13032,12235,3720,11658,22324,5920,14077,8233,11179,5448,11330,6105,15652,2715,-448,5731,9195,12865,19473,9507,9824,5131,-2616,9507,8709
4/3/2025,1605,5481,6223,2223,1511,689,1468,1178,714,1285,4556,4953,3018,5881,5157,3912,6602,12436,5582,9373,13760,6245,9606,17329,4953,6324,3901,6190,9201,13679,1605,5481,3936,2223,2125,3154,1468,2045,3179,855,555,3430,3018,5881,5157,3912,6602,12436,5582,9373,13393,6245,17929,33057,4711,7070,8999,6190,17124,30973,1111,5063,1111,3956,1254,12861,1246,5063,2352,2851,7296,19726,11638,14981,19320,35979,2138,7048,19060,35179
4/4/2025,3202,8452,13780,4426,9242,13501,3614,6368,24347,2962,8298,12995,5305,10758,20905,6330,16347,22824,13461,23105,32861,11955,27188,48688,8551,2923,4447,11670,25688,44896,3202,8452,13780,4426,9242,13501,3614,6368,24347,2962,8328,12560,5305,10758,16413,6330,16347,22824,13461,23105,32861,11955,27188,49672,9708,20541,27052,11670,25688,45485,8729,23180,8784,23176,21016,21426,8222,22430,12283,21511,16559,27060,27458,40378,42335,67336,12345,19341,42335,66561
4/7/2025,845,2250,9014,770,385,6367,1618,2126,-3065,1185,4135,8569,2340,8790,15032,4172,10555,20028,3106,11568,13477,6500,7376,17226,2851,7537,733,6300,6846,16281,845,2250,9014,770,385,2964,1618,-810,-950,-155,1505,-626,2340,8790,15032,4172,10555,20028,3106,11568,13477,6500,7376,17226,2851,6486,9962,6300,6846,16281,2915,-695,2188,1327,270,78,2835,-695,8580,16720,7960,22711,10958,19021,11361,16587,5450,1670,11361,16537
4/8/2025,4905,8210,14194,4060,6595,16009,4170,8345,18435,5605,8440,14194,850,160,-7847,2435,1420,-681,2660,4379,-8871,10885,-6225,-7518,-2040,-5255,2434,10440,-6385,-7518,4905,8210,12587,4060,6595,14402,4170,8345,16192,5605,7270,11727,850,160,-5307,2435,1420,-2775,2660,2800,-1300,10885,12640,16682,1365,160,-4725,10440,12275,11687,8865,14110,9375,15839,8630,16434,9955,15350,-291,-1497,2470,5159,6405,9703,16610,-8253,1374,9289,16610,-8253
4/9/2025,3000,7010,6246,2650,6445,6175,2940,6730,7888,2625,4945,6246,1266,3697,3691,3541,8607,11268,8530,15846,23001,13839,29483,54961,4634,5985,7339,13759,29353,54566,3000,7010,9263,2650,6445,10061,2940,6730,11214,2790,4665,7636,1266,3697,2106,3541,8607,11268,8530,15846,23001,13839,29483,57477,8184,13461,17514,13759,29353,57082,5935,8251,5475,6986,5675,8416,5935,8526,5010,2927,9660,14438,17641,25306,31028,54548,6115,6246,31028,54548
4/10/2025,3415,5045,9362,4692,5940,10891,3235,5583,17859,3250,3865,9929,4182,6742,12502,3313,7916,18225,7605,13630,26907,7666,14965,35894,6125,10185,6949,7666,14330,32184,3415,5045,9362,4692,5940,10353,3235,5583,17859,3010,4157,8432,4182,6742,13240,3313,7916,18225,7605,13630,26907,7666,14965,37719,7245,12442,24945,7666,14330,34009,5145,4705,5990,3853,4332,24213,7808,10663,8255,10467,9857,19778,18700,24995,20085,34527,9104,7640,19915,34527
4/11/2025,633,-3932,3116,-147,-701,207,-142,-1865,935,1018,-4212,3116,1873,5601,12155,1410,10117,16999,1490,2980,11934,7600,16705,30787,850,1051,-1193,7440,16572,28078,633,-3932,12242,-147,-701,9333,-142,-1699,9563,643,-2197,4873,1873,5601,4668,1410,10117,16999,1490,2980,11934,7600,17190,32436,1850,3440,5648,7440,17457,35765,1164,3965,1621,-139,633,436,894,3965,5297,4489,8328,4694,5617,3911,13319,12522,4945,3181,14394,16847
4/14/2025,3200,8002,11278,3285,7464,6499,2585,6806,5023,3409,8737,13185,1308,1325,-6254,1665,-363,3493,4193,811,2133,4625,1834,-3450,690,840,3042,4615,1584,-5895,3200,8002,8394,3285,7464,4050,2585,6806,2871,3409,8602,9659,1308,2022,4418,1665,-377,1819,4193,1254,1917,4625,-1019,-23252,2660,-541,-2022,4615,-1269,-19502,4985,8574,6579,6572,4746,4400,4130,10969,3809,7624,3684,9231,2102,8416,-1315,-4448,1420,4586,-788,-6675
4/15/2025,1985,210,-3530,3055,155,-3613,510,-1600,-4103,1825,210,-3530,1840,736,8771,2898,-1148,2824,84,-1460,3745,-5600,-5259,-3905,-804,-2280,-1516,-5600,-5259,-5389,1985,210,-4539,3055,155,-4664,510,-1600,-4650,1575,3155,-2040,1840,1725,11309,2898,-5590,-7625,84,-5431,152,-3145,-15275,-51600,41,-2279,2573,-3145,-15275,-50525,2747,-1965,1361,-1965,-120,-1965,2792,-1965,4209,8612,-570,519,2260,1686,-3154,-6044,-877,-2113,-1314,-6044
4/16/2025,1577,2179,5938,1738,2489,5801,1588,2319,5801,1310,2439,5938,-140,-663,-2573,3645,6974,15468,4690,5006,16387,12290,19755,19919,4970,3193,5863,12020,18029,19175,1577,2179,4673,1738,2489,4323,1588,2319,4323,-30,-112,861,-140,170,4383,3645,6974,15394,4690,5006,18513,12290,25230,40497,3980,2475,11806,12020,24275,37487,3341,8307,3341,8307,3701,8307,2566,6817,-3310,1474,9236,17338,13523,22931,20111,30504,6896,4523,20046,29484
4/17/2025,2118,3050,13432,1888,2755,13216,2398,4774,13475,2163,3050,13432,5640,13736,21564,4533,8658,12224,8440,17483,21587,5110,6255,7506,7526,1654,7106,5080,5401,9611,2118,3050,11300,1888,2755,11145,2398,4774,12256,2163,1867,9953,5640,13736,27186,4533,9332,16272,8440,17982,20122,5110,-864,1785,6797,16878,21287,5080,401,680,3810,14705,3810,14705,5075,14705,3810,14380,11100,14221,6886,7586,9512,12061,5295,17368,2490,10001,5295,17368
4/21/2025,4550,7869,15726,4282,9737,17804,3953,9078,16674,2355,5369,15236,-121,275,-1895,3130,3305,8127,5100,6432,18682,11027,18703,-2134,4150,1168,-1895,11027,18583,-1009,4550,7869,15726,4282,9737,17804,3953,9078,16674,2355,6772,9328,532,1410,3458,3130,3305,4442,5100,6432,10294,11027,11104,19023,4770,4510,5020,11027,11771,16711,6017,15727,6207,18331,8462,18968,7022,15358,718,-927,1733,3163,6532,10136,14584,19410,4956,-927,14584,19410
4/22/2025,3350,8273,11341,3355,7365,8598,2761,5439,8890,3069,5954,10439,5602,24787,9486,4119,17691,6061,17540,24513,15646,3299,-459,5921,17212,21344,11083,3169,51,4716,3350,8273,9002,3355,7365,9186,2761,5439,9128,2784,3431,6031,5602,14230,16027,4119,17691,6061,17540,24513,13376,3299,-459,-6005,17685,21995,10851,3169,51,-7565,4506,11608,3797,11302,4651,11142,5748,12338,5145,14779,15155,7076,19105,15194,-338,5061,14050,15620,-338,7485
4/23/2025,1794,3895,8885,3898,4850,8800,2735,2935,7098,1799,4710,7389,6112,8348,5474,5073,5121,5417,5435,5244,8063,6188,4702,-8995,3414,231,3572,6078,3840,-8995,1794,3895,3843,3898,4850,3764,2735,2935,1573,1799,5542,8541,6112,8348,6534,5073,5121,11507,5435,5740,14257,6188,13075,27200,5439,6273,15831,6078,12127,23530,5305,8762,5188,8627,5023,8372,6615,12102,5825,4867,9700,14492,10339,4117,4727,-8826,1531,642,4727,-8826
4/24/2025,6476,4576,9166,6416,4443,9166,6551,4717,9166,1692,2987,9166,2149,-2190,-6238,2810,7779,10038,5584,6656,9675,9395,20066,32019,1311,-3579,1332,8865,20066,31464,6476,4576,9166,6416,4443,9166,6551,4717,9166,1692,2662,4141,2149,3282,-7409,2810,7779,9059,5584,5013,4582,9395,21238,54624,3762,6232,6623,8865,21238,54069,4779,13605,4738,13605,4490,13605,3410,13605,-5345,-4566,5586,5877,12169,8939,21712,39592,1315,3,21667,39402
4/25/2025,395,-1945,-5519,405,-3520,-5519,-430,-3475,-5519,-445,-1945,-5519,785,1523,1156,2150,4325,9546,2880,7441,7855,7515,14719,26552,110,3564,-5223,7510,14719,26552,395,5,-4435,405,-1570,-4435,-430,-1525,-4435,-360,-1110,-4379,785,-280,2632,2150,4325,9750,2880,7441,8811,7515,18760,37093,1320,6994,7976,7510,18760,37093,11,-3806,381,-3806,426,-3806,11,-3806,2135,-4467,7001,10024,7583,13785,17131,32137,-1125,-6180,17131,32137
4/28/2025,270,-975,579,-640,-1055,739,-430,-900,944,120,-975,579,-892,-3320,-1967,-1285,-4418,3920,-3075,-4519,195,803,-4665,6392,-452,1729,2110,803,-3609,6392,270,-975,2343,-640,-1055,2373,-430,-900,1888,150,860,3162,-630,-1096,64,-1285,-5140,-6305,-3075,-8335,-10065,803,-4713,-7187,-3165,-9050,-14905,803,-6353,-10217,690,1431,635,3225,318,3030,690,1431,-465,-2275,-1327,2521,-983,4027,-702,17335,-215,6243,-702,15580
4/29/2025,1215,-838,-4134,1210,-919,-4146,229,-1198,-3091,905,-1463,-4134,3795,6855,5911,2495,-690,-3455,5201,1512,-1508,1673,-1405,-4100,3981,335,-628,1673,-1405,-4252,1215,-838,-1809,1210,-919,247,229,-1198,-2104,-315,-1328,-3488,3795,6914,3811,2495,-690,-6284,5201,-1452,-1689,1323,-1735,-11935,5133,-3948,-3549,1323,-1735,-11738,-705,-2098,-537,-296,954,-2025,330,-2956,6030,4763,935,-3161,406,-4103,-1043,-4237,-895,-1590,-1113,-4742
4/30/2025,-850,1975,586,-630,1942,1015,-590,1579,216,-930,1485,586,4256,7181,18171,4853,8509,-55,2254,1759,-8470,525,-6170,-8260,-1500,-1702,121,4285,-6170,-8260,-850,1975,4709,-630,1942,4707,-590,1862,4628,-730,1510,1806,4256,7263,18015,4853,8509,5148,2254,4793,21958,525,9990,24011,920,3774,21850,4285,9990,22431,2794,3829,2946,3799,2679,3459,2794,3829,3645,519,5080,1388,2969,2439,16921,-8905,-3416,867,16921,-8905
5/1/2025,2120,1671,6605,1985,1560,6605,2290,2368,7320,-65,1671,6605,5485,6704,10650,4710,4974,5564,6796,15973,6487,-930,3243,945,4975,3243,3833,-930,3243,945,2120,1671,3626,1985,1560,3626,2290,2368,4386,-840,960,-84,5485,6891,13955,4710,4974,4076,6796,15973,1087,-930,-13770,-25021,4410,15474,337,-930,-13770,-25021,7815,9260,3529,9260,3529,9260,7815,9260,11689,15280,15517,6859,8257,3837,2220,4714,5076,5129,2220,4714
5/2/2025,-585,2106,119,-615,3556,1096,382,2159,1745,190,2106,119,2607,-305,-7491,1508,-975,-4646,1982,-4776,-907,5182,-1418,-5455,-183,-546,2436,3981,-1418,-5455,-585,2106,479,-615,3556,1249,382,2159,1999,190,741,3853,2607,-1071,-11950,1508,-1741,-8392,1982,-6413,4893,5182,1013,5026,-538,-5130,8668,3981,1013,5026,4692,3612,5649,-3102,3979,-3102,5932,3612,-2370,-6889,-3576,-4254,-3120,451,-263,-7846,3398,2152,-263,-7846
5/5/2025,2581,6639,6099,3135,7325,6820,3363,8493,6269,520,6474,4759,4110,2265,1666,5245,7014,7597,7042,11547,4618,8675,-3,-3648,3947,5646,3996,8675,-3,-3648,2581,6639,3111,3135,7325,3111,3363,8493,4121,309,-833,1333,6020,8287,12768,5245,7014,6762,7042,15257,5519,8675,13569,-7014,7042,14557,4139,8675,13569,-7014,8130,9676,7916,8914,9087,10421,8876,9676,-65,-2325,5460,205,10814,1775,10988,-6801,4236,-1406,10988,-6801
5/6/2025,1025,4121,2918,1902,3960,1665,2242,4188,3312,330,4121,3178,6538,16675,21198,6247,19608,25526,9014,20980,23264,4364,7416,6679,4195,1302,3687,4359,7416,6679,1025,4121,2806,1902,3960,1554,2242,4188,3200,340,2131,4370,6538,16854,24204,6247,19608,26142,9014,20836,24608,4861,12332,29954,8897,19310,20816,4856,12332,29954,1624,1877,1444,2682,1747,741,1825,4659,5460,13053,11675,21467,12898,2531,4611,-3633,937,2136,4611,-3633
5/7/2025,3430,8538,16939,3700,9204,16939,3965,9109,16939,3430,8538,16939,4120,11370,32606,5495,14093,38322,8239,16150,42825,7600,10100,22347,5760,3108,12779,7600,10100,22347,3430,7250,31901,3700,7917,32037,3965,8094,31946,2590,6715,28911,4120,11370,32672,5495,12420,35628,8239,16060,38183,7600,16911,52051,8375,13290,34098,7600,16233,52051,7876,20449,8070,20449,8065,20429,7876,20449,16094,30183,18606,30803,19357,37728,17781,20490,4289,14078,17781,20490
5/8/2025,1777,1691,-218,1825,49,-609,2115,-162,-2166,2155,1691,-218,4389,8505,9579,942,1572,-1768,1315,1436,-1660,-860,-2441,-4440,545,1248,5107,-860,-2441,-4440,1777,1691,225,1825,49,-205,2115,-162,-2186,1870,870,-3193,4389,8505,10164,942,-110,2835,1315,1436,-4336,-470,295,-36902,-695,-841,-8742,-470,295,-36902,375,-1395,355,-1395,1105,-1969,375,-1395,7230,7732,-2534,-781,-2472,-4835,-5946,-3501,-600,4546,-5946,-3501
5/9/2025,1050,-935,-5247,1280,-2699,-5247,470,-2699,-5247,328,-935,-5247,3343,7349,9789,1158,4030,7501,2062,667,7091,589,-6370,-8065,2628,511,1580,509,-6370,-8065,1050,-2641,-5255,1280,-4405,-5255,470,-4405,-5255,1678,-488,-4563,3343,7349,18444,1158,4030,8663,2062,667,13665,589,-5424,-18448,1601,507,14170,509,-5424,-16458,-5848,-1666,-6163,-1666,-6163,-1666,-5848,-1666,4249,15008,-631,5804,-1051,3630,-5414,-8620,-1420,-781,-5414,-8620
