,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
5/13/2025,3101,7571,15126,4139,10218,11203,3788,6583,12900,2974,6146,14570,2268,1616,2361,3180,7839,17274,3391,730,26441,4487,7500,2037,1593,3127,-4725,10124,6879,15313,3101,7571,15370,4139,10218,11645,3459,7212,13963,3274,6443,13545,1545,1418,18117,3180,7839,17241,3528,4213,24165,7996,7746,17520,2875,3662,25408,10234,7500,19751,3862,1482,4703,4246,3389,849,5028,4328,74,6094,8087,12938,8148,15237,13691,1320,-873,-1007,13691,15330
5/14/2025,4366,11147,7205,6355,7119,6202,5455,10725,5173,4306,4135,11384,1955,11534,17601,2181,13251,18495,4784,13003,19501,2392,13962,-724,1573,2854,7909,1676,8364,4909,4366,11147,13340,6355,7119,10857,5455,10725,13194,4171,7630,9916,1955,11534,31754,2181,13251,26098,8943,15929,29913,2740,17718,28583,1711,15929,29603,2301,20545,30552,5523,4606,4938,6408,6685,5194,3733,6408,6679,19140,8731,17068,12710,20439,22568,4174,6312,4864,22368,10454
5/15/2025,3016,4597,7154,3035,3741,14200,5682,6134,10492,3755,4224,15600,1770,4705,5898,1680,1300,3667,4160,2933,3758,3505,651,-1850,2675,5110,-1462,-790,2585,-6072,3016,4232,12222,3035,3741,14473,4250,6134,9599,4210,6997,14728,1895,6025,7580,1875,1300,2542,4494,4205,1788,3453,646,-12072,2390,2540,-1863,-25,651,-11358,2733,8542,1672,11437,3883,10059,4096,11877,6172,9165,1530,7403,4634,7031,-3589,-5747,1419,-2414,-3589,-6193
5/16/2025,-175,-978,961,98,-1260,3289,256,-917,104,-840,-1580,2233,3440,-4445,-6975,-255,-3835,-5035,-1999,-1983,-8656,1570,-3321,1005,3669,-1960,231,-2340,1281,-3080,-175,-640,-219,98,-1260,2233,253,-1097,1191,-950,-845,1985,3440,-7495,-23680,525,-4635,-13965,-2575,-4728,-12771,1570,-7073,-7125,3669,-5333,-13285,-3415,-6910,-4901,-392,-1432,-1734,898,-452,-1328,-1734,898,-4424,-8992,-4360,-6895,-6376,-8224,-3446,-4155,-2079,-4575,-3446,-4610
5/19/2025,-65,3213,9052,1601,4614,8189,1889,5074,6122,-510,2979,8291,-18,-389,-2876,-230,995,6994,797,-87,2688,-260,4010,-968,184,-36,-4225,866,-1655,-2040,-65,4109,9052,2050,4614,8189,2199,5708,5306,305,4501,11566,-18,145,-3210,-80,995,6994,1103,3694,5740,1878,3837,26194,925,2198,6700,3775,3480,27741,3329,6128,2456,8407,2714,6211,2136,7405,-2272,-4402,935,7422,3707,4176,-1347,-3899,348,-5435,-1967,-2419
5/20/2025,4435,8517,12547,2190,8450,14503,4396,10427,12719,2615,5174,13624,5390,9593,12246,6055,6370,-2544,9740,7944,4293,6306,6522,4092,8100,3113,1808,6460,7012,-6346,4435,7790,17495,2190,8450,15782,3010,9700,18957,3755,3395,14739,5390,9593,15929,6345,6287,8279,9740,10290,10616,6727,3583,-906,8100,9975,10533,6945,3900,-60,5146,17870,5877,11781,7011,16508,4501,11781,6738,20096,-358,6407,5399,9619,-250,1088,1242,4153,-255,1162
5/21/2025,285,540,-1273,22,-480,-4506,918,-733,-5433,680,-150,-2616,1075,165,-3749,1700,2005,335,581,2345,-147,4737,2411,7571,950,2256,-1465,4960,3717,-3965,285,540,-3053,22,-480,-1546,113,-55,-7681,585,126,-5833,1075,1030,-1079,1700,2005,-5795,1010,1385,-9381,4156,1345,-23178,950,-35,-5750,6192,2506,-23905,793,-565,1800,-932,144,1029,2175,-475,-1600,-4691,1931,2980,1742,-6110,3750,-6563,-13,34,3745,-6210
5/22/2025,1703,6690,8770,4425,6020,10052,3596,6658,8456,2958,4887,9557,1986,5077,11360,2845,4631,14427,8747,1679,5633,2240,7829,1749,2375,3961,2382,3407,3341,6958,1703,4858,8770,4925,6020,9937,4250,4647,8321,2888,4003,10968,2335,5364,10166,2845,4631,11587,13256,6100,2556,4738,6048,-16555,3246,5940,810,5564,6442,-13879,6622,9866,4022,12595,4682,12101,5280,15432,6072,14607,3252,3366,4478,6694,6319,-3989,2000,1682,6249,8166
5/23/2025,432,505,3317,-241,2790,1690,1378,1284,3915,1321,4764,780,3995,-2653,-2328,-1110,2114,-1958,1971,-1125,4017,2615,2803,-1791,3958,-1034,-4375,570,5305,-3693,570,-550,-323,-855,2790,-320,-1525,-945,-3100,1396,-1360,-150,3995,1476,-839,3715,3278,-15178,2651,1195,-3473,2843,2054,-24822,4690,963,-424,3107,2855,-22297,1102,4684,-192,-845,2658,7499,638,-1918,-4237,-7416,-1815,-4128,-2092,-4321,543,-4932,-4301,-3880,543,-4146
5/26/2025,2960,4425,5774,2790,6535,3769,2045,3695,3769,3055,7176,3157,1885,4620,7795,2655,3915,2272,3650,4750,4079,820,-2880,-93,2590,3310,310,-1080,-1781,-3489,2960,4425,5827,2790,6535,3417,2045,3695,3417,2120,5316,3263,2070,4620,8105,2655,4820,3210,3650,3070,4577,1006,-3149,-11042,2530,3070,4577,-1200,-4615,-11042,3296,993,3066,-1060,3231,977,2866,-1975,-1206,608,-2940,-4440,-3564,-2727,-6545,-5025,-546,1669,-6545,-4135
5/27/2025,406,3852,4848,3355,6253,4150,589,2521,-590,2080,6942,2107,-400,-4250,-5071,3360,6205,1370,1350,-1995,-6095,1267,10048,-310,-1362,-2025,-3188,3374,8765,3506,1280,5056,730,3091,6253,2680,2286,3757,572,1395,5155,109,180,3785,7470,2895,8785,8906,2357,7610,13617,2369,11857,20543,2320,7240,13771,3551,12479,22314,4104,-853,4447,-6170,3951,1014,6705,-377,-4400,-8887,5325,5369,6069,-1279,11482,3387,-4604,-5395,11482,4537
5/28/2025,1185,2216,9512,3986,3108,10488,5350,1650,3437,-565,-983,11370,900,7871,2509,865,6934,9230,2050,-1105,9534,1185,958,-2100,1145,109,-2100,2095,-2013,-7231,655,1135,-4761,5449,3108,2089,5208,1758,1739,980,1405,1937,1282,9694,8815,1830,8914,14534,10951,9674,9185,744,-104,4691,1465,8429,10163,2220,2591,5943,3780,4251,1544,5642,2556,1637,3636,6384,1589,11459,8049,1989,7689,4328,102,-594,-146,-2100,102,377
5/29/2025,2338,-678,2082,1500,2415,-326,2993,1176,4490,-55,2521,-2120,2020,5286,19576,2505,3596,19375,2564,5765,16586,2075,7182,625,2050,2571,1818,4708,3313,-1399,1275,500,-1715,1565,2415,-108,1741,1871,2088,1070,995,10,2020,6602,19078,2505,3596,19375,2564,6045,17509,2075,7980,1641,2050,4993,16269,5792,6822,3537,1667,-281,210,-2003,1767,-281,-185,-1507,6971,22939,1908,21038,6656,22686,6090,19166,3537,2048,6080,25127
5/30/2025,810,3523,4206,2336,2488,11369,2227,2165,6294,1335,3691,11768,650,-497,-2261,670,884,298,2391,-325,-2145,535,-2612,6003,1949,3317,3707,-1005,609,7738,810,3518,6722,1915,2488,10611,1105,2632,3437,1360,1811,5826,650,342,18,-920,-2596,-758,2610,-705,-4335,600,-1030,-1924,1155,-1455,1527,-2640,-4811,-6096,4839,12033,2563,10759,4421,10300,3553,11115,-3507,-4237,-3126,488,-867,-1887,-5856,7111,-134,4755,-5861,7107
6/2/2025,575,-1692,-3274,-345,-673,-1244,-1744,-1599,-3852,30,-1785,-1472,2182,-2687,-5018,915,849,-4866,-1987,-1985,-8295,1525,13621,102,816,-2105,-1913,5750,8765,21558,575,-763,-3416,-345,-673,-479,-345,-853,-2821,-740,-1538,-2921,2182,-5631,-17311,975,-880,-5885,2083,-1470,-11040,534,13472,43685,3045,-971,-10690,5750,13621,44312,-250,-678,3317,2374,-830,-986,707,1864,-3736,-8871,158,-4005,-921,-8430,18954,20709,-2761,-1477,18954,22868
6/3/2025,995,4143,7202,2270,5038,6832,1591,4538,1994,2030,3325,9870,1590,-39,-3812,3865,4628,9488,2452,-1110,6294,4105,13,-1306,2249,70,-1632,4040,5343,-1170,995,4275,10302,2521,5038,11130,1948,4903,6473,1655,4382,12414,1590,5706,4920,3865,4628,9488,3462,4510,8343,3182,-1929,11598,3140,4315,7986,4300,120,13059,5033,9669,5435,10770,5073,7969,4175,8068,-3365,-6998,945,11933,2178,9695,-2083,-1312,-1444,-1279,-2083,1431
6/4/2025,4177,5455,517,3404,7702,-1189,2397,3818,2372,3995,3134,1182,1483,9135,27108,2860,9844,20005,3014,5852,27457,3825,5086,731,1744,5931,11552,4555,8581,4144,4495,4790,6586,3285,7702,-1373,2635,4255,2706,5120,2942,6480,1483,9410,36373,3050,9692,27363,5003,7345,31555,4165,23191,16353,1744,6851,30850,6120,23733,12268,-1404,-698,-1075,-4120,1973,396,-729,-3354,10046,10942,7670,4367,11241,4412,16070,-69,10395,3012,16070,-2624
6/5/2025,1155,810,154,1890,-168,300,1228,622,1714,745,736,-2841,80,8991,5292,-1160,5787,-773,-146,7345,-1112,4085,-6405,12953,705,749,4942,2855,5942,23450,1155,-115,-4139,1345,-168,-2075,1710,-451,2066,885,-586,-4911,80,8991,5363,-335,5787,26,425,1015,4630,2353,3801,-569,85,-60,1481,2015,1335,-2375,41,17,1198,12039,1286,7705,-2190,2257,8550,5524,5270,4321,3502,7214,6493,23633,129,2138,6478,12981
6/6/2025,4664,7749,6929,4684,9602,8859,5299,8803,10331,2392,5490,4483,1349,2918,6005,2410,3550,5228,957,415,545,1204,-6038,-1262,1855,1469,6908,1610,-3656,-6117,4664,7552,15538,4196,9602,6103,4570,9750,15193,2678,7021,10313,1349,2985,13927,2410,3550,8963,1613,702,4866,3723,-4382,-23186,2075,97,3530,2595,-8337,-24905,5774,6919,4020,3787,6191,9857,4545,5927,8561,23132,3740,18905,3624,10840,-5847,-5840,6161,17457,-5847,-6020
6/9/2025,3605,7620,2691,4034,4773,712,3331,5349,4268,1805,4200,-2076,3525,6368,25245,3583,1909,1680,1516,-1360,-396,1960,-798,-2443,3501,5527,5116,1325,-3736,-6522,2345,6624,9698,2987,4773,-2064,2643,4726,4693,2902,6019,4141,4185,6368,25126,4233,5055,-3410,2620,2438,7323,3087,-10691,-53562,3955,2060,7318,1950,-9916,-53663,826,-4372,-301,-4095,-454,-1252,-305,-776,14745,12267,6534,-4785,9801,-165,833,-5161,12070,3541,833,-6611
6/10/2025,1155,4755,640,2129,1782,983,3053,1950,666,1530,1979,3442,2810,10126,13524,3155,5976,22212,7678,10840,18828,3700,7088,162,3000,6196,770,4460,4533,15161,1155,4755,2639,3050,1782,3940,3145,4023,2263,1050,1513,-3810,2810,10126,14725,3155,5976,25893,7512,10840,19518,3700,6074,45414,3000,10205,18025,4480,7555,46434,2409,-140,955,869,2146,-549,635,886,8698,11321,7131,13601,9923,13363,7902,7090,6015,4006,7902,9677
6/11/2025,1620,1058,-1819,660,1581,-3458,534,904,-704,702,734,-5817,878,3826,2501,2825,3252,2434,-85,-1960,-8526,5355,-5730,-2965,565,3509,712,1443,4076,5975,1620,1058,-9064,95,1581,-8623,-490,-1073,-7414,-585,-3325,-15205,878,3826,-75,2825,3252,805,-340,2255,-6172,6326,-1715,-21258,565,215,-6967,2937,-965,-18274,849,-2970,202,-3740,798,-293,-851,-2329,3240,4624,2714,4588,-968,-2182,-6950,-6655,-1048,593,-6950,13655
6/12/2025,1665,1856,8052,945,5711,4083,1023,4126,5312,1215,1695,4182,3435,2160,4420,1630,4361,8800,-457,-204,8658,-250,7634,1743,3172,-1263,-3118,4806,4974,236,1665,1856,5120,945,5711,4422,1023,4126,5120,1655,-634,2702,3435,2463,17238,1630,4361,9851,672,380,16778,1330,6698,-21328,2802,-810,16418,4806,7434,-25405,1704,275,-1288,-6040,1704,-2971,-1288,-6040,3261,6747,928,675,12505,16083,2188,-6224,3026,-3900,2188,-6229
6/13/2025,3800,5595,4124,4455,2940,3431,5633,5666,6184,4506,1894,3592,905,2869,-679,3265,4232,-1284,-791,-1960,-2137,3625,1013,-2716,3826,4415,4944,5070,30,-1633,3975,4020,1145,4455,2940,1489,5455,5379,6555,5091,5204,4175,905,485,31,3470,4560,-3902,1736,3460,-6592,4034,11899,-6364,4220,3020,-2903,6295,9521,-13453,4712,928,2417,-584,6129,3610,3072,-2617,2589,-4818,2045,-4006,4899,-2322,-381,-3017,-83,6009,-391,-4432
6/16/2025,852,3417,404,1642,3087,3644,1484,3071,2462,657,2565,3683,855,163,-1955,1775,3748,-4619,568,6427,-4362,2830,11665,3514,430,992,21,3695,15623,-2662,852,1291,4168,1642,3087,4620,860,708,6480,702,933,5022,1275,-2448,-9283,1775,4173,-13732,-1424,6,-15776,4029,17120,-29516,430,-1772,-17871,4080,11749,-34902,4201,3857,4329,5277,3942,3700,4172,5277,1632,-961,1556,-3653,4339,-5282,2090,-420,3131,2122,2090,-3412
6/17/2025,-430,-1767,-4910,-565,-845,-4716,7,-1054,-5465,-85,-1020,-3385,215,3515,-6819,420,548,-6812,1422,-1769,-8941,2908,-5720,-3000,218,-1621,1339,-2490,4082,-6092,-430,-1500,-3890,-565,-845,-2835,-430,-675,-2415,-460,-1140,-4085,215,71,-5580,420,1757,-7691,1756,481,-6866,2908,10216,-34060,-65,-1670,-6866,3333,4330,-34310,-1560,-4568,-490,-256,-711,-4063,487,-2026,-4300,-5747,2850,-6997,-6344,-8496,-6595,-3182,2555,895,-6595,-7207
6/18/2025,1670,2132,2266,701,-1288,-1722,275,543,13,510,980,-2547,2715,5036,-2433,160,-3043,-4906,2260,4503,-2516,2525,-2217,15031,2796,1922,520,1632,3666,11833,1105,574,-9589,734,-1288,-8603,473,406,-6907,812,-1233,-8534,1255,2559,-5855,360,-1155,-19855,-2605,1985,-3904,4810,1191,-19596,780,243,-8357,2402,-7270,-21890,-860,4489,519,5134,2023,4754,-421,5386,3625,-1525,2004,1690,3827,2360,-794,3460,4751,1829,-794,15933
6/19/2025,830,359,-98,205,95,-585,205,-569,-585,910,167,-334,3335,6792,8524,3505,8049,6154,3638,5197,10974,5093,6142,-845,6720,2195,2369,4981,8748,2278,830,-805,-1565,205,95,-334,205,-569,-334,685,-1980,-1805,3335,6792,9149,3505,8049,10664,4696,7539,15699,6686,8776,35972,6720,7539,12886,6851,8776,33159,108,-1483,-2280,-7290,-932,-4797,-2905,-6890,9065,8720,8140,-597,7554,903,-1995,-5220,-338,1810,-1995,-5220
6/20/2025,524,41,-3991,1658,433,-4587,-967,-1334,-4968,-580,1633,-6002,1780,5740,7247,1415,3530,9568,1352,-1135,10350,-1045,-319,-2170,1740,1936,-4330,1486,11175,-6196,630,52,-6883,341,433,-10718,-495,-1172,-8731,96,-2140,-2229,1780,7165,12750,1415,3891,17628,1955,10319,12483,3475,949,17037,1740,7724,12788,3242,1855,22482,1123,-5337,-520,-6117,1287,-4078,858,-6117,6101,15282,6307,9090,9787,18950,-2547,-6894,5907,-4115,-2697,-6565
6/23/2025,1135,1528,2152,1360,1869,5530,968,-700,1571,1165,1352,4537,189,4686,7530,1525,3080,11487,5272,2975,2446,1945,8265,4536,-53,1573,3703,2790,4655,11590,1135,1528,2755,1360,1869,5530,968,-396,1888,1560,2040,660,855,4686,5726,1345,2185,10395,6365,7475,8074,501,6178,39588,1095,6685,9055,3325,8100,42412,918,2226,5,7154,1175,2089,1470,5853,3587,4198,3680,7365,5885,3002,9272,14384,2073,959,9267,16430
6/24/2025,1430,5341,4253,3132,5888,5536,817,4856,2835,2540,5306,6346,1330,-4085,-6275,-555,-2925,-6890,1826,-1991,-7167,5574,24999,-959,2940,-2160,-2049,8697,25444,-1545,1430,5341,5551,3451,5888,7617,2572,4856,5160,3321,4988,9181,1550,-4395,-12875,390,5185,-2960,3067,7860,1393,5213,23256,44872,3655,7860,75,8697,24999,44872,5421,4479,5603,6189,5381,5514,3104,6189,-4449,-8740,-4455,-4100,-3501,-4575,29325,968,-2586,-1230,29325,2482
6/25/2025,143,2597,2346,480,4548,1012,373,4710,2459,-900,1572,1815,-545,-3955,-4208,135,859,-5765,-1755,-1130,-7395,3856,-3930,-2183,705,-2055,-4225,2797,-2505,-5940,245,3081,5822,1247,4548,1800,486,4953,4865,-285,2243,6939,680,23,-850,2042,1569,-6845,-145,8118,2984,3856,-7092,-30731,1208,7883,2664,2901,-6792,-33282,1097,1830,-871,2289,1097,1958,-943,2521,-4006,-6776,-298,-6390,312,-8044,-6781,-5720,-2271,-4100,-6781,-6715
6/26/2025,1035,2389,-3193,720,815,-928,-529,-411,-2996,-940,-759,-1037,1710,-3675,-6026,265,-1970,-5850,-300,-1686,-8812,944,12571,-2935,777,-1755,-1860,824,13247,12353,1035,2925,-5036,720,815,-689,-70,70,-3141,-50,-1575,-5050,1710,-6445,-21260,265,-620,-10290,-550,-4040,-12767,1034,12419,35915,1005,-4345,-12767,2259,12287,36348,-1643,-3873,-1655,-2512,-1362,-4898,-3381,-2512,-4408,-6363,-4475,-6885,-6087,-7539,4133,-317,-1552,-1,4133,12752
6/27/2025,1703,3644,7763,68,535,4277,-190,-538,8308,-285,5233,5805,-445,-2566,-2056,-1260,-3385,-4992,-1020,-805,-4084,-1195,-5485,-920,1812,-539,907,-1075,-3485,-1491,-740,1413,5853,68,535,6209,-897,197,4589,-580,1987,4786,-445,-4039,-2913,-1040,-7595,-12636,-2500,-8005,-18241,-520,-10512,-59701,390,-8610,-16609,-4285,-17380,-60525,4219,13184,-2088,12511,3239,13924,-773,11901,666,5400,860,1440,-1439,389,-4830,-2725,2442,-320,-4830,-3906
6/30/2025,331,331,-4987,1796,-905,88,-485,-517,-5425,1031,-830,-4359,2100,1457,-6254,1940,847,-5256,2743,-325,-8745,2750,12245,2155,2305,-1630,841,3167,12157,416,331,331,-1494,1796,-905,-4159,-485,-517,-4544,-429,-1404,-3709,2285,2657,-353,1940,1032,-1007,4229,2591,-6577,2750,5751,-35290,2540,3671,-6577,3167,5746,-35290,869,-1680,125,-4185,1237,-5443,216,-3320,1300,-2630,-115,-4012,2065,-7438,7786,-3186,-70,-2797,7681,-5031
7/1/2025,2220,4104,10807,3978,4091,7913,3407,4206,9307,2130,3125,10093,2390,5751,18517,1730,2720,9619,3453,4004,23962,2935,-1594,-2420,2510,1217,17,3440,3690,-1488,2220,5190,11743,3980,4091,10070,3260,3925,11261,2460,4688,8749,2390,7776,28532,1985,3169,15940,4665,6161,25680,2935,1627,6241,2510,6006,25111,3440,1562,5931,8648,12676,6584,11522,7393,12676,5460,8561,5827,27991,2089,11730,3531,22416,-3520,481,4310,2164,-3520,-438
7/2/2025,1605,-775,2805,369,-1106,3057,-575,-1958,2333,300,-589,6139,-1735,-3256,-6985,-60,3578,1379,1563,-1070,-1540,105,9780,-2115,-1155,-2120,-4705,678,7740,2939,1605,-426,3492,369,-1106,7056,291,-1460,6106,60,-808,6578,811,11608,-7477,540,6469,7469,6781,8349,5094,828,18585,62414,995,8349,6729,1875,20809,62815,-481,3829,-672,5938,-664,3204,-335,6122,-3855,-5815,-2086,913,-4078,-3099,10539,-2550,-6775,-3855,10539,-1063
7/3/2025,1225,2456,6124,2562,2680,4185,1957,4515,6664,1422,3130,4419,-605,-897,-3376,-195,-1290,5400,993,-1958,3706,1175,4470,794,1493,995,-4740,510,-495,4614,1225,3350,6124,2562,2680,4185,1957,4515,6664,2302,3659,4895,-605,-1395,301,390,1205,4680,1810,-1960,4527,297,6522,6060,880,-2290,5085,-765,6660,6060,4783,2237,4705,2429,4593,3086,4775,2469,-711,-3605,4510,-4647,2947,2411,6850,5215,-2011,-3910,6850,10771
7/4/2025,-245,-930,570,220,-2270,570,220,-1445,570,590,630,-2700,-445,25,-1525,1120,-2015,-3805,-125,70,-5785,-570,-2060,10,-25,-922,-2210,745,1151,-4170,-245,-930,-2700,220,-2270,-2700,220,-1445,-2700,-295,-1325,-3260,-445,25,-4040,-30,-4280,-4345,-125,-4175,-3910,-1385,-6310,-15239,-1685,-4175,-3910,-2055,-6310,-16540,-920,-2457,-1830,-4870,-920,-98,-1830,-4870,-645,-1310,-3270,-6815,-3996,-1349,-6650,-6685,9,-2210,-6650,-6500
7/7/2025,-130,-3684,429,-1995,-3015,-3505,-2170,-2221,1562,280,-160,-4190,4420,3135,-3218,3685,6645,329,1148,-705,-7106,8505,16470,502,4038,1206,-4200,8213,17373,14994,70,-3035,-9259,-2975,-3855,-7040,-2745,-3230,-7960,-2315,-6085,-9045,4420,3585,-13436,3965,7629,10220,2380,5152,4266,8505,19434,64822,4140,5152,6124,8213,19424,66272,-1750,-6843,-1690,-425,-1750,-1261,-835,-425,1285,-6541,9085,-2359,4214,-891,16315,7692,1377,-4090,16315,19562
7/8/2025,1605,3954,-1690,2478,8884,-3761,-305,5005,171,510,2457,-3834,3325,11166,5789,5505,6020,7556,5586,9054,28808,10205,12548,-553,3825,7537,3885,10842,13540,-4020,255,3954,629,2195,8884,-2370,1020,5005,-334,130,1890,55,3325,11166,21444,5505,6020,6900,5586,9486,29122,10205,13769,12739,3825,10626,29249,10842,14889,14272,3381,-2999,4113,-4159,3381,-4052,4418,-5536,8770,15110,2086,3095,7958,17227,-4440,-4001,6544,5751,-4440,-3220
7/9/2025,1520,-1147,1497,1555,1925,1786,-338,-432,1161,505,1690,1887,815,-1631,-5967,-510,-2500,-2551,-1102,-1280,-8231,-595,-3844,-1401,315,1180,-1224,-1660,1980,-3913,1520,-925,250,1045,1925,647,230,-115,-1829,225,-560,-2673,815,-3856,-14874,-1045,-2500,-7494,-4082,-4589,-10917,61,-482,-11705,315,-5559,-16505,-3020,-2839,-11547,4516,-2332,294,-1971,-2673,-4969,750,-2275,-2684,-6641,-2785,2782,-2363,-3957,-670,-719,1279,-1224,-670,1506
7/10/2025,2204,5000,5170,667,3439,4241,-90,3839,9692,-690,1972,1635,5980,7050,5630,845,-2330,-5309,-336,2182,-8771,3020,-3094,-2160,4425,4592,-2554,2649,-2973,-7240,685,3104,5275,-850,3439,376,115,3864,3216,800,3094,-2350,5980,7835,18841,1950,5690,-2113,4950,665,-1938,4160,-3159,-53812,4450,390,-3495,3245,-4795,-57425,7230,1772,5944,-2048,5465,3965,5398,-2090,6610,-6943,-4285,-4873,-3758,-4898,-6595,-5624,2374,-2269,-6595,-5624
7/11/2025,1761,4334,-3534,15,2414,2313,1763,3929,-3818,-575,2074,-1355,2438,-318,3518,1651,-190,-62,-930,-1060,109,4170,-5000,-1810,2201,1375,391,5572,-3630,-1440,1995,3612,3348,200,2414,-4090,523,3571,2142,1600,2537,-1900,1235,493,11049,1651,-190,-940,241,180,-2738,6116,2491,-26564,1206,1310,-3377,6131,860,-27509,3895,-170,850,-1805,3895,-1760,220,-875,10162,16423,7941,-2613,5293,838,-5421,-6516,4670,3507,-5421,-4895
7/14/2025,1789,1422,751,1503,1010,2872,993,2058,1348,-450,1290,1691,3485,-3230,-6260,2685,3392,321,2174,-1825,933,4717,-2978,2407,4864,-1920,-4365,4580,-1933,2872,2395,1515,2769,1379,1010,2943,1638,1701,3393,1863,-11,5206,3485,865,-2570,2685,3392,321,2203,2027,4089,2252,-2479,30972,4864,1427,3999,3894,-1326,30972,1710,-2240,1515,1359,-584,152,1695,-383,-3930,-8510,-300,806,-911,-8362,-2184,5389,475,-4655,-2184,3599
7/15/2025,1577,3460,1310,2245,936,-622,2002,2192,-996,2941,2261,-3155,925,3133,-400,993,1585,-2105,1383,4993,7021,4202,4710,559,1241,74,-1616,5659,3752,11272,1786,2436,-3649,2245,936,-2868,1510,740,-4147,3180,-330,-4855,925,3133,-1899,993,1585,-230,1383,4205,4957,3718,4704,24176,1560,2815,4024,5759,3520,23903,1764,-2418,-430,688,1764,-383,1575,1225,2920,1751,415,-972,5599,13766,8565,5254,2905,-446,8605,19157
7/16/2025,575,-1253,-1214,-856,56,2717,-62,-1165,-1095,-275,-685,-860,1730,2368,455,1100,3096,7914,799,-725,720,2280,1665,224,2075,2669,-2563,1980,2033,-1589,575,-614,-2489,-64,56,-324,-205,-907,-2854,-1800,-2382,-4379,1730,2368,-941,1100,3096,4703,1043,2807,-1965,1142,1476,11915,2075,2622,-2570,1980,2205,15533,-362,-825,131,1974,-560,-2667,-1400,3669,-1125,-4488,1550,2888,2900,2153,2419,-917,3155,-4995,2419,348
7/17/2025,3971,8356,6940,2670,8609,7453,3259,8508,5273,3280,4819,11135,-825,-4060,-6715,3965,6360,5012,2277,-1935,-6412,4567,19622,1987,580,-825,-4320,7022,15733,12138,4235,8801,9078,4600,8609,12020,4875,9699,10135,3185,7728,7823,370,-1880,-7728,3965,6488,6731,2790,11580,2432,6113,26772,37190,2750,11350,2432,7265,26405,37611,5807,3915,7325,5770,5086,4837,5820,5300,-4360,-8590,985,-2645,1127,-5564,24914,7669,-1538,-4945,24914,4733
7/18/2025,605,6757,9311,8,7546,3457,154,9364,7911,-200,7442,867,2275,11585,14347,2491,8634,15613,2611,4552,16272,4423,7886,-241,4489,-1109,4999,9061,6578,-3329,605,6757,7350,8,7546,3451,154,9364,4947,-290,5866,8986,2418,11585,24856,2491,9117,19569,4281,21824,23502,4039,4970,22245,4133,21824,23502,3483,5984,22245,6947,-1731,5785,-2545,5169,-1560,5400,-2638,20811,13004,9302,5139,9247,3542,-4520,-4326,4497,2789,-4520,-2283
7/21/2025,2333,1772,-1525,751,-596,311,336,491,-2734,1484,2847,-4795,845,-2190,-6944,-445,-3750,-6968,-1361,-1605,-6943,-1395,-1550,2829,-1485,715,1271,-1146,423,7374,1546,879,-6205,325,-596,-3360,-436,491,-3705,1759,1216,-3909,840,-2190,-11859,25,-4871,-19010,-2294,-4046,-27637,-2345,-10827,-67727,-820,-4046,-27637,-808,-10832,-68487,319,2660,898,1075,49,1834,359,807,-2135,-8277,-4460,-6340,-5999,-8224,-2965,6861,-398,5318,-2965,5015
7/22/2025,1615,-135,1819,-1620,324,-147,-1131,926,2321,1610,340,-2148,720,1425,2507,2725,3962,-3746,1871,-1498,-6324,2619,2880,-825,5950,380,-4690,2468,2501,-621,1615,385,1487,-1620,324,905,-767,1414,3184,695,-1300,1269,720,1764,3207,2990,5162,-5770,4194,7905,-1174,2619,4360,-25890,5950,8165,-1110,2468,4360,-25890,8813,-476,7950,2146,8818,-1601,7531,2551,-1691,-3791,-3040,-6825,-5361,-5675,-6034,-5575,-296,-5270,-6034,-5990
7/23/2025,1575,415,720,1100,2151,981,450,757,-451,780,1650,169,765,-3895,-6945,-1360,-1725,-3282,-1990,-1953,-8248,1055,-1300,-1012,1160,-1955,-2806,515,2673,209,1575,524,-833,1550,2151,-671,870,1052,-2355,2314,78,-1842,765,-2494,-13480,-1160,855,-11972,-3669,-1400,-11484,1465,3817,-13167,1160,-765,-11484,1275,3405,-12457,-2532,-2753,-1470,-3081,-2302,-4874,-1470,-3081,-4457,-8980,-3740,-6960,-6345,-8480,-5035,-4865,-6355,-3905,-5035,-4385
