,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
7/3/2023,150,-1395,-441,-1250,-1645,-1948,-815,-1465,-1541,-400,-630,-1948,695,880,8569,330,-2360,-4024,324,-1960,-1013,1765,-4870,-1615,-70,145,3148,-870,-2470,-6034,-70,-2610,-1995,-850,-1645,-1995,-850,-1465,-1995,-1040,-2220,-1995,695,880,8569,330,-4865,-4045,-840,-3685,627,1472,-12001,-31379,400,-3685,627,-1935,-15650,-32901,863,1973,-3600,-2365,-131,-107,-2815,-2365,5785,6400,-345,-6070,1162,-2736,-3280,-6105,2623,3172,-3280,-5920
7/4/2023,345,2480,5684,1983,3363,7005,2670,2261,6880,1475,-382,8566,2230,1898,5765,830,3350,7602,1185,423,11868,3205,4494,1040,-115,-435,2410,4205,3641,5247,345,2480,10136,3085,3235,10966,3085,3500,10966,185,2385,10966,2680,2288,5960,2145,3350,7602,1185,5553,11868,3520,8801,17496,-550,5553,11868,3715,9560,18070,-550,-896,-1530,-970,-550,-826,-1300,-910,4375,4920,1210,1050,2030,7930,-3850,-2740,1285,3540,-3850,-2740
7/5/2023,5510,4493,3797,4270,4813,-2143,2578,5805,2810,365,5905,-1856,9128,15941,20481,4220,14038,7406,7660,7085,7161,-360,-1060,-61,7851,16311,829,-1135,881,-6534,5510,4643,9737,3893,4813,-3160,2268,4768,8174,2100,3963,5827,9128,19091,29144,5530,19021,12430,10151,17874,20641,6440,4685,-32030,7851,17509,22676,3600,4685,-32030,3167,-1097,2463,-3422,2735,-623,2601,-2963,20609,18308,15906,2450,17298,3455,-6065,-6835,9148,4830,-6065,-7125
7/6/2023,-300,206,-826,-899,-101,22,-574,-739,-796,-820,284,1157,511,-4245,-6757,-1305,-3605,-6980,-1988,-1443,-8986,395,-5024,-2989,850,-1695,-2579,-2284,-4449,-3445,-300,674,-2618,-899,-101,-3312,-1665,-687,-2079,191,426,-40,691,-8065,-18878,-600,-1078,-9440,-4883,-4403,-17857,334,8718,-18441,955,-4548,-17760,180,9595,-17494,-1309,-930,640,-7945,-1245,-930,725,-4400,-4475,-8155,-3280,-6990,-6343,-8480,-6760,-5360,-6835,-1758,-6760,-5665
7/7/2023,2255,2635,-2080,2304,2370,5588,3980,1292,514,3560,5351,4218,1185,-1878,671,1655,-868,-4348,6543,-1897,-4246,450,-4065,-2559,680,455,5429,1075,-1860,-6550,2255,3600,2910,3461,2370,6128,3196,3310,5381,2356,4679,12244,1250,-2088,1635,1655,-868,-364,7640,3826,-6515,182,-6239,-26099,610,3569,-6161,1190,-5690,-27274,4913,11404,285,7580,3480,12638,2010,3279,-2507,5484,-3456,-2693,-3350,-4320,-497,-6887,-1062,6985,-502,-7430
7/10/2023,1212,7198,4716,2570,6220,1458,1516,3474,-1094,1555,3529,159,4207,9060,7321,2782,8831,9141,2844,11840,7374,-240,8824,-129,2671,6513,6726,-875,9469,-2270,1200,6983,5224,2570,6220,3147,1980,4240,1886,1307,4575,2153,4207,9060,9070,2782,8831,6011,2738,10411,6088,577,9564,-1224,2671,10281,8733,-275,10909,-3003,5515,-656,5185,862,5276,-3870,3822,-33,2913,-1793,1039,-616,3238,-1201,2404,-3479,1266,-214,2404,-4482
7/11/2023,1238,1693,-4648,-255,1309,-4988,280,-268,-3558,-655,-216,-5805,-72,-749,-5159,-650,2006,-3003,-1801,-1880,-7786,22,2894,705,-1166,99,-2633,197,1849,-3315,752,1764,-10043,-140,1309,-9475,-1005,-289,-10040,-520,799,-9780,55,-2221,-12911,-570,-1,-6731,-1685,-896,-16090,512,2744,3433,-305,-81,-15469,326,5629,5285,-1584,-6629,-1943,-5885,-1854,-4844,-358,-5716,-1242,-5113,-1051,-5387,-2158,-1919,3517,-256,-3134,-4870,3517,5287
7/12/2023,961,-1170,1951,-200,-852,544,712,724,-616,660,-7,1282,1079,1038,9008,1248,-2550,-3203,4183,-1146,-2225,65,-6120,-1095,1928,1127,5949,722,-3282,-6039,961,-3555,-6408,-200,-852,-3283,-1110,-1617,-3648,755,-3860,-3772,1590,1874,13874,480,-3675,-1266,4183,-555,640,980,-11747,-39996,1478,-795,-1792,-827,-16905,-45021,2244,-5020,2311,-4901,1974,-2903,2367,-4288,8321,27250,1176,1559,5834,10409,-5240,-5046,1244,7463,-5240,-4892
7/13/2023,-970,-2916,-1951,-625,-3720,-2974,-260,-1818,-4496,-945,-2443,-2889,-1640,-4450,-6990,-1355,-3895,-5699,-1997,-1990,-7979,386,6889,3169,-1460,-1675,-2113,1571,5274,6234,-970,-2495,-4287,-300,-3720,123,-260,-2510,-4537,-930,-3569,-5161,-1640,-11270,-25665,-2260,-6290,-8122,-2898,-6730,-21002,546,8314,55367,-1460,-6730,-21002,1611,8314,59118,-1985,-1656,-3493,1120,-2706,-3672,-2935,1120,-4283,-8366,-4448,-2705,-6492,-7493,7008,18345,-2789,-1808,7008,14480
7/14/2023,2000,-850,-334,1660,300,1023,1565,-84,-2195,1900,-140,-1214,120,-4120,-5629,-1185,-3465,-6988,-1715,-1885,-8483,-1265,-2105,394,-745,-1575,-1163,3295,2780,-4666,2000,-850,-2061,1660,300,-2075,1565,-84,-1878,105,-890,-1343,120,-2045,-11177,-1720,-4430,-17535,-3780,-6365,-20865,5926,-5760,-21208,-1330,-6365,-20865,8310,-5810,-20230,-445,-203,2500,-1179,117,-1200,2620,-2769,-3603,-8348,-3540,-6795,-6152,-8042,-5427,-6663,-1147,78,-5427,6011
7/17/2023,-1605,-2576,164,-640,-2540,2825,-1057,-3666,-125,-455,-2480,2995,1730,-4077,-6965,2015,122,8958,-299,-1912,1555,1114,9038,-254,1494,-2095,-1810,2434,10142,22056,-1605,-2035,-851,-640,-2540,5507,-650,-3590,1245,-1505,-3990,-175,1730,-4533,-13285,2015,122,10740,1172,3350,4991,1194,10962,70185,2188,1490,7322,2944,11206,70100,955,2309,850,6734,340,887,-130,5548,-3875,-7470,2110,8483,4298,-827,10121,1059,-2372,-5100,10121,2471
7/18/2023,835,-745,1167,1385,-138,2913,994,-919,1797,1350,100,5213,-1500,-3840,-6980,-1325,-3965,-7000,-2000,-1995,-9000,955,-2974,-2990,-1245,-1800,-4565,675,-4180,-7480,835,45,2570,1385,-138,3397,1385,-30,3370,1185,1047,4285,-975,-8585,-13082,-2190,-6320,-9250,-2945,-7930,-12142,-602,-11959,-9979,-725,-9060,-10790,425,-9970,-8069,353,869,-290,2554,1162,1254,-285,4536,-3780,-7579,-4425,-6995,-5880,-8465,-6980,-6810,-6330,-5445,-6980,-6865
7/19/2023,1540,1223,-1575,-1095,2440,-4935,-1108,2168,-5450,40,3019,-3882,1400,8890,-3176,1725,9485,-7000,-128,-965,4251,2058,10255,-2341,1230,6275,-716,4177,10277,-7389,665,2295,-5225,-985,2440,-7055,-985,2130,-4625,5,2360,-2925,1400,8890,15696,1855,9485,76,-323,9215,2993,2860,10152,-29932,1230,8086,2711,4403,10479,-30014,-2267,-6925,-820,-7750,-2267,-3711,-820,-6925,8030,3619,9286,-3390,4783,-5835,-5515,-3374,6702,-1020,-5515,-579
7/20/2023,16,-1082,-4958,338,-1929,852,-307,-1602,-3514,-570,-295,7220,-1225,-4385,-6910,-625,-3790,-3610,599,-1325,-8976,2930,6240,-1320,-982,-1945,-4660,4458,1923,31479,16,-140,3809,338,-1929,7712,495,-920,4365,950,760,3061,-1225,-7205,-14485,-535,-3920,-2828,1135,-4225,-4766,1245,8526,50476,-735,-6735,-5277,5298,7970,50548,-3100,5250,2405,9133,-1347,1193,345,8470,-4480,-8799,-4440,-6882,-6260,-8482,10505,37249,2355,-4335,10320,38289
7/21/2023,-333,-2930,-2325,270,-3122,-576,-498,-1417,-2075,-320,-235,-2513,-524,-247,-3791,328,-3278,-2044,1566,-1850,-4814,1230,-1076,4046,40,-1399,-4565,2915,-823,3581,-170,-1915,-3724,270,-3122,-3408,253,-2705,-3692,365,-3050,-4749,-265,-715,-6089,593,-2919,6815,3009,-50,-3589,1362,-1089,30648,193,-1690,-1202,2920,1309,31182,-780,-5378,1017,-3700,-1791,-4820,909,-1300,418,-5627,-440,-3445,-604,2753,2544,12614,2330,-4240,2544,10392
7/24/2023,2528,1118,2353,-795,-3220,290,1568,1817,-1056,-315,-1125,-4375,990,4983,9041,290,-1635,10558,2308,5173,7356,2740,-713,-1895,2156,1992,2602,1627,-4040,-7065,730,-3290,-9922,-1270,-2410,-12679,-260,-3001,-12289,-180,-5320,-14359,665,4188,17994,290,-2055,15051,2694,2741,13996,5654,4085,-11401,255,2446,15206,4717,1915,-11755,-1110,-4171,-2995,-3660,-1074,-2651,-1990,-3660,7854,14672,5167,1350,6927,660,-6925,-6300,-557,4447,-6925,-7365
7/25/2023,2871,743,-850,999,-1118,-4660,1344,-376,-816,970,-300,536,397,1344,1293,1937,3706,6958,1490,2871,7984,2447,8769,-1557,815,2214,4113,2400,3151,-6517,2515,-633,-1733,1114,-1118,660,1344,-613,-845,2060,-1263,303,397,2145,8440,1937,4482,8492,2736,4264,9984,1885,11513,30952,815,4264,9984,3230,12560,30952,-2045,-3723,-3075,-2460,-2576,-3643,-2380,-2530,2214,199,1309,6042,1562,6852,-2947,-6444,2257,6518,-2947,-5324
7/26/2023,1085,5391,15799,2074,8218,12109,2825,8027,18309,1175,5193,21647,885,5079,7215,1725,5310,8329,6451,3578,22487,2365,439,8418,2754,2538,1362,3043,1295,8384,1085,6263,25109,2795,8218,23032,2825,9018,25777,1280,4058,22493,885,6975,18889,1725,5205,9559,6632,6365,26609,6356,4140,-22319,1325,6025,27427,3628,529,-23890,6695,13301,6017,13852,6565,13479,6247,13852,3399,14975,16022,14633,7373,23183,9067,9922,381,552,9067,15406
7/27/2023,2650,909,-4133,3490,275,4647,2498,-1547,-4343,2275,1275,1366,70,-4430,-4980,1370,-3180,-6645,2502,-1380,-8872,5510,6638,-2945,1680,-1880,-2854,5890,6338,-7485,2650,1815,-4672,3490,275,645,3370,-95,-2930,2940,2360,-1845,70,-3350,-11672,1850,-175,-11620,2683,700,-3574,5240,3705,27409,1680,-1050,-3749,6455,6200,26150,-3590,-2071,1550,7467,-3845,1944,1225,7162,-4191,-7561,-4225,-5695,-4937,-8463,8614,-6765,870,-2854,8434,17105
7/28/2023,2290,11429,3773,732,8046,2361,3654,10512,5364,1135,5279,4260,3635,12446,9981,800,2908,7132,5616,5127,1558,60,-4939,-1609,3322,5386,4783,2250,-3388,-4650,300,9464,6189,2262,8046,4619,2257,9712,4193,1965,7349,-3621,3635,13046,10956,950,7712,9951,4949,11634,620,5773,-650,-11268,4065,11064,-244,4010,-3819,-11268,6823,3917,6690,470,6571,1900,6610,470,4877,14111,3770,9085,8627,8256,-6837,-5246,368,16785,-6837,-3393
7/31/2023,1055,-3805,2035,2890,-58,-485,1567,-1018,1315,-130,2085,-3750,5360,805,-4213,6815,10083,6159,8228,2138,8008,6211,20156,-912,6488,1218,-3107,7430,24628,-4595,1055,-3475,-9270,2725,90,-7850,2040,-1265,-8095,305,-5500,-9745,5360,3705,3100,6815,10202,24387,8228,10747,19935,6686,20300,55285,5835,10935,19935,7430,21250,55842,-1970,-2351,-1990,-5270,-873,-4031,-873,-2127,-175,-3787,9332,1162,2473,1428,20205,-5672,-788,-3010,20200,-7357
8/1/2023,4190,8084,3648,3462,8137,1231,1877,1005,2484,4450,4900,-898,3260,11180,5390,3571,14449,6062,6019,6185,18944,4300,2180,-411,3640,9406,4916,5695,4230,-3860,4190,8210,5291,4280,8263,-409,2660,6105,1951,3520,8170,1951,3260,16884,16685,3571,14942,9864,7429,17495,24720,4300,2844,-16817,3640,18213,24260,5695,2902,-17419,3179,-4604,5086,-5457,3179,-2303,5545,-4752,8392,2379,11111,2553,6693,8588,-2138,-5605,527,6549,-2138,-4931
8/2/2023,3199,6919,12466,2515,8437,6823,2693,5749,7885,4068,3872,9623,-1680,-4290,-6685,4220,4170,18848,4464,-1605,14035,7992,11908,-2776,-1490,3249,-4410,8808,-1614,-6370,3565,8000,12542,2515,8437,7532,2863,7417,8455,4198,8730,15781,1035,1265,4673,4220,5607,23772,4712,1060,16898,8092,12499,35261,2900,245,17450,6847,13504,36476,474,-2685,2022,-1996,519,-1175,1437,-2051,-4155,-8605,8450,18556,14717,15091,10384,-4837,1558,-4085,11214,-416
8/3/2023,1340,2592,47,3844,1989,1322,5010,3692,3533,610,-1174,278,760,5386,9634,3740,3222,-337,3700,7952,10195,7335,83,-2347,5435,7008,7086,9635,6019,-5967,1340,1940,3686,4094,1989,1835,5240,4263,8418,1970,-427,7139,760,5471,16152,3740,3368,-2968,3627,11772,12787,10561,4457,-22336,5435,11772,12236,11770,4457,-21538,-1688,2452,-2161,551,463,3211,-1437,717,5605,8764,6927,1981,10118,14651,-2849,-5507,4795,7026,-2849,-7121
8/4/2023,1740,2642,4414,1825,280,8149,2464,2275,6362,2570,2075,7480,1305,-1479,-2405,1495,-155,1637,2260,-903,-8935,1970,31,21325,1040,-1511,1132,2762,-640,30622,1740,3180,3535,2075,280,7459,2390,3435,4503,2105,2448,8592,1305,-325,-1635,1645,-155,1637,2650,694,-13612,2023,-1013,-3594,1040,1006,-12521,5654,4105,-3692,3930,-1292,2987,7094,3450,1848,3585,8199,-3490,-3060,-1870,-3666,-2319,-8413,8913,34152,1559,2258,8548,29978
8/7/2023,-155,-1266,-1368,-44,-2158,-2088,-1819,-3003,-4184,-925,-1811,888,-1085,-3983,-6785,-1495,-1421,-6750,-1999,-1975,-8977,-1060,960,1570,-1265,78,-2264,-1580,-1376,-3824,-155,-1021,1588,-44,-2158,-20,-2391,-3003,-2321,-1475,-3931,-1101,-1085,-12898,-23521,-1495,-5169,-12615,-5905,-12559,-22200,-1060,635,16982,-1835,-10953,-21310,-1680,1237,12433,-2554,63,-1569,-4577,-4053,460,-1524,-4171,-4498,-8528,-3658,-6870,-6428,-8377,-4837,-6667,-1621,-1964,-4842,-6833
8/8/2023,930,3444,1850,2030,2150,660,520,4928,-767,1085,1684,4250,-1880,-4232,-6945,-880,-3775,-5152,-1955,-1990,-8999,-1380,-4975,-2401,-1343,-1920,885,-2465,-3683,-5262,930,3444,4214,2030,2150,3082,520,3117,3220,1525,2858,5527,-1750,-13045,-21373,-3085,-10740,-22980,-7390,-16360,-32233,-2155,-6919,-45147,124,-15255,-32233,-3040,-5940,-44551,2673,554,3303,4270,2531,2226,1173,2599,-3878,-8528,-2995,-6490,-5836,-6494,-4842,1256,128,1073,-4842,1162
8/9/2023,3496,9638,4710,4185,5714,10671,4826,6112,11829,4126,6123,11862,729,-2892,-1590,2609,3798,13603,5076,-181,10088,3590,8631,586,1220,-312,2128,5704,5656,9648,3496,8935,8454,4915,5714,17248,4925,7060,10188,4061,10896,9366,1809,6135,11768,2609,3160,17075,6525,6150,13126,3554,2331,17312,2833,5170,14280,5704,4069,17502,4830,10460,4686,13689,4565,11310,5236,11239,54,-6293,7774,17044,4936,2895,-614,1639,3164,3332,-614,87
8/10/2023,2245,2270,-3188,3833,1270,-1162,3720,-263,49,2390,3890,-2818,2010,1361,-5510,2045,993,-6954,-1760,-1501,-7935,7310,17507,-2184,-1040,-2149,-4130,14509,16159,-6844,2245,1925,-4107,4138,1270,-1124,3980,1331,-82,2075,2095,-1894,2010,5633,1004,2045,3125,1486,-1260,3785,-458,6689,23897,17432,60,2655,990,14654,23954,17468,1693,-839,-1615,-822,639,-564,-1018,2333,823,-7320,1173,-6469,-5770,-7605,307,-6934,-1521,-3810,297,-7449
8/11/2023,3794,4653,-3189,48,4240,-3867,-52,714,-3003,2060,4106,-4892,3042,1784,9654,4690,10513,2129,3287,1425,21524,3330,-134,-434,3475,2108,8089,2505,1712,-421,3950,5113,-6616,205,4240,-9950,-390,-2155,-9240,3080,3683,-5150,3970,2738,22555,4815,10513,6678,3287,4827,26990,3330,95,2385,3361,4427,25662,2505,160,3597,-433,-4793,-955,-3631,-1577,-2614,-265,-4337,7341,19444,-270,-3837,7382,15622,-5030,-5748,2272,16892,-5030,-5878
8/14/2023,900,470,483,-824,704,1150,-1180,-931,483,1650,1322,2067,-369,-1498,-4860,172,-2089,-4323,-1783,-1554,-6860,-335,3203,-1365,-651,-2030,-2624,-186,3039,-438,900,911,-3289,-824,704,1541,-969,-684,481,1300,5035,2189,-203,-1471,-7992,542,-2096,2786,-1704,-831,-3782,-715,7527,57545,-232,-771,-1973,484,7814,59409,-385,-180,-94,2285,-385,-180,1231,3602,-1588,-3224,-1696,-4201,-2243,-2036,2596,2295,-1327,-4470,2596,4243
8/15/2023,225,-3122,3287,-130,-1990,-1023,-510,-1894,3454,-80,-1111,-2393,845,-92,-2152,1482,-1291,3015,-200,-786,6032,1338,19,-2600,397,204,1824,2996,-3785,3102,225,-3510,-4031,240,-1990,-7805,-510,-1894,-3286,-203,-3668,-5589,845,468,-3141,1482,-1287,5866,510,167,9908,1438,-2858,62536,397,-43,10539,3220,-1023,63276,2173,3143,395,-653,1766,5127,751,-5723,1669,5153,5567,11290,6695,22372,16170,7526,2637,3919,16165,13529
8/16/2023,1635,4138,886,1101,3069,-4655,828,3096,-1235,2185,2726,-5939,865,5109,-405,-1095,984,-3038,2905,2788,-8860,-955,-5985,1244,890,4051,-4650,435,-4455,-7350,1635,4668,-4079,2510,3069,-4290,2320,3592,-3365,1935,5560,-905,865,5611,5650,205,150,2450,3503,4356,2709,1827,5811,17119,890,3716,3002,2845,5083,17671,2850,-888,2277,2292,1969,986,2065,2292,1169,6659,-4090,-5805,5420,6229,-2364,-6975,1808,-4285,-2369,-4036
8/17/2023,1282,-353,439,3092,-1036,2279,2659,-804,1219,1563,-757,-393,455,-1413,-4015,557,-1646,-954,112,-1900,-8969,4642,2047,7875,246,-1502,1568,5682,1219,12834,1288,233,-304,3092,-1036,-1043,2890,-444,555,1738,1501,3658,455,-1413,369,557,-1071,4040,3766,-1153,-4545,4642,1038,24819,667,-1868,-4303,4822,2566,25553,-275,-2789,123,-873,-284,-210,530,-873,-3396,-4507,-3685,-5594,-2951,-7097,1909,8737,-773,-2409,1909,15303
8/18/2023,120,5061,13788,-390,3821,16439,25,6188,12817,450,3559,16257,3045,-2803,-1613,2970,6519,13721,1255,-1780,10335,3056,19371,-1460,2841,-2405,-2438,3272,20038,1879,120,5238,13781,-390,3821,16815,25,6128,12856,-925,3488,13293,3045,-955,-4639,2970,6519,19304,-544,2625,8776,3056,17514,70999,2841,2370,8930,3272,19371,71776,5940,9666,5503,14382,7016,8688,5391,13920,-1575,-95,6630,16400,3643,14814,21632,-2250,-2098,215,21042,5076
8/21/2023,282,36,-2048,1535,1085,5604,523,756,3016,1210,2111,5455,-1660,-3550,-5115,-1430,-3145,-6670,-1983,-1893,-8897,465,-389,5481,-1465,-1610,-2691,-1610,2741,8856,790,2600,904,1010,1085,4947,215,2400,1761,155,1109,5807,-1315,-6345,-15410,-2185,-4700,-6660,-1757,-8170,-15318,-364,-6298,24849,-1590,-3893,-13629,-2350,-4005,26192,3141,5510,725,6304,1874,4189,1640,6729,-4040,-7994,-3895,1192,-6375,-7264,9080,12091,-753,-2019,9080,13897
8/22/2023,1135,1850,-3835,2625,1334,-1766,2293,1216,-2801,1230,2113,-1196,1930,10366,1093,4091,11666,14072,6976,13189,19121,6315,19418,-2874,3775,3440,-1133,11755,7648,-1575,1135,860,-1306,2625,1334,-591,1452,-160,-1011,1420,-205,152,1930,10705,11756,4091,11666,16645,6976,15113,21400,6326,22470,18062,3775,14343,21215,9123,22688,18401,1046,519,-955,1193,1046,400,557,-2015,8120,7332,6534,1792,10588,11853,1135,-731,-271,1085,1135,-7124
8/23/2023,2990,3595,7309,3859,3940,12577,3693,5753,10612,3000,5122,12725,1067,-205,184,2438,5049,15171,4742,-1150,17338,1963,7004,-2395,390,-1409,-4660,7590,4629,-3004,2990,4640,10245,3818,3940,14338,4251,6452,12328,3030,3679,12546,1122,2243,852,2433,4688,15832,4665,7862,13308,4125,13033,27794,-95,7457,12575,5101,14099,29702,2434,2088,150,3437,203,3034,430,3042,-18,1193,9235,10634,4353,10574,13100,-160,-2386,-1670,13100,-99
8/24/2023,645,2726,-2665,2492,433,2081,1490,675,-3429,2125,507,2877,-1605,-4343,-6390,195,-385,-6580,-660,-1945,-8973,4709,6634,-1725,-1015,-1487,-4315,6976,5308,32455,645,3605,-2602,2492,433,2081,1507,974,-1708,2445,1467,1368,-1165,-6995,-23156,675,-385,-10219,-619,-1175,-18187,4709,6466,41889,125,-2375,-16047,6976,6264,41017,1907,-1127,440,2777,184,-1320,2235,3027,-4475,-8952,-1620,-6929,-6336,-8468,5414,34679,-6385,-3685,5404,30531
8/25/2023,-1049,2083,2870,1407,3666,3013,772,2789,3477,1200,543,-40,1877,4499,2048,2130,5979,-3476,2098,10980,284,-190,4053,328,2739,726,-552,-635,2381,-2489,230,3057,-2035,1407,3666,2371,1577,3460,3064,362,2524,-2379,1877,4565,7677,4097,5979,-5068,1350,7966,-5675,837,5347,-19741,1131,7286,-5821,-595,4364,-18913,289,-2649,3245,4304,3187,115,2559,1633,5767,14591,1240,-180,5038,4677,2612,-916,2031,6139,2612,3466
8/28/2023,465,3846,4572,-955,1505,2441,-995,3537,5521,-225,3140,3014,1605,3927,4700,1610,2655,4431,768,3099,-8221,438,-1219,-2685,1895,4186,2416,-885,-1784,-5829,465,3846,4472,-955,1505,1110,-995,3537,2204,1040,4410,5350,1605,4413,8477,1980,4010,1205,2084,3845,-3268,1322,-2171,-28326,1895,3845,-3268,-1215,-4320,-28211,4872,8155,2917,5704,6147,7260,2774,6589,5694,4987,4259,3252,2775,-3365,-3798,3657,6076,6233,-3798,343
8/29/2023,501,3251,2034,877,-1965,4800,1211,2037,2870,645,-1400,3643,2730,-792,-450,3145,6090,8761,534,-1556,4360,1900,15169,547,2421,455,-1719,3853,14675,12618,520,3820,2723,877,-1965,5545,1320,2057,4015,755,1310,1684,2730,700,-897,3145,6315,10471,1932,975,15420,1900,5585,70923,2800,80,14736,4463,5155,72328,-213,6919,-820,5008,-683,6459,-590,5517,-3975,-6358,1904,9246,2419,13395,8815,16960,-1324,-415,8815,16155
8/30/2023,5075,1525,-3476,-285,453,-4510,2872,-2169,-3771,805,1445,-3473,2351,4970,16441,2698,17598,14273,3815,4373,15730,3880,2446,239,1737,3694,1731,4252,5666,425,5075,861,-4888,1440,453,-4422,1440,-3190,-4858,2570,-1371,-3442,2351,5530,27233,2698,18045,15603,4953,3119,18616,3880,2871,-8029,1737,2984,19109,4252,3728,-5166,-1979,-2083,-3066,-4855,-3074,-3013,-2626,-4855,7161,17005,4446,5677,1270,8249,899,-873,1634,2414,899,-1921
8/31/2023,1770,3153,2780,2150,1101,-28,3872,3434,-638,850,-160,372,1073,4158,5343,1210,2804,128,8497,4098,-557,-910,-2831,102,2199,5224,8772,310,-151,-2607,1770,1235,1557,2150,1101,-3029,2295,1705,-2268,1810,-698,-4858,1073,8166,21726,1990,5111,6110,10833,6395,12836,1997,115,-44238,1768,6035,-2674,1655,342,-48201,1876,677,-982,401,1825,2835,-377,401,4879,12210,3972,4220,5820,3281,-1068,-4950,2898,1036,-1068,-3447
9/1/2023,-185,2322,-1773,350,4505,1663,1776,4593,3936,40,2404,263,323,-1182,-5372,587,1617,-6240,2056,5375,5015,2138,4982,-2523,5427,1340,-4290,1982,839,-4467,-185,1705,-44,350,4505,2246,2112,4855,5194,-610,1185,-1480,415,-514,-3602,687,1687,-12598,897,4020,8920,3581,13784,-24656,6274,3825,-1790,4688,13759,-26275,2977,4977,7493,7240,5631,4288,4683,6630,1094,-5143,1258,-5216,1825,-4871,-2460,-5072,-1003,-4290,-2460,-5045
9/4/2023,130,1356,835,2055,2300,2165,2055,3110,835,620,1545,2288,2375,2546,2400,2770,3841,7126,4491,5185,9250,1915,5449,-330,1355,226,-262,3445,4258,7477,130,1640,2770,2055,2300,2770,2055,3110,2770,655,1595,2770,2375,2546,4516,2770,3841,7931,4592,5279,9250,2502,14173,32804,2365,5279,9738,4245,14173,32804,-981,-3289,2000,-1330,-981,-2379,1090,-2250,1415,3386,-411,4121,745,2685,3245,6240,827,4910,3245,6240
9/5/2023,3808,2848,-1363,65,359,-3901,2408,3069,-1745,450,109,-6404,1421,4853,1064,3655,5711,8128,6267,6496,11674,3170,96,-779,4590,2647,-592,4869,-344,-3531,2245,-51,-3955,-240,359,-8612,400,1094,-7242,1170,-2640,-7026,1421,5597,5638,3655,5711,10730,6664,7121,13522,3800,5742,-9458,4590,5650,9227,5074,5165,-14261,-1441,-4814,-1949,-4857,426,-2961,-1308,-4267,4680,4605,6416,11795,7717,5780,-1014,-2979,3469,-150,-1014,-4462
9/6/2023,248,1525,-1901,1758,776,-2481,2571,760,-139,-565,1418,721,170,-3945,-6945,-1135,-886,-5625,163,-1090,-56,-1227,-4567,-2350,-235,151,-4725,777,-2972,-4253,248,1208,2162,1375,776,-758,1293,311,2905,318,-498,1873,170,-5945,-11295,1133,-2740,-66,-487,1735,4426,1044,-670,17061,-590,1492,4717,2049,135,18269,1073,3916,-585,5278,-779,1090,-1611,5278,-2750,-6570,-1765,-6111,-4345,-5048,-4672,-5724,-1555,-4085,-4672,-7349
9/7/2023,-385,-1195,-2688,-165,-5,1211,-410,-1741,-771,1285,-1025,7325,2775,5556,5023,3015,9984,11526,3065,5345,10345,1355,14668,2789,1756,-1313,-1038,740,16914,597,-385,-185,4315,-165,-5,7571,-165,1,6199,-375,-125,5834,2775,5556,-414,3015,9984,8692,-999,7528,3610,1420,14073,23159,2256,7939,1323,740,15257,23918,2530,5611,2875,6814,2935,5357,544,6814,-770,-5688,13715,8651,6389,3549,-3665,-5355,-3535,-3485,-3665,-3335
9/8/2023,403,-3429,-1649,360,-2680,-5308,447,-4309,-3785,605,-1381,-2630,-770,-2904,-5973,455,2110,-6945,-1981,-1995,-5069,-490,-4801,-1850,-270,-2260,-3145,-885,60,-5617,700,-3300,-3903,360,-2680,-2720,885,-4760,-2580,280,-3705,-4615,-770,136,-11129,455,2110,-16960,-2381,-1675,-18871,881,-1040,-65780,-270,-3130,-18871,150,800,-65780,-330,-29,-1955,-2650,-701,1385,-2400,-5067,-3722,-7234,-1617,-4288,-2842,-4587,-3040,-6976,1526,-4470,-2316,-7476
