,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
4/25/2025,395,-1945,-5519,405,-3520,-5519,-430,-2825,-5519,-445,80,-5519,785,1523,1561,2270,5084,9546,3275,7441,7855,3885,14451,26552,480,-2222,-5223,7510,9571,25487,395,5,-4435,405,-1570,-4435,-430,-1525,-4435,-360,-1110,-4379,785,-280,2632,2270,4325,9750,3275,7441,8811,7515,18355,37093,2010,6994,7976,7510,18355,37093,11,-3806,381,-3806,426,-3806,11,-3806,2260,-4467,7019,11015,7583,12990,17131,32137,-595,-6180,13880,31873
4/28/2025,270,-1220,579,-640,-1300,739,-430,135,944,120,-345,579,-802,-2735,-1967,-1285,-3645,3920,-2845,-4050,195,53,-871,6392,-452,546,2410,1091,2399,4796,270,-1220,2343,-640,-1300,2373,-430,-1145,1888,150,615,3162,-540,144,414,-1285,-2675,-6305,-2845,-5870,-10065,1091,597,-7187,-2935,-6720,-14905,1091,-1005,-10217,690,1431,635,3225,318,3030,690,1431,-395,-2275,-1327,2521,-978,4027,-702,17335,-10,6258,2688,40245
4/29/2025,1215,-838,-4134,1210,-919,-4146,229,1209,-3061,905,1762,-4134,2130,6855,5911,1710,-1498,-3455,2750,-868,-1508,1600,-1105,-4100,1776,784,-3078,1345,-1978,-4538,1215,-838,-1809,1210,-919,247,229,-1198,-2104,-315,-1328,-3488,2130,6914,3811,1710,-690,-6284,2750,-817,-1689,1345,-3700,-11935,2701,-3313,-3549,1345,-3700,-11738,-705,-2098,-537,-296,954,-2025,330,-2956,6030,4763,935,-3161,406,-4103,-1043,-4237,3689,-1900,-3812,-4556
4/30/2025,-655,1975,586,-630,1942,1015,-590,-25,216,55,1312,586,4256,7651,18171,3247,5971,-55,3340,1759,-8470,4495,-6170,-8260,200,8156,-294,4591,7305,-8745,-655,1975,4709,-630,1942,4707,-590,1862,4628,-535,1510,1806,4256,6969,18015,3247,7804,5148,3340,4357,21958,2635,10740,24011,2465,2579,21850,4591,10740,22431,2794,3829,2946,3799,2679,3459,2794,3829,3645,519,5080,1388,2969,2439,16594,-8905,669,352,13112,6830
5/1/2025,2805,1671,6605,1985,1560,6605,2720,495,7320,1590,4468,6605,5485,6704,11070,4710,3258,5564,6976,17123,6907,685,1619,945,4975,2281,3623,-930,-1391,945,2805,1671,3626,1985,1560,3626,2720,2368,4386,815,960,-84,5485,6891,14375,4710,4974,4496,6976,17123,1507,-930,-12780,-25021,5671,16124,757,-930,-12780,-25021,7815,9260,3529,9260,3529,9260,7815,9260,11689,17270,7158,10849,8458,7642,2220,8806,5308,4739,-433,1516
5/2/2025,75,2696,119,205,4500,1096,382,2645,1745,870,1836,119,2607,-45,-7491,2343,2365,-4646,1912,-2456,-907,4823,-416,-5455,-183,1994,3529,4761,-2090,-2898,75,2696,479,205,4500,1249,382,3103,1999,870,831,3853,2607,-811,-11950,2343,-1539,-8392,1912,-2703,3633,5962,5411,5026,-538,-1525,7408,4761,5411,5026,4792,3612,5749,-3102,4079,-3102,6032,3612,-2370,-8947,-3576,-4254,-3120,451,-403,-7846,1223,-2030,956,1067
5/5/2025,2581,8114,6099,3135,8800,6820,3363,4615,6269,520,3787,4759,4110,2265,1666,4282,3685,7597,8342,11916,4618,4526,11367,-3648,3947,4972,3996,10200,6211,833,2581,8114,3111,3135,8800,3111,3363,9968,4121,309,2077,1333,5323,7957,12768,4282,8644,6762,8342,11916,5519,10200,13569,-7014,8156,10980,4139,10200,13569,-7014,8781,9676,8786,8914,8979,10421,9341,9676,-65,-2325,4587,205,8224,1775,7575,-6801,2609,-1406,4299,-5910
5/6/2025,1250,4121,2918,1997,3960,1665,2367,3175,3312,1055,2256,3178,6788,16675,21198,6247,15121,25526,12353,22985,22249,4097,10707,6679,4195,5970,2763,8550,12855,14764,1250,4121,2806,1997,3960,1554,2367,4188,3200,1065,2131,3995,6788,16854,24204,6247,18080,26142,12353,22841,24608,8555,19586,29954,12598,21315,20816,8550,19586,29954,1624,1877,1444,2682,1747,741,2306,4659,5830,13053,11675,20537,18346,-276,4721,-3633,4860,1576,8650,-2520
5/7/2025,3430,8538,16939,3700,9204,16939,3965,6073,16939,3430,2669,16939,4060,8860,33196,5555,8240,36764,6630,13235,42825,3855,10240,22347,3520,470,11654,7407,8963,28852,3430,7167,30896,3700,8054,31032,3965,7586,30713,2590,5884,28136,4060,8860,31677,5555,11900,35868,6630,13235,40799,7407,17051,52051,5670,11040,34593,7407,16373,52051,7876,20449,8070,20449,8065,20429,7876,20449,13589,30323,13521,30803,19357,37868,15765,20490,2950,11479,9108,17907
5/8/2025,1507,3321,-218,1555,1874,-609,1845,2218,-2166,1885,3670,-218,3704,8505,9579,2011,5893,-1768,770,1046,-1660,595,-1583,-4440,545,-2210,4975,-860,-3119,-4745,1507,3321,225,1555,1874,-205,1845,33,-2186,1350,2230,-3193,3704,8505,10164,2011,-110,2835,770,1046,-4091,-200,5131,-36902,240,-1231,-8532,-200,5131,-36902,375,-1395,355,-1395,1105,-1969,375,-1395,6505,7732,-2654,-781,-2557,-2761,-5611,-5413,3694,3164,-6454,-5581
5/9/2025,1475,-935,-5247,1475,-2699,-5247,680,-203,-5247,1670,636,-5247,3343,7349,9789,2586,4852,7501,2222,667,7921,35,-6370,-8065,2208,-205,7389,2207,-4831,-8065,1475,-2641,-5255,1475,-4405,-5255,680,-4405,-5255,2628,-488,-4563,3343,7349,18444,2586,4770,8663,2222,667,11895,2828,-3107,-18448,1998,507,12400,2748,-1982,-16458,-5848,-1666,-6163,-1666,-6163,-1666,-5848,-1666,4274,15008,-631,5804,-1051,3630,-5414,-8620,1298,-771,-5610,-5972
5/12/2025,1030,-490,768,1160,-550,768,1100,2370,-1268,825,800,768,2254,-1729,-6324,-250,-6200,-8744,1290,-6995,-8995,-945,-2735,-8997,2160,-1648,-6472,1370,-6210,-7267,1030,-490,-4167,1160,-550,-4167,1100,-555,-4167,-1125,-1355,-5457,2254,1207,3419,-250,-4915,-6724,1290,850,-975,2475,9735,7360,50,850,-975,2475,9735,7170,3553,-7720,3493,-7720,3488,-7720,5331,-7720,1840,-454,-6850,-8942,-6950,-8935,-6935,-8436,-4075,-7855,-6990,-8890
5/13/2025,4836,6451,11417,4139,7794,11605,3459,7270,11605,3117,7725,11417,3375,3304,1199,5294,7258,13375,3528,5052,28780,5910,3149,7043,1578,326,-3494,11316,5675,343,4836,6451,12043,4139,7794,12064,3459,7186,12064,3117,6573,13943,3375,5475,12736,5294,8352,13375,3528,5052,28780,11626,8116,22239,3261,3075,30044,11316,8116,22239,3376,1285,3301,1489,3064,1323,3400,359,3730,4468,12435,7554,7322,14073,-520,-4769,4269,-4815,12431,10828
5/14/2025,7230,7733,7802,6355,6263,7802,5455,9530,7802,4246,6361,7802,4767,16208,25412,3398,8952,21784,8943,16752,27016,598,7725,1516,6812,2858,6450,3267,12513,2324,7230,7733,9117,6355,6263,9117,5455,4518,9117,4246,7620,9936,4767,15810,29951,3398,12014,27129,8943,16412,29519,3705,14461,32469,8087,16412,31644,3267,15496,32469,5718,2938,5718,2938,5718,2938,5718,2938,13769,21582,9640,19680,13558,20337,9557,3458,5442,7265,23705,8583
5/15/2025,3780,4670,12267,3035,4783,13590,4250,7004,14172,4185,4031,14412,3618,4104,8756,3501,3290,2441,4494,-915,-4447,2532,2015,-8472,3714,2022,-3507,3027,3180,-8472,3780,4670,16375,3035,4783,17570,4250,7549,19656,4185,7112,12875,3618,6339,10261,3501,3996,3024,4494,-915,-6843,3027,406,-10958,4125,-473,-6823,3027,406,-10958,3497,15598,4289,15598,6121,16263,2687,12628,8462,16691,4526,16237,1962,10653,-3185,-6358,1850,4841,-1195,-6827
5/16/2025,98,1466,1721,98,1466,1721,253,-557,1721,-507,292,1507,-2675,-6339,-8869,-3293,-6550,-7076,-2139,-6697,-8070,-970,-1335,-3756,775,4,-3699,-4155,-731,-3756,98,1466,1579,98,1466,1579,253,1132,1579,-950,-855,1985,-1720,-7120,-23025,-3070,-4955,-17293,-2575,-8132,-14589,-4755,-3824,-2331,-3070,-8087,-10329,-4755,-3824,-2331,3111,1318,3111,1318,2882,1318,2616,1318,-6955,-8940,-6965,-8900,-7000,-7720,-6955,-7500,-6990,-8180,-6930,1852
5/19/2025,975,5197,10566,2050,3521,10461,2199,4307,9205,610,3766,9311,-1705,-830,-2488,568,1795,8492,1103,3273,10989,1205,1113,957,542,245,-4921,4480,4717,201,975,5197,10566,2050,3521,10461,2199,5219,10592,350,4501,11581,-1705,-535,-697,568,5260,8999,1103,3273,11391,4610,10947,32666,-389,2489,10671,4480,10332,32666,3477,8037,3433,7784,4052,7251,3797,7037,-4294,-6008,5815,5663,8926,11567,-2912,-2531,2970,-8440,-1031,-3315
5/20/2025,2180,9607,15587,2190,10552,16587,3010,10660,17712,3775,9655,15587,5472,9022,12093,7065,8023,4462,9740,11677,1830,9675,1039,-4728,4378,6962,5676,9650,4970,-4728,2180,9607,15915,2190,10552,16915,3010,11367,18040,3775,3390,14739,5472,9584,17948,7065,5154,7614,9740,11677,13847,9385,7735,-615,9785,10977,13847,9315,7645,590,8752,14276,9317,14276,9282,14276,8152,14276,6258,10462,5395,9970,14242,23084,4824,-919,860,6182,-530,-919
5/21/2025,1122,749,6278,22,1736,6694,113,-2225,6804,610,2049,4843,1978,739,-817,210,1845,499,1010,1087,642,6582,-1498,-7910,4308,5574,3126,6529,9799,16227,1122,749,409,22,1736,369,113,11,479,610,111,-5778,1978,2294,4906,210,885,-3710,1010,-420,-4020,6919,-5534,-21450,1391,-60,1165,6529,-6514,-21080,2689,8002,3712,8127,3357,7422,1721,6342,1380,-583,1525,1417,3908,9082,13725,8488,344,321,1364,9253
5/22/2025,4708,10019,11641,4925,8739,11641,4250,3917,11641,2998,5115,11641,6687,13162,21184,7817,9241,22274,13911,18383,7640,1365,4643,-1857,6316,4269,2347,9254,12315,-3951,4708,8294,10355,4925,7228,10355,4250,5603,10355,2998,4048,10963,6687,13162,20911,7817,17080,16546,13256,15645,7545,9254,14695,-13604,9953,15711,4700,9254,15810,-13604,10499,12276,9970,12276,8455,12276,10499,12276,10647,22854,13479,15856,15543,3863,-4336,-5467,3383,3544,4729,4831
5/23/2025,-895,760,4917,-855,-380,4917,-1525,-670,4917,1646,1182,4917,2452,-1076,-5095,1977,1183,-5007,2651,-527,-5004,-550,-3875,-7521,1560,1323,-3539,965,4975,-5116,-895,760,1154,-855,-380,1154,-1525,-380,1154,1396,-1370,120,2452,-3421,-9511,1977,-6479,-18488,2651,-4549,-10918,965,-3945,-21685,2406,536,-7074,965,-3945,-21685,-1525,-2572,-3085,-2572,-3085,-2572,-1525,-2572,-6990,-7191,-6995,-3902,-3535,-3132,-4365,-6130,-6250,-7830,-2285,-7364
5/26/2025,2540,2891,3157,2790,2891,3157,2045,3486,3157,2540,4571,3157,3341,6412,8782,2640,5030,3877,3650,5415,4634,1520,-3630,-5884,2596,3607,2038,-2250,-3953,-5884,2540,2891,3417,2790,2891,3417,2045,2891,3417,2115,5316,3263,3341,6412,8823,2640,4895,4375,3650,5415,5132,-2250,-5445,-11042,3650,5415,5132,-2250,-5445,-11042,-820,-3730,-820,-3730,-820,-3730,-820,-3730,-2084,-57,-3960,-4190,-3525,-3195,-6755,-6780,-1665,2752,-6495,-6780
5/27/2025,3060,5500,-101,3091,5279,445,2286,4627,483,3060,4370,-101,-737,-4580,-5958,2081,8580,5379,2357,12128,1224,2100,3820,3693,-393,1390,-5583,6201,8334,3693,3060,5551,1188,3091,5379,906,2286,3990,1521,1375,5315,134,13,6535,-886,2081,10316,6120,2357,12128,8907,6356,14307,26769,1459,11190,7904,6201,14307,26769,4996,-3445,4996,-3912,3428,1339,2246,-3445,-6180,-7945,8935,7680,9743,9115,9267,5112,-2340,-8945,11824,5112
5/28/2025,3410,5397,5535,5449,5362,5535,5208,1837,5535,3160,2795,5535,8672,8216,9343,7240,9864,7081,10951,15821,6599,-565,5018,673,5677,-1133,-110,3770,2605,673,3410,5897,4539,5449,5862,4539,5208,5902,4539,975,1400,1932,8672,11941,3555,7240,15309,12849,10951,14104,13918,6805,7845,11923,8715,13154,12843,6805,7845,11923,5273,2266,5273,2266,5273,2266,6098,2266,8942,457,11909,7070,13789,4029,10679,-674,294,1630,3313,-4024
5/29/2025,985,-785,-1411,1565,1770,1719,1741,2496,-311,1455,3637,-1411,2642,5374,16544,3202,8587,19331,2564,6011,18113,2447,8468,500,-47,5282,2904,6821,7814,3185,985,-785,-1411,1565,1770,1719,1741,2223,3077,1060,945,-311,2642,5374,16544,3202,5343,19331,2564,6011,18113,7006,8706,5817,1994,5189,15143,6821,9731,6422,-3005,-1845,-3040,-1845,-3040,-1845,-3135,-1845,7230,20045,4644,22061,9442,22344,11667,17385,6157,1451,8648,23601
5/30/2025,2690,7357,14405,1915,5883,15765,1105,763,15765,2570,4089,15145,2363,4217,8149,753,-1905,5791,2610,3980,9752,290,3225,13257,3560,3343,9510,-2605,-1042,17105,2690,7357,13585,1915,5883,14018,1105,5931,14018,1375,2209,6279,2363,4217,9490,753,2549,6739,2610,3980,8067,-2605,-408,-4001,2685,5335,12397,-2605,392,-2686,7912,15281,8563,13152,7399,13152,6793,15106,4135,6618,1915,5032,4945,10411,-4206,6505,-490,6877,-3542,11059
6/2/2025,-345,1123,1100,-345,1123,657,-345,-378,657,-430,-1193,1100,-2700,-4669,-5958,253,-3782,-4033,2083,-105,-1903,1280,16398,23861,1313,-4762,232,8183,17191,21052,-345,1123,1443,-345,1123,1443,-345,1123,1443,-745,-1543,-2836,-1986,-8931,-18381,253,-1000,-2490,2083,-21,-2473,8183,25096,52408,1024,119,-2473,8183,25096,52408,2703,4838,2703,4586,2703,4586,2203,4838,-6440,-7210,-563,-23,2885,-581,20483,27621,-6695,1132,20048,23166
6/3/2025,1426,4015,9323,2521,5843,9622,1948,5268,6485,1790,4758,9323,1425,1970,-3514,4490,5382,10997,3462,4120,11130,1657,-964,-2435,-3,38,-924,3290,7856,-670,1426,4015,11196,2521,5843,11640,1948,4074,8147,1566,4487,12624,1425,3918,6925,4490,6992,10997,3462,4120,13062,3290,4671,15429,3434,3194,13062,3290,4671,15429,6174,11046,5755,11011,4645,8119,7011,9141,2695,-5640,3431,8988,4460,12685,-1723,4021,-1450,-214,1417,-2397
6/4/2025,4080,-1120,-962,3285,-760,-962,2635,2160,-962,4593,4482,-962,4212,14294,25539,2682,8452,15573,5003,21069,18198,1200,-3449,5194,2822,4442,8503,6855,16863,5194,4080,-1120,-1373,3285,-760,-1373,2635,-760,-1373,5115,2942,6480,4212,14294,31309,2682,17987,21793,5003,21069,23418,6855,2545,9293,4432,20325,21911,6855,2545,9293,-84,-4120,-664,-4120,-664,-4120,-84,-4120,8705,4664,336,149,5749,-657,3856,-1841,12350,-2946,12795,-2461
6/5/2025,1320,2083,-2272,1345,1955,2607,1710,839,4879,860,770,-2272,570,12007,4823,760,8632,6256,425,9943,-1797,4241,15916,23718,1675,-874,5194,4905,9281,15216,1320,2083,-6520,1345,1955,-2510,1710,2734,759,890,24,-4744,570,12007,3515,760,8757,4162,425,9743,614,4420,7785,2394,415,3001,-3201,4405,7615,-86,1945,-723,3315,-1067,2497,3586,375,-723,11597,4192,8947,2938,5291,6593,14902,23323,6135,5328,11572,22125
6/6/2025,3383,5286,2963,4196,6803,2963,4570,10158,2963,2133,8172,2963,2595,3659,12084,4261,1728,8298,1613,2076,2955,265,-4561,-7643,1103,1244,5974,2935,-5913,-6800,3383,7160,-2071,4196,8158,-2071,4570,4482,-2071,2658,7061,10393,2595,3786,16472,4261,2749,8182,1613,3631,-999,4212,-3671,-39294,2465,1176,-1654,2935,-3671,-39294,-115,5825,-125,5825,-125,5825,-115,4935,7973,28281,1459,10742,4188,4267,-5895,-7487,6104,16776,-6667,-8253
6/9/2025,3514,2355,-1803,2987,2073,-1803,2643,5154,-1803,2677,3288,-1803,5040,5683,12119,2778,3008,-3959,2620,-2100,-306,-10,-6890,-7202,1602,6061,4694,-3380,-5869,-7202,3514,2355,-1809,2987,2073,-1809,2643,2868,-1809,2957,6029,4141,5040,5683,13825,2778,-2648,217,2620,-1429,-4165,-5855,-14037,-54975,2287,-2849,-3800,-6105,-14037,-54975,-3321,-3351,-3321,-3351,-3321,-3351,-3321,-3351,8664,11725,28,-6856,-802,-1799,-4604,-7175,3860,4286,-1890,-7175
6/10/2025,3210,3175,3048,3050,3400,2918,3145,1588,2848,2160,2397,-152,7521,12774,17785,5808,10321,19477,7512,12582,18613,4345,7969,6992,5319,3020,2631,7767,9269,8133,3210,3175,7085,3050,3400,6955,3145,2782,6885,1105,1498,-3820,7521,12774,17785,5808,13704,25971,7512,13115,26542,8083,17389,41304,6892,12144,21961,8083,17389,41304,2660,2337,2885,2337,2853,2337,3235,-313,11030,14856,11828,17511,18808,20342,12252,12658,4119,1980,9258,11589
6/11/2025,725,-2765,-5534,95,-3415,-6340,-490,-888,-5782,-25,-205,-5534,1177,-960,-1501,2210,-155,2058,-340,-2174,-2857,-730,-6500,-7088,-1760,5723,101,-755,5573,-4,725,-2765,-9893,95,-3415,-6975,-490,-1880,-6955,-480,-3330,-15215,1177,-960,-4140,2210,396,540,-340,-2174,-9906,1475,-9775,-21592,815,-2400,-7186,1115,-10525,-19819,-3975,-4221,-5470,-3450,-3030,-3725,-3975,-4221,570,1674,137,4181,-1868,-2415,-6500,-7958,-94,471,-6475,6912
6/12/2025,492,-2198,1522,945,736,1522,1023,4660,1522,1522,-905,3082,1895,2097,6393,-32,3269,8582,672,2287,18708,1548,2193,-3434,2059,-1130,-51,828,8359,19,492,-2198,1930,945,736,1930,1023,453,1930,1522,-639,2702,1895,3266,21943,-32,2169,7791,672,2287,19610,828,-3552,-31009,831,-864,18470,828,-3552,-31009,-5558,-7709,-5558,-7709,-5558,-7709,-5558,-7709,4910,4543,-4340,-1542,5542,6330,-1359,-7574,5525,-364,5595,289
6/13/2025,4075,5863,8790,4455,3374,10493,5455,5117,9521,3710,4478,7559,2425,2753,103,2932,1347,-1872,1736,12,-5540,3055,-5700,-7893,1014,6465,10586,6204,5721,3259,4075,5863,2832,4455,3374,4694,5455,6010,4926,5156,6204,6119,2425,2553,1169,2932,922,-2922,1736,65,-3894,6307,10950,-4911,1176,528,-4918,6451,11285,-6301,1217,4410,1007,5410,3012,4840,2067,4410,1272,-329,942,-7280,-286,52,-5298,-3800,2209,7560,693,4163
6/16/2025,1232,1372,1760,1642,2432,1760,860,886,2455,732,633,980,2737,-3221,-4686,2288,-1718,-4171,55,-5896,-7668,2935,3782,1993,-978,2027,-499,1945,1862,4338,1232,1372,2148,1642,2432,2148,860,945,2843,732,943,5027,2737,-7117,-12388,587,-9000,-15590,-1424,-10283,-25655,1585,-10458,-44584,-493,-5723,-25655,1585,-11728,-44584,3907,2832,3907,2832,2362,2832,2887,2832,-2466,-1963,-1936,-4023,-6702,-5989,-2605,-1460,-403,4325,-1666,-4912
6/17/2025,-480,-970,-2130,-565,-645,-1506,-430,-455,-1866,70,1685,-2130,120,1203,-5971,681,256,-7817,1756,-6340,-8997,-995,-4917,-5761,-1428,-339,-597,2830,-58,-2598,-480,-970,-2130,-565,-645,-1330,-430,-280,-1525,-480,-900,-3860,120,2067,-1394,681,-92,-5513,1756,1575,-4298,3345,-10110,-34595,137,-430,-4298,3030,-10110,-35245,-290,-809,-1530,901,-730,116,-290,-809,-205,-8015,-103,-8934,-6759,-8999,-6885,-4932,4133,-874,-6985,-8467
6/18/2025,1130,-1765,-4484,734,-1957,-3529,473,1373,-4744,1025,1620,-4484,-1005,-3701,-4092,-3060,-4860,-287,-2605,-3447,921,-745,-2930,9357,-291,2303,1209,-1915,2451,9927,1130,-1765,-7167,734,-1957,-6212,473,-1972,-7427,742,-1244,-8484,-1005,-3338,-17167,-3060,-12020,-18108,-2605,-4804,-12066,-855,-13380,-18038,-1411,-5913,-8966,-1030,-13380,-19163,-223,5918,352,6688,2844,7828,814,5918,421,2516,-2001,5271,-2309,-71,-803,2862,1013,8018,-3283,10800
6/19/2025,-45,-1823,-334,205,-1423,-334,205,-569,-334,-1010,350,-334,3940,5123,7165,4286,7169,8311,4696,6249,9021,2470,4215,2445,1875,2114,251,5816,9505,2445,-45,-1823,-334,205,-1423,-334,205,-1423,-334,680,-1980,-1805,3940,5123,9030,4286,6719,10664,4696,6905,11374,6894,17069,33159,5851,6905,11374,6894,17069,33159,-6270,-7290,-6270,-7290,-6270,-7290,-6270,-7290,4460,6590,2330,1498,905,30,-3220,-6910,-1440,-215,-2330,-6910
6/20/2025,1061,-3217,-3284,341,-1432,-6696,-495,-989,-6136,156,545,-3284,2019,5707,4593,3010,5582,13347,1955,2982,4948,-580,-4403,-5472,1815,1777,2081,7853,19890,-5472,1061,-3217,-5189,341,-1432,-8443,-495,-3795,-7756,706,-2105,-2249,2019,5707,5166,3010,4372,18440,1955,783,9610,7343,8211,23557,2315,290,10941,7853,8006,25522,-954,-4305,-2529,-4305,-2529,-4305,-954,-4305,6494,11971,7922,17347,14004,10403,-6781,-8232,6467,1646,-4864,-8232
6/23/2025,2448,2025,7887,1360,2355,7398,968,-221,4334,1615,2178,6547,3460,7428,12196,3715,4880,12981,6365,12102,12679,2310,11790,18617,4662,4822,6789,5705,6490,19486,2448,2025,7940,1360,2355,7689,968,239,4625,1615,2220,650,3460,7428,13113,3715,7430,13206,6365,11646,16350,7120,19205,48154,5535,10205,15655,7000,19205,48154,4362,9286,4973,9261,5090,9487,2820,7946,6935,11634,8965,13932,12469,12950,14436,17364,2057,5257,8041,19782
6/24/2025,3706,4190,5372,3451,4250,5372,2572,5551,5508,3551,3995,5372,-3880,-6870,-8930,-880,584,-3343,3067,5392,-2663,7478,26687,375,535,-2875,723,11361,18843,375,3706,4751,8836,3451,4258,8836,2572,4263,8731,3551,5661,9911,-1750,-4070,-11435,-880,1965,-1161,3067,5392,312,11586,23730,39670,1920,5392,312,11361,23730,39670,4803,6641,4803,6641,4803,6641,4803,6641,-6485,-8990,-304,-275,1104,60,4805,2949,-6355,-389,26914,-1120
6/25/2025,395,3178,413,1247,2916,191,486,5078,1812,380,5230,413,-975,-4485,-6258,125,-315,-8415,-145,208,-8000,-785,-2341,-4534,-496,873,-8710,3159,-4029,-4534,395,3178,-336,1247,2916,-410,486,3020,1344,-285,2243,6939,-540,1330,-2740,125,-1245,-6005,-145,208,-2327,3159,6174,-32007,-670,-219,-3174,3159,6174,-32007,-2850,2301,-2850,2301,-2850,2301,-2850,2301,-4440,-8905,-4560,-8300,-5200,-8905,-6043,-7400,-1915,-8265,-6718,-7400
6/26/2025,1465,-36,32,720,180,32,-70,200,32,650,-1200,32,-2627,-5965,-6315,-1715,-6665,-3606,-550,-2462,-6407,-675,10797,4384,-3487,-1937,-1359,4665,15736,12997,1465,-36,2249,720,180,2249,-70,180,2249,-25,-1560,-5050,-2425,-8920,-17845,-1715,-4165,-7275,-550,-2462,-4782,5665,18079,42783,-2030,-3065,-4782,5665,18079,42783,737,-681,717,-681,702,-681,737,-681,-6960,-6550,-3085,-7168,-298,-1195,4395,-3211,-6725,2296,5282,14145
6/27/2025,-650,228,9938,68,-90,9803,-897,1802,10778,-585,5935,9938,-366,-1719,-1609,-3280,-6605,-4377,-2500,-6014,-3097,-995,-6896,-7884,1610,2125,1297,-5972,-4950,-6349,-650,228,8244,68,-90,8109,-897,1660,9084,-585,2007,4946,-366,-1719,-387,-3280,-7625,-13185,-2500,-9214,-18066,-7957,-30725,-60290,-1925,-6574,-12819,-8117,-30725,-60290,4139,12595,4184,12595,4184,12595,3689,12595,3040,6840,-3943,-1723,-4975,-4098,-4920,-6486,2935,2454,-4755,-5591
6/30/2025,2491,2799,-4565,1796,-973,-4565,-485,683,-4565,1181,5513,-5595,3400,2129,-6411,6226,5169,-548,4229,4056,-8891,3260,7520,9018,3678,4045,3273,10416,10175,9018,2491,2799,-8117,1796,-973,-8117,-485,-1197,-8117,-429,-1404,-3709,3400,8355,1286,6226,7113,-12232,4229,1100,-24288,13331,3830,-58200,3879,2180,-24288,13246,3650,-58200,2225,-3285,2033,-3285,1987,-3285,2230,-3285,3727,-1050,1321,-5204,-4455,-9000,-3492,-4485,287,-2101,9690,-1706
7/1/2025,4030,3872,5179,3980,3689,5756,3260,3384,6338,2730,4103,5179,5695,8835,16246,4530,6588,11487,4665,6503,12495,-585,-3811,-3205,2480,1717,2561,970,1605,-4680,4030,3872,5631,3980,3689,6411,3260,4515,6381,2480,2860,9184,5695,8615,24001,4530,5935,13786,4665,6907,18998,2275,2560,-2999,4120,6902,21496,2275,2560,-3953,7899,8063,7829,8063,6484,8063,6932,4658,7017,30552,2595,19294,3863,22597,-5724,-1800,3899,-531,-4424,-1805
7/2/2025,1248,1058,5517,369,1390,5803,291,-1151,6014,1513,1099,5517,3123,-3205,-4950,3049,5734,3462,6781,15751,208,-585,8679,7997,-1185,-4420,-6985,6663,6676,7997,1248,1139,8731,369,1504,9043,291,1836,8969,95,-806,6239,3423,6938,-7477,3049,8114,8129,6781,16099,7854,7555,29768,65715,5148,17279,7854,7555,29768,65715,4034,6929,4009,7539,4241,7539,4034,6929,-5790,-6038,872,1541,942,-3065,5885,2156,-6775,-7705,10607,2156
7/3/2025,2540,2954,4890,2562,3360,6011,1957,3712,5675,2537,2954,4890,445,53,-1938,1880,1265,3415,1810,384,4725,490,6710,7544,2510,562,-3548,2030,5639,11964,2540,2954,4890,2562,3360,6011,1957,3611,5991,2502,3669,4890,445,469,1074,1880,2990,5025,1810,1555,1910,2515,2510,5750,1390,485,1910,2030,2510,5750,2185,3024,1988,3939,2469,3939,2185,3024,-1275,-3605,-717,-3540,-990,325,2645,4478,-970,-4400,3860,9290
7/4/2025,220,-685,-2700,220,-685,-2700,220,-1395,-2700,-295,799,-2700,-205,-1072,-2845,-630,-4150,-3025,-125,-1285,-1935,1930,-2115,-4785,1925,1710,-6605,-2370,-1485,-4785,220,-685,-2700,220,-685,-2700,220,-685,-2700,-295,-1325,-3260,-205,-1072,-2065,-630,-2030,-4345,-125,-1285,-1935,-2370,-6320,-16540,-125,-1285,-1935,-2370,-6320,-16540,-2995,-4870,-2995,-4870,-2995,-4870,-2995,-4870,-2165,-1480,-5295,-7890,-5120,-5485,-6975,-8700,-1025,-6605,-7000,-8700
