,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
9/7/2023,-165,1437,622,-165,1437,622,-165,246,622,-665,1040,622,-416,-307,-3642,143,5484,3619,-999,5369,1080,375,2706,-2884,-711,-1543,351,-2155,6752,-2884,-165,1437,1359,-165,1437,1359,-165,1427,1359,-375,-125,5834,-416,-355,-4046,143,3147,1162,-999,5466,-4628,-2155,16215,8493,-1269,6989,-3039,-2155,16215,8493,3391,1058,3391,1058,2101,1058,3391,1058,-4315,-5909,4195,3819,1311,-1057,-3763,-7726,-6805,248,-138,-7726
9/8/2023,-385,-1745,-2750,360,-1935,-2555,885,-4250,-702,-635,149,-2750,-1200,-3890,-8110,-2620,-1589,-8920,-2381,-6208,-8270,-1000,-5045,-6174,-1215,1262,-5385,-3895,-4240,-6563,-385,-1745,-2750,360,-1935,-2555,885,-3155,-45,265,-3710,-4615,-1200,-2050,-8305,-2620,-3925,-15685,-2381,-8480,-17937,-4503,-22860,-65155,-611,-7555,-17937,-3933,-21020,-65155,-2120,-1485,-2120,-1485,-2155,-1485,-2120,-1485,-5826,-6384,-5785,-6015,-6255,-8365,-6580,-8237,811,-8975,-6065,-8794
9/11/2023,-870,-706,-712,-1640,-706,-712,-1640,242,-712,-1075,-1333,-712,-1395,-5845,-9000,-3336,-6428,-8996,-4510,-6993,-8996,-680,-6999,-8977,-765,-2952,-2234,-6000,-6926,-8977,-870,188,-650,-1640,188,-650,-1640,188,-650,-10,5401,692,-1395,-4455,-11475,-3180,-5622,-17510,-3780,-3113,-14173,-8755,-15469,-27334,-4465,-813,-14173,-8755,-15469,-27334,-271,-4228,-271,-4228,-271,-4228,-271,-4228,-5251,-8580,-6550,-9000,-6605,-9000,-7000,-9000,-6585,-8870,-6880,-9000
9/12/2023,913,115,-2915,860,115,-2915,960,-571,-2915,195,738,-2915,1939,-1272,-8699,936,-72,-1629,1818,2216,558,1662,9718,18826,2176,71,-4517,4183,9718,18826,913,115,-5520,860,115,-5520,960,100,-5520,1705,-397,-7490,1939,-1272,-7862,936,2679,471,1818,2739,1876,5198,16400,42687,1639,2370,718,5198,16400,42687,-2717,-3542,-2717,-3542,-2717,-3542,-2717,-3542,-3816,-8960,2266,2074,2030,4066,7436,15824,1372,-767,3781,20330
9/13/2023,70,-912,4334,-100,88,4334,1510,1741,3511,-200,1257,4334,3035,6786,17911,1189,3349,1629,1182,3964,9061,3428,-2221,-5138,2660,11312,5332,3797,-1872,-1245,70,-912,3565,-100,88,3565,1510,1543,1484,1145,1595,3723,3035,9402,29178,1189,2950,2252,1182,3964,9490,2414,-14343,-44965,1869,5074,8675,2244,-12218,-44965,2038,8183,4293,8183,3603,5952,2038,8183,-1438,8527,-1540,-4849,271,345,-4719,-7752,7808,-248,-2239,-8942
9/14/2023,4642,5164,187,4570,3677,187,4615,3599,187,4642,5457,187,2649,5185,2435,2067,6086,4178,3755,2842,-1682,-945,-6640,-7237,960,-787,1234,4172,-6640,-7237,4642,5164,264,4570,3677,264,4615,3996,264,3212,4288,3273,2649,5185,8298,2067,3942,3354,3755,2849,-1608,6911,4502,-19921,3070,2849,-1608,6911,4502,-19921,-1530,-5972,-1520,-5972,-460,-5972,-1530,-5972,3030,344,3857,2165,2431,1122,-5923,-8237,2760,-150,-5168,-6618
9/15/2023,1560,-1718,-1746,-290,-847,-1899,-1165,-2297,-14,1000,-2494,-1746,-1345,-3013,-6063,3055,5660,636,4530,8085,-3098,817,24181,-3001,565,7,-154,10089,23781,-3001,1560,-1718,-1362,-290,-847,-1407,-1165,-1319,478,320,-1344,-4678,-1345,-3013,-8863,3055,4010,726,4530,8085,-931,10934,27501,4265,4972,10300,1209,10975,26851,3470,-1004,-882,-1004,-882,-1004,-882,-1004,-882,-4373,-3900,-1034,14103,-2334,15829,-6606,-2578,-175,36,-4711,-2578
9/18/2023,-1411,846,9705,-436,1604,9705,-1236,1597,9705,-1565,-1766,9705,2722,410,2721,384,-5011,-6819,1203,-3389,-6882,44,-6610,-8938,2059,2218,4171,-5777,-6198,-8938,-1411,846,7527,-436,1604,7527,-1236,1620,7527,279,-789,11495,2722,1688,14773,384,-7298,-3865,1203,-3389,-745,-5777,-22631,-57113,1679,-3389,-745,-5777,-22631,-57113,3755,2793,4544,2793,4569,2793,2730,4423,7129,1541,-3021,-4945,-6976,-6067,-6745,-8410,2868,93,-6889,-8410
9/19/2023,126,-374,1322,-50,-1070,1369,375,-1973,-492,245,210,1322,1583,653,-57,215,3711,406,770,1268,-4287,1092,-6513,-4680,788,1253,4466,-3316,-3904,-7922,126,-374,529,-50,-1070,576,375,-637,-2965,95,-210,-2802,1583,653,507,215,3494,2651,770,1268,-4606,-4931,-6495,-32933,475,1067,-2536,-4936,-6495,-32933,-1105,-1697,-1122,-1697,-590,-1697,-1105,-1697,2150,-1516,2673,-1199,2896,-8960,-4344,-8897,34,5013,-4645,-8017
9/20/2023,670,-1844,-8312,560,-2061,-8312,495,-740,-8517,940,3351,-4484,-872,-3239,-6709,786,19698,17181,2115,-1450,31937,8295,17639,29083,1765,1573,-7010,13427,16857,27096,670,-1308,-7261,560,-1343,-7461,495,-2047,-6646,2565,619,6483,-872,-4660,14361,786,3387,31812,2115,-1450,32661,13907,28355,48072,1435,1471,34206,13427,27775,46317,385,-1364,-130,-2029,-300,-398,385,-1364,13801,-8995,1946,7627,19414,13088,21245,35948,787,-8850,17035,33127
9/21/2023,1090,2381,-2658,917,2511,-2728,1305,820,-2728,2405,4215,-2658,4383,1163,-4900,3232,3206,3509,3146,2578,-3931,2346,15592,18698,3039,3476,2889,7639,13725,18698,1090,2682,630,917,2646,560,1305,2563,560,650,1495,-2655,4383,1163,-4687,3232,4745,5116,3146,2578,-1922,7794,17117,27554,4243,2226,-4102,7639,16372,27554,625,-1024,625,-1024,625,-1024,625,-1024,1648,-5635,4072,1311,1530,3775,16445,24853,-862,2239,9150,22985
9/22/2023,1390,5816,4323,2040,1800,5156,2029,3133,3526,1091,4108,4323,3969,7703,7746,2035,2627,1066,2241,6427,-3127,-800,-6980,-3864,1715,2370,4060,-5840,-6940,-4219,1390,4917,3340,2040,1800,4115,2029,1470,2485,1091,4707,-60,3969,7703,8463,2035,4978,162,2241,6875,3480,60,1291,-5488,785,3066,3507,-85,-4124,-5843,3204,2785,3154,7210,3709,10727,2409,2785,8852,10164,8434,4023,6179,9902,-4560,-1614,4310,6179,-6980,-2119
9/25/2023,2930,5328,4296,1580,2510,4296,1690,1059,4296,1967,5162,4296,2788,5801,9808,2835,3552,3846,4888,9842,10822,215,5180,571,1255,4550,5324,3200,195,571,2930,3334,-6400,1580,2510,-6400,1690,3754,-6400,1325,2744,1060,2788,6015,7958,2835,5652,6699,4888,10182,13734,3290,11975,27524,4183,9567,12209,3290,11975,27524,10083,1255,9278,1255,6340,1255,10083,1255,4531,3662,3290,2808,5357,7959,4820,3087,-835,1558,5990,5247
9/26/2023,-1145,-215,-6880,-1285,-310,-6795,495,-1805,-4795,-1145,-255,-6880,1801,1373,-108,4203,12201,-1962,1572,9944,2605,1845,32181,7819,1822,3925,-5354,10458,31981,7819,-1145,-1220,-8295,-1285,-1315,-8380,495,-1265,-6285,-2245,-2835,-12365,1801,1596,-2106,4203,10962,5131,1572,10577,6598,10948,41157,37803,1832,8868,4853,10893,40957,39938,-940,-4469,-940,-4469,-890,-4469,-940,-4469,-1745,-1272,5003,3781,9770,21811,24511,1808,4120,-7219,17829,912
9/27/2023,1315,6722,3411,1460,7517,3421,1370,2717,3421,2450,6937,3411,4939,10298,11071,4360,8284,15198,6651,12452,19888,660,15527,-6643,5200,4495,8146,6365,15012,-6643,1315,6722,3142,1460,7517,2978,1370,5837,2978,945,3457,1288,4939,11583,20001,4360,11061,11817,6651,12452,20104,6365,21503,19780,6490,11952,19170,6365,20843,19165,6389,1780,6314,1780,6139,1780,6389,1780,10700,18003,9565,15315,15564,21279,15429,3504,3947,6368,3259,8054
9/28/2023,973,-3905,-6987,-1240,-3885,-6432,-1260,-4321,-5332,478,-4150,-6987,1470,2740,-5865,2137,5732,-2089,2036,2512,-3719,-85,-6443,-6571,2325,553,146,1558,-5975,-6571,973,-7852,-11351,-1240,-7832,-11072,-1260,-8130,-9208,210,-6920,-11410,1470,3675,5707,2137,4907,-2906,2036,3338,1583,1558,-1047,-7589,2665,4331,-1246,1558,-1047,-7589,-2825,-5948,-2840,-6182,-4270,-6182,-2825,-5948,3511,-652,5266,-969,844,527,-5983,-7714,1223,2211,4589,-7752
9/29/2023,-175,1271,-299,90,2032,651,673,1442,836,340,2612,-299,85,546,-5889,-245,3230,-8920,-270,817,-8985,-940,-6825,-6788,415,5269,-1110,2996,5668,-6788,-175,1271,144,90,2032,1094,673,2702,1279,20,930,-2165,85,3020,20,-245,5585,-2140,-270,1940,-8910,3199,-1844,-21102,275,5240,-2700,2999,-1844,-21102,5141,3766,5948,3766,5948,3766,4781,1852,-97,-8665,-90,-8745,-4885,-8960,-5515,-8970,974,1900,-5015,-7615
10/2/2023,685,5452,2694,1023,3013,3395,1420,3337,4370,2325,5034,2694,3851,5549,3357,6452,8031,2469,2148,5174,4855,-20,-4415,-5171,1985,8587,7552,591,-5048,-5171,685,5452,2393,1023,3013,2358,1420,3974,2085,2055,3726,6339,3851,4759,8112,6452,389,-1516,2148,5174,3349,676,-4757,-11621,2670,5134,4002,591,-4757,-11621,2160,3634,1255,3570,3147,1831,2499,3634,5561,4980,4860,1783,1290,-2904,-3963,-1509,4992,7614,-116,1036
10/3/2023,1347,1180,-1063,652,860,644,1637,2435,639,1347,4629,-1063,-2252,-685,-5872,397,2530,9344,460,7490,6356,-820,22086,15115,-97,-318,-6882,12232,24426,17410,1347,2540,1906,652,2220,3768,1637,3150,3467,-995,-1250,2455,-2252,-1635,-1909,397,5700,11695,460,7833,10713,12647,25603,115227,860,7133,12126,13302,25203,114207,5645,2334,5635,2138,5516,2063,5645,2334,-2232,940,9360,9285,9344,16988,26936,15520,935,-5914,14236,18320
10/4/2023,695,-200,-2609,-835,-170,-1985,-890,1210,-1609,-35,-575,-2609,3240,7899,6011,3704,4369,4402,3904,11395,3590,935,9154,9417,1610,-561,3151,4470,6190,6931,695,-200,-1685,-835,-170,-1630,-890,85,-1685,-865,-1230,2403,3240,6374,-2717,3704,5135,4786,3904,11395,3590,4470,12089,30701,2835,13000,4483,4470,12089,30701,788,144,721,-206,966,-261,788,144,3700,9469,6155,6079,11178,6924,9785,17811,1236,2194,5068,14241
10/5/2023,700,1930,4505,1586,3781,4501,1865,2347,3312,1120,825,4505,1714,-772,-7277,84,1260,-7129,-374,-2592,-8591,470,-5484,-7295,1770,2001,3213,-4835,-3620,-7295,700,1930,4505,1586,3781,4501,1865,1375,5657,945,573,-711,1714,-1160,-4361,84,-7035,-11550,-374,-2592,-12959,-4810,-10610,-49763,-589,1470,-8512,-4810,-10610,-50253,3750,6210,4065,6402,2515,6402,3750,6210,-352,-2034,-2699,-2321,-5940,-7767,-6029,-8642,4050,1236,-5291,-6757
10/6/2023,2638,5192,10921,2698,5187,11086,2890,4865,10258,2908,1118,10181,-5800,-6940,-5190,-440,-4610,-8295,340,-4484,-7300,3630,9270,-1859,-3793,-6940,-5190,6541,4754,-1859,2638,5192,11287,2698,5187,11478,2890,6029,11352,2908,2018,9125,-3660,-6250,-13525,-440,-2770,-2125,340,-1010,5165,6792,9627,45227,-660,-520,5165,6792,9627,45227,5712,11686,5429,12168,6587,11710,2977,9868,-6750,-7490,-2912,-5638,-2347,-8995,8898,431,-6750,-7490,11590,431
10/9/2023,310,2025,1094,310,2015,1094,-320,450,1803,-190,4614,1094,2613,-877,-23,3078,3421,4164,3232,2252,2953,1570,13591,10418,2023,673,1519,4792,13585,9488,310,2025,3524,310,2015,3524,-320,630,3674,-1085,-215,-2335,2613,-592,-16,3078,2240,6577,3232,2252,4094,4792,14325,25381,2805,4367,2601,4792,14325,25381,825,-114,935,-114,935,-2132,825,-114,-3353,-7584,3633,1125,727,-119,10867,7147,737,-51,10098,7182
10/10/2023,2598,4204,-2370,922,4113,-1443,2664,4389,2098,3162,3957,-2370,4471,2452,1378,1566,1704,-136,2909,-2541,-3890,2843,-6920,-6836,2006,3227,9613,-3588,-6350,-6836,2598,4204,-8272,922,4113,-7272,2664,5808,-5347,3975,4434,2843,4471,2452,3922,1566,-444,572,2909,-2541,-3553,-815,-8522,-30665,3536,-1199,-3017,-815,-8522,-30665,2389,-2784,2260,-2174,4274,-2037,2389,-2379,5370,9320,1141,3893,700,1991,-1140,-4838,1556,7647,777,-4838
10/11/2023,2105,-681,-1030,1023,-706,-995,385,475,-1040,1530,-237,-1030,1024,4274,1009,-145,1095,-1361,906,-1053,-2884,1295,2067,-1537,3839,942,5080,3372,3258,1163,2105,-681,-2185,1023,-706,-2150,385,-761,-3766,-535,-992,3369,1024,5255,7367,-145,2200,-1035,906,-1053,-2586,4179,87,-37058,3032,-349,249,3372,87,-34878,2652,5054,2652,5054,4428,5054,2652,5054,3364,-2241,4261,684,4057,-3841,1511,3773,1265,4588,1827,2677
10/12/2023,1345,4293,5827,1315,4808,5879,1760,5288,7867,370,4768,5827,3860,10113,9349,1735,3370,-4722,4035,6908,-1526,-355,-3058,-2532,3532,9517,4951,-2870,-7000,-2532,1345,4293,6399,1315,4808,6249,1760,5690,6795,1500,4603,1338,3860,10113,10681,1735,3530,-6930,4035,6908,-1925,-3111,-12655,-37530,3995,6415,-3905,-3111,-13010,-34790,5468,9088,3713,9435,4918,9108,3383,7248,8767,8318,1597,-6914,5455,-372,-1791,-7131,5860,3833,-5105,-7713
10/13/2023,1625,999,-5883,1865,728,-5883,1795,1657,-6813,1565,1390,-3973,1580,616,-1373,995,2971,1388,1645,3726,-2087,-980,13811,-7420,-945,-1858,-1697,9935,18636,-7420,1625,999,-5685,1865,728,-5685,1795,1977,-6410,380,-353,-525,1580,-396,-4522,995,1725,2615,1645,3726,2263,10135,23540,40864,1209,3532,1460,9935,23930,41669,5773,-8004,5773,-8004,5773,-8004,2188,-8004,5028,4555,8458,1366,5100,855,8138,-7736,-264,-724,13779,14995
10/16/2023,2956,4223,-1737,4043,3930,-1737,3038,6816,-1737,2175,4954,-1737,1944,6295,5652,2869,10301,12241,4272,9876,9438,1775,14610,1917,1840,4376,-1325,7479,29736,2939,2956,4223,-1737,4043,3930,-1737,3038,4930,-1737,149,4048,5749,1944,7039,14071,2869,12132,15682,4272,14257,19378,9236,41587,45476,3113,14154,18423,9236,41587,45476,-5522,-3870,-4522,-3870,-4522,-3870,-5522,-3870,3591,2617,5755,10163,5477,4372,10100,5387,1345,-2129,13341,15803
10/17/2023,621,-645,697,111,-565,697,1196,2429,1312,-100,-1140,697,2049,1768,3340,-1422,-3595,-7520,-1453,-4428,-3914,-805,-6745,-8430,1017,974,3460,-5638,-1943,-8430,621,-645,3557,111,-565,3557,1196,80,4172,1117,750,658,2049,2295,10028,-1422,-7360,-11485,-1453,-5028,-12712,-11120,-26920,-76870,-1067,-5028,-12712,-11120,-26920,-76870,865,1269,865,1269,1880,1802,865,1269,7331,12366,-3650,-3495,-1245,-1505,-6895,-8765,2010,1350,-6885,-8765
10/18/2023,3308,5782,5997,3166,4511,5997,2421,2320,6912,4223,3780,5997,2596,4700,-8771,2440,3136,411,1210,7568,6855,4564,26665,39609,80,-279,-3809,6025,20658,38047,3308,6380,7465,3166,4511,7465,2421,5554,8380,3723,5519,7462,2596,4700,-14720,2440,470,-2310,1210,7568,4780,6140,30657,55972,80,3145,1865,6025,28367,54222,6180,4302,5035,4302,5840,4302,5035,4302,-1759,-7285,-1340,-1369,4400,4590,31804,50532,5534,-4149,21544,48621
10/19/2023,3440,16801,13880,4363,8197,10570,3386,5303,9507,3240,15093,9005,4918,2861,12670,6048,9836,32205,6352,10916,6867,2990,38398,46416,5463,673,2461,5915,31564,49798,3440,16801,14199,4363,8197,11121,3386,6060,6065,2590,5768,3298,4918,4830,8447,6048,8770,19499,6352,12396,14011,5955,41248,58958,5920,11921,14441,5915,40813,57418,5985,5715,4390,4069,4232,4069,4552,3392,3331,6848,9430,21217,12776,13053,36707,46396,6267,3607,32737,42178
10/20/2023,3350,2800,5603,3204,3323,7506,3399,1376,3743,2100,4748,5603,3767,7384,11371,3542,1477,16054,5362,10080,10402,2735,7906,18537,1977,4209,2516,9843,10954,18537,3350,2800,6355,3204,3323,7538,3399,4055,3240,2155,265,7404,3767,7384,11896,3542,7036,18062,5362,10716,24321,10961,23179,70326,4768,11481,19901,10861,22969,67856,7777,10444,8555,10444,9236,8822,7777,10444,5579,9162,9277,19310,9783,18451,11327,22597,3240,7026,17926,21841
10/23/2023,4342,8885,17567,4314,9740,17567,4993,7104,17517,4957,9368,17567,870,-2093,-5870,2525,-1570,868,3050,4311,1034,1765,5844,-5226,1500,3657,-5557,4392,6073,-5226,4342,9415,20858,4314,11034,20858,4993,11074,20808,5067,10997,25513,1170,-1267,-5262,2525,2700,-860,3050,4311,-788,4447,7071,2474,1995,6362,-2788,4392,6171,2474,9920,18926,10774,18926,11770,18876,10060,18926,-3835,-6303,3275,-4123,-2400,-4151,4711,-3030,480,-5893,5950,-3030
10/24/2023,1095,4825,8749,1085,4860,8749,1080,2680,8744,1065,4054,8749,736,3322,4160,-150,1330,2826,512,5978,4899,2255,4535,-2623,1607,-667,3597,-650,10183,-2623,1095,4825,11019,1085,4860,11019,1080,4815,11014,770,1495,5499,736,3322,5710,-150,884,1961,512,4430,5111,-5615,-6174,-11684,-219,4430,4152,-5615,-6479,-11684,4657,11706,4607,11706,4892,11701,4657,11706,792,3653,1193,6848,2944,4373,4990,2048,644,4048,9579,-2354
10/25/2023,-10,-1115,-2047,-95,-420,-2317,-132,-2595,-2422,610,-625,-2047,-1774,-6653,-8404,4090,4928,-1297,778,-768,-6810,7694,14887,25532,96,2529,-1099,10413,7329,25532,-10,-1115,-1390,-95,-420,-1660,-132,-554,-1634,80,-3755,-6283,-1774,-5550,-16477,4090,3688,1153,778,-368,-7959,10598,20515,41219,2606,2020,-5634,10413,20515,41219,-1480,-4589,-1480,-4589,-1480,-4589,-1480,-4589,-6570,-8067,-642,-4693,-1025,-6777,16554,15306,-44,2175,19462,15633
10/26/2023,1768,882,-876,2191,337,-876,406,7471,-996,788,9811,114,5514,9665,6663,3337,4714,10743,4101,4310,21558,985,-5753,-4384,2929,3905,6121,5066,523,1685,1768,882,-486,2191,337,-486,406,257,-606,498,-2534,-3955,5514,9938,27841,3337,7361,14237,4101,4802,20257,5066,-9388,-1606,4341,5922,21652,5066,-8364,-4056,2509,5326,2509,5326,1054,5326,2509,6316,14713,9770,11250,17676,12041,23425,5351,-6824,4716,-1662,5656,512
10/27/2023,435,1549,1243,530,1489,1178,1389,2102,1178,0,2781,1243,1668,3291,-6814,829,7327,-8040,486,13051,-7896,190,-6434,-8990,1237,-578,2504,770,1070,-8990,435,1549,-2199,530,1489,-2264,1389,1509,-2264,65,1662,594,1668,3291,-3879,829,9096,2025,486,13386,-5265,3295,9273,-17298,665,12009,-6265,3220,9103,-17298,2187,5055,2187,5055,2187,5055,2187,8180,2069,-2328,6340,9295,-5775,-8545,-6684,-4442,2217,6010,-6031,-5778
10/30/2023,-1635,910,2028,375,2569,-95,-515,3040,-3497,-1635,-495,2028,1932,8367,8573,290,2506,-2559,1960,7996,981,-915,-2441,2002,1345,7150,6014,-3406,-1251,2002,-1635,550,5075,375,2435,5970,-515,-900,2515,-30,4082,4823,1932,8367,11142,290,3080,-6758,1960,8490,1076,-3351,-3821,-41500,1340,3675,5826,-3406,-2631,-41500,1550,-2460,-245,-4169,-27,-5394,1550,-2460,8691,14067,4466,4722,5854,3179,-4913,-7106,7059,7904,-3320,-7141
10/31/2023,-4455,-6477,-7713,-4455,-6477,-7713,-4455,-6018,-7713,-4455,-2621,-7713,580,-5091,-7277,1304,-385,-2869,-1895,-6236,-8445,-935,-2415,-2529,-841,-938,-4684,-4015,5343,-2529,-4455,-6060,-10085,-4455,-6060,-10085,-4455,-6060,-10085,-3630,-7000,-13200,580,-4867,-10082,1304,-3890,-1224,-1895,-6236,-6426,-3535,-5295,-2430,-1860,-6796,-7221,-3535,-5295,-2430,-6140,-8910,-6140,-8910,-6140,-8910,-6140,-8910,-2562,-7860,-4685,-3800,-2753,-4363,-5290,-8975,-5532,-5838,-4255,3624
11/1/2023,1865,170,-1778,300,170,-1778,300,-87,-1778,745,961,-1778,659,14884,10114,1810,2713,2379,1443,6888,2598,2055,7336,13079,-315,1909,-3771,5140,5135,6589,1865,170,-4584,300,170,-4584,300,-1776,-4584,890,-135,-4968,659,15052,790,1810,2035,4036,1443,6325,5495,6160,14250,38238,1390,5265,1809,6170,14785,35988,28,4894,203,4894,203,4894,28,4894,318,436,3088,7659,5144,4026,11012,20200,-2580,-3489,8856,10597
11/2/2023,-624,28,971,-1314,28,971,-664,-1410,971,-889,-1026,971,324,-2374,-3311,1706,1396,6239,1516,4353,5221,500,7590,2220,-65,306,57,2607,2313,2220,-624,28,4967,-1314,28,4967,-664,28,4967,-1305,-744,-746,544,286,5824,1706,2871,8142,1516,5300,14189,2607,16163,39089,1516,5300,5859,2607,16163,39089,-367,-5526,-367,-5526,-367,-5526,-367,-5526,-2741,-4981,2034,4008,2975,7279,671,3997,-1341,1943,-4305,3997
11/3/2023,1860,1207,-6,1830,2771,-522,2138,2003,-462,2119,600,-6,912,-762,-3741,1154,-159,-7,5276,2710,6444,4455,4615,-7090,1602,-3121,-2935,8379,2489,-6334,1860,1207,3400,1830,2771,3033,2138,2555,3093,1934,180,487,1109,2639,5944,1154,1173,-8,5276,2710,8538,8379,10435,9420,4209,2030,8538,8379,10435,9420,-725,1078,-328,694,-331,502,-301,1078,-4515,-3996,-815,3660,-1046,-1978,2715,-7705,2640,-4270,-3261,-8141
11/6/2023,970,3936,-696,285,3851,-696,285,3128,-696,475,3911,1277,2536,12074,20869,1379,5176,15819,7404,16309,28658,2175,5545,-835,3225,6749,12479,3330,5170,-835,970,3936,105,285,3851,105,285,3886,105,475,4671,2299,2536,13509,34917,1379,7941,16716,7404,16514,27343,-20,-1285,-7339,7994,11346,27758,-20,-1285,-7339,4245,836,4245,836,4245,836,4245,836,8169,7520,5937,8064,9767,4545,2486,-3575,1835,9622,3244,-3575
11/7/2023,595,2930,139,1055,2960,139,1060,3005,49,345,4570,139,2292,4339,12524,2650,2420,4214,5339,9474,1547,3264,3057,-2189,2925,-780,-2310,7460,3535,-2189,595,2930,-1074,1055,2960,-1074,1060,3162,-939,1475,2747,63,2292,4841,18861,2650,358,8502,5339,9474,14866,7460,4169,-10002,4015,9474,13969,7460,4169,-10002,-834,-4996,-1596,-4996,-1187,-4996,-834,-4996,4875,13639,-804,1127,5590,6524,2074,-4883,7750,-3098,-3229,-5573
11/8/2023,2040,3815,2499,1795,3120,2499,874,2865,2041,1575,3815,2499,765,4404,7877,1434,2268,5284,1180,-1717,8996,-945,-6490,-5697,2363,2101,8530,-2731,-3887,-5697,2040,3815,5353,1795,3120,5353,874,3402,3099,750,2063,4128,765,3273,21239,1434,3123,3614,1180,-1717,5477,-2731,-2851,-39189,1228,-2013,11878,-2731,-2851,-39189,-675,3719,-675,3719,-760,3719,-675,3719,8137,4681,9835,5930,2970,5248,-5000,-6663,6178,7162,-110,-6081
11/9/2023,3520,7525,2982,3425,7410,2967,2690,6095,2967,2940,6185,2982,1309,-3598,-8831,405,618,-8459,524,-3435,-8851,12247,14373,-6879,60,1038,2893,11279,17154,-6879,3520,7525,4157,3425,7410,4142,2690,7390,4142,2940,4892,3529,1309,-3598,-15349,405,-1671,-14458,524,-3871,-11836,11794,9365,5273,1165,-3391,-11336,11279,8940,5273,5485,1980,5670,1980,4595,1980,3815,2520,-4414,-6989,-5822,-8991,-3708,-8860,7119,20353,3241,6021,11789,19876
11/10/2023,1360,5355,5006,1240,5320,5431,1355,1395,7232,1685,3625,5006,-5580,-6670,-7394,45,1933,-3217,-785,-2376,-3457,4285,22658,20961,900,-6320,-587,8000,18458,20961,1360,5355,9473,1240,5320,9244,1355,5470,9209,1500,5265,5827,-5465,-12380,-22844,45,3603,-2408,-785,-2376,-3229,8000,20885,59704,-1695,-3390,-1747,8000,20885,59704,5553,7249,5518,7564,5409,8623,5553,7249,-6895,-8040,3878,4893,2847,4345,25880,31074,-6925,88,19994,31074
11/13/2023,2065,2005,5982,2295,2005,5982,3170,3770,5982,1700,2970,5982,2782,3055,9719,395,-272,1249,1274,-1754,-1083,-35,-4530,-8882,387,642,-923,-1665,-4530,-8882,2065,2005,4431,2295,2005,4431,3170,2005,4431,2990,3160,3810,2782,3274,12996,395,437,835,1274,-850,-1002,-1665,-17525,-45480,336,-610,-1002,-1665,-17525,-45480,370,2872,590,2872,670,2872,370,2872,2879,5503,-2054,-1837,-2169,-2542,-6578,-7366,2011,826,-5640,-7366
11/14/2023,35,2130,6013,15,3855,5878,40,2170,5878,-255,1352,6013,6060,26182,53053,8302,11456,29029,7869,22923,28958,865,6047,2697,4203,6222,8878,11318,14617,5521,35,2130,6292,15,3855,6157,40,4190,6157,-255,380,6219,6060,26182,54510,8302,16744,37748,7869,22294,45091,12145,23026,31366,7311,21223,44091,12145,23026,31366,5307,4929,5252,4929,5972,4929,5307,4929,21897,39582,22072,16825,8336,19212,898,-5709,17996,9153,-685,-3745
11/15/2023,885,-1105,-6235,1453,-1951,-5635,1643,-1353,-5635,1955,-1105,-6235,-1190,-3315,-894,1160,1647,5388,2215,174,2792,2265,14486,22119,-3,1320,-3967,5644,15206,22119,885,-1105,-6162,1453,-1951,-5562,1643,-742,-5562,1250,-4996,-6924,-1190,-2529,-6454,1160,1323,7732,2215,1430,9159,5694,21437,45455,1675,1305,7989,5644,22157,44870,2283,-1248,2283,-1248,2283,-1248,2283,-1248,-242,-4349,5151,10277,7106,14426,18901,17721,989,-5721,27935,19308
11/16/2023,-130,86,-3709,-130,86,-3709,505,2315,-3709,-120,886,-3709,2402,6448,12644,1282,7954,8894,2586,1333,10934,-690,-1433,-2764,2006,85,5868,-1815,-3049,-2764,-130,86,-3290,-130,86,-3290,505,86,-3290,250,2037,-797,2402,6967,19152,1282,4925,13269,2586,1647,15444,-1815,9095,3359,2207,3927,14657,-1815,9095,3359,-2925,-3031,-2925,-3031,-2925,-3031,-1951,-3031,3162,5334,4706,5589,1836,4574,-2864,-3878,2716,2138,201,-3878
