,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
GOV worst floor HELD $,-2793,-6828,-5000,-2000,-6770,-6000,-2500,-4498,-5500,-1000,-2500,-9000,-2000,-4500,-7000,-1500,-4000,-7000,-2073,-2150,-9000,-1500,-6500,-3000,-1500,-2500,-6000,-2500,-4500,-7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000,-7500,-4500,-8000,-4500,-6000,-3500,-7500,-4500,-9000,-4500,-7000,-6500,-8500,-7000,-7000,-7000,-5500,-7000,-7500
GOV days over cap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV covers deferred,0,0,1287,223,0,591,86,219,1395,331,352,54,3,528,2841,301,1019,3785,2762,7442,9496,902,1209,2750,195,4,0,851,1311,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,335,19,70,100,464,139,78,722,2116,966,2919,1884,7999,1018,1446,0,0,1022,1201
GOV offsets bought,4,31,1106,119,21,1196,254,262,1318,0,139,1340,31,263,1167,1,155,1126,342,296,2054,14,607,1073,62,152,360,22,618,2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,726,131,798,277,886,151,813,182,1119,176,647,245,1016,638,1796,32,216,637,2195
GOV offset spend $,1280,9201,406138,45373,6198,543459,87551,86066,510498,0,40005,610251,6831,78042,431470,193,42651,452942,115642,88168,780362,2999,207379,457010,16652,49894,157790,5124,204415,1151536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78457,255948,36416,332870,80501,314054,37753,332350,52420,388824,44033,258362,72310,358796,197558,741219,9226,89189,196901,924238
GOV opens blocked,1,8,2293,755,10,2010,205,208,1861,2067,1181,517,663,2642,4729,1291,1620,3333,2137,7015,3597,4560,5640,28716,1409,3536,3473,3910,6063,20206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,849,537,1532,393,1688,1335,1805,3051,3319,1690,2898,1343,3183,9081,23777,460,4518,9079,20625
WING conversions,264,1172,1800,487,1380,1766,781,1530,1933,176,1142,1949,191,1149,1818,244,1101,1972,1066,808,2060,459,2168,1154,308,834,1257,589,2190,2265,151,1010,2480,613,1393,2654,794,1512,2756,403,1455,2760,183,1391,2710,282,1237,2549,1594,1347,2703,797,2374,3268,270,1303,2627,720,2465,3253,881,1789,941,1705,1040,1710,742,1613,831,1614,830,1384,1048,1722,1529,1634,738,1138,1529,1985
WING spend $,52889,260540,418181,96864,305420,429634,150713,337759,455726,36448,253714,487615,39240,284008,522333,51743,269839,533694,229644,192502,579351,99357,575548,279158,62888,193341,309601,130666,562287,622448,30736,228734,630526,120912,308889,672579,149736,339517,685622,84536,330492,720951,38124,367479,911857,59429,303542,764465,362755,357331,885280,173199,655399,1249499,56415,347296,852380,162698,688682,1237622,194888,455809,208600,455817,231568,425202,161966,434141,206205,469079,204978,377368,273932,492268,401905,473049,173720,283056,401802,557173
WING days active,183,530,576,334,566,554,433,568,582,140,501,571,154,466,523,204,474,560,515,358,576,308,591,435,228,410,472,367,614,588,127,496,667,391,571,669,457,593,674,293,572,676,148,562,688,231,525,663,599,536,682,438,671,704,215,524,677,412,652,704,434,574,474,547,484,554,415,539,372,492,398,469,434,524,484,493,374,453,484,539

DATE,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
12/27/2022,-1055,-1970,-1995,-1055,-2170,-3850,-1055,-1970,-3850,-515,-2170,-6080,-490,1740,2288,30,7851,2288,870,1929,4187,-490,4785,1259,-490,339,223,5,4785,2288,-1055,-1970,-6080,-1055,-2170,-6080,-1055,-1970,-6080,-1055,-3405,-6080,-245,2306,5026,275,8081,5026,1275,2306,5026,-490,4785,5026,-250,2296,5026,5,4785,5026,-571,-6268,-946,-6268,-571,-5462,-1137,-6268,5471,8789,4651,8461,4966,8939,-831,-2210,3056,687,-831,-2984
12/28/2022,1885,365,-782,163,377,2020,349,-74,2158,1829,3133,7399,-37,-4427,-6867,1975,-3754,-4166,2716,-1400,-6820,3159,1808,-2990,-1270,-1681,-4590,2415,6296,1389,1885,3256,4410,1587,377,8605,1959,724,7044,1914,3714,6554,360,-4317,-8741,1975,-3190,6436,3505,-1620,1711,3675,6727,43158,390,-4125,2361,5980,8918,46282,1785,3435,1759,7890,1631,5099,1909,7890,-4140,-7567,-1392,3192,-2710,-1474,-2161,-6875,-1697,-4410,-2161,7202
12/29/2022,3228,8494,1565,3678,8541,-2456,2687,9059,1565,1795,6855,3104,1275,8358,5961,3040,14780,8907,5883,16684,20918,3147,19177,605,3340,2050,-2164,3372,13359,852,2140,8713,4455,3678,8541,4718,3708,8732,6544,2985,10272,6323,1115,12132,10827,3040,14780,8907,5858,19100,22666,3507,19587,24376,5630,19100,25486,3988,20956,27060,5007,-1245,4582,-322,4677,-1462,5002,-2671,4766,4348,13929,1862,15676,16388,23875,5171,4790,-1585,23875,6715
12/30/2022,900,460,-3772,1238,309,-5054,1237,-932,-4681,-140,1607,-8728,780,480,2928,1105,849,-4578,453,-1404,2739,905,-3551,-150,670,-2230,2485,919,-619,-4580,900,1274,-6965,1238,309,-3252,1237,-355,-6965,-175,859,-7300,780,9457,5262,1445,400,-6459,4389,4913,-4917,1014,-8966,-29169,855,4788,-5113,1004,-6823,-27285,-99,-5557,809,-2018,-403,-5674,199,-3750,1125,348,936,-824,-3861,-3342,-4180,-3134,159,1210,-4315,-7432
1/3/2023,985,-80,-2123,829,1935,-1257,-236,1102,-4507,-575,-181,-2083,612,3597,-5069,475,4758,-2416,72,-1110,-2453,2834,5772,-2360,664,-515,840,2799,3036,-4768,985,533,-2243,279,1935,-1515,32,148,-3963,590,-567,-1376,-455,5937,3937,475,4758,639,841,6554,-12499,2754,8125,-14785,-1265,4883,-11291,4073,6576,-13128,1391,-1743,-1157,-5004,862,-1317,-1005,-4946,2084,-4808,3052,-535,3659,-527,3398,-5082,2877,-1090,5733,-647
1/4/2023,3056,309,5050,2017,4794,18073,4425,4422,11254,1325,2540,18849,1215,8424,7277,1500,6104,7994,526,6723,3695,-50,3854,1255,1670,208,5201,405,4342,-3420,1260,1106,15893,2017,4794,21197,2697,6000,19180,2790,2631,20312,1215,8728,10773,1195,5104,-6937,175,5189,-588,3151,-3147,-36464,1670,1766,1077,1891,-2479,-36860,5754,15479,10380,11774,7666,10266,11600,18433,9749,11572,1715,-425,5726,5263,-2570,1872,1743,4918,-3410,-4713
1/5/2023,1309,3558,2843,3096,4007,10080,1312,3425,10101,2411,3396,10592,1020,3966,7757,1147,7911,9076,2300,2181,8585,1995,6172,3356,1155,685,4208,3440,6197,1966,829,3942,12475,2659,4007,12018,3616,4610,13813,979,2510,9822,1020,3966,6744,1147,7911,9354,2629,5572,11401,1995,8134,33887,1155,4751,11168,2888,10202,33887,6959,9974,6290,12688,6841,9563,6390,5567,4909,12385,6355,6911,10020,13258,8609,1432,1101,1798,9174,6883
1/6/2023,880,452,1169,-60,1625,2814,-1156,1268,-282,-520,2073,2649,-1710,-3714,-6664,-1100,-2162,-6580,-1782,-1384,-8451,1780,2297,-436,-972,-2044,-2509,2415,1096,6950,880,1600,-847,-60,1625,3316,-55,1530,1306,-195,2440,1705,-1175,-4487,-12430,-570,-1595,-2965,273,-3715,-11234,586,1827,23487,-130,-3870,-12387,2790,2827,24586,1449,1316,900,4028,-286,169,900,4088,-3884,-8553,-581,1659,31,-8043,6543,919,-1864,-2293,6408,-4041
1/9/2023,2806,840,4430,1013,-1130,6163,1332,1049,994,1380,-2375,4152,2808,-3271,-4977,-790,-3040,-4806,2599,1244,-8994,-1495,-835,18669,2048,377,2579,2560,-4414,7721,765,585,-137,1420,-1130,5245,1545,1454,1908,1474,740,1422,-160,-4070,-13971,-1465,-6225,-11177,207,-7110,-20918,-654,1687,-20966,-1495,-7560,-21586,1465,-6659,-18941,-140,1343,-2719,2262,2035,2545,-2995,1,-4008,-8579,-4455,-6784,-4226,-6441,-2434,21429,-555,6437,-2449,4735
1/10/2023,-50,-2270,2657,-575,-2575,-374,-1529,-3105,1538,-300,-1360,-2639,935,-852,-864,1172,2113,6236,381,345,2910,470,7175,2414,1692,686,1535,835,6907,10318,-50,-1740,1552,-1665,-1740,-949,-1665,-1740,-2469,-675,-1920,-4048,935,252,-10402,1172,2113,6405,-265,6998,4109,470,5753,36981,1692,5740,3123,835,8227,36981,-1240,557,-1385,-4654,-2247,310,270,-4654,-1315,-2429,3018,13423,4081,6625,10048,16167,951,4426,10387,7826
1/11/2023,-1287,-1111,-3259,-840,-2138,-2809,-1229,-1280,-4166,-935,-555,-2119,-180,-4305,-5450,-347,-3620,-6029,-1998,-1913,-7765,830,3754,4378,260,-1828,-2638,1370,3489,17502,-1145,-734,-3370,-590,-2138,-1155,-665,-1912,-4141,-1170,-3011,-4207,-180,-8460,-27860,-347,-3620,-10302,-4021,-7990,-22861,830,3754,41715,260,-7821,-23001,1370,3754,41970,-340,-2045,-576,2117,-534,-39,-2335,2117,-4296,-8465,-3134,-772,-5743,-5817,4827,18959,-2336,-1882,4822,16559
1/12/2023,1100,5160,-4640,210,5119,-4640,-397,1102,-4640,1665,4887,-305,1480,4542,7335,1710,3957,4509,751,-1896,1224,-410,859,-1880,1195,3309,-3033,-105,-1501,-5850,1100,5329,-2136,210,5119,-1100,85,3447,-2315,1145,1685,-1640,1480,5165,8349,1710,3957,4007,751,2253,2869,63,1085,-22359,1195,1883,1477,-105,854,-20365,2311,-1009,2012,-3429,2727,-454,1745,-3429,6911,14438,4028,7823,3139,8930,-4672,-4196,-2646,-4815,-4672,-1560
1/13/2023,-270,-1613,-4820,255,-557,-5555,-87,-1625,-5185,430,-104,-2580,-915,-4160,-5018,-985,-3790,-6762,-1873,-1980,-8994,385,1673,6067,-755,-2460,3354,368,1045,16562,255,-311,-6081,255,-557,-1892,240,-1327,-3970,-900,-1077,-3648,-915,-8520,-14658,-985,-4100,-7159,-2468,-6942,-17291,570,877,30677,-755,-6942,-14826,533,3140,31536,-2146,1871,-268,3971,-1948,2668,-505,3971,-4240,-7723,-1840,-1052,-3437,-6920,2166,17448,-1667,3383,2166,20736
1/16/2023,-450,-470,184,1207,-58,1057,1600,-166,-889,165,280,4280,-1485,-4045,-6095,-915,-3095,-5595,-1985,-1970,-7025,30,-4470,-790,-975,-2040,161,-760,-4500,327,-450,-470,3788,1695,-58,3788,1930,-166,3788,-878,-805,3788,-1485,-2565,-7685,-2030,-2270,-9340,-2635,-5845,-11375,-2240,1605,-15060,-3205,-5845,-11375,-1605,1605,-16660,426,1093,950,1430,426,608,-155,1430,-4095,-5085,-4075,-6595,-6230,-6755,-4745,-4075,-920,4177,-4745,-3735
1/17/2023,134,6072,-2707,860,3754,-5781,346,1710,-3794,-795,3856,-5311,5549,13974,14312,2079,13171,5159,3231,9153,18625,640,-3938,-1250,4600,11041,571,1855,-2060,-61,810,3251,-6184,1390,3754,-9600,-75,1796,-9600,880,4221,-7460,5549,15204,17043,2289,13171,7665,3221,16579,18620,2112,2239,-5860,5685,18808,14646,1855,-116,-2436,7074,-2533,-771,-7655,5142,-4334,-1930,-6351,2373,6150,7758,8373,96,9583,-4533,-521,1973,3885,-4538,870
1/18/2023,951,442,-2735,3009,1501,1175,2202,548,-2600,2128,3296,1361,-1820,-4405,-5507,-490,-1093,-5188,-500,130,-6952,-1160,3789,-2069,-1225,-28,-1378,756,5198,-6779,951,1403,-2798,3009,1501,1521,2955,1851,-1362,1803,2689,705,-1035,-3990,-18870,-305,-581,-5609,1025,-1892,-12240,1332,4804,29403,-565,-2197,-13146,3277,5156,29607,-645,2258,-1989,3687,-1644,5098,-734,3687,-4455,-7057,-515,-4313,-3502,-6716,6072,-6584,-216,-795,6072,-7454
1/19/2023,-360,3043,5372,1210,3385,-407,-52,3286,6025,-500,3780,4166,2440,4252,5318,2736,3515,2378,3861,4415,2692,4375,1652,-1506,3110,4427,1593,4205,2472,-6014,-360,2071,8469,1210,3385,4672,560,3340,9227,756,3940,7294,2440,4910,15962,2886,1975,-2177,5113,7905,9613,4375,1037,-33541,3140,7360,16156,4795,-2788,-34585,3436,8732,2891,6797,4044,8564,-788,6630,7145,8525,2835,-1042,6091,-567,-2495,-6459,3535,11824,-2495,-5965
1/20/2023,-1963,-2268,-4596,-1275,-2689,-369,-1390,-2318,-4106,-505,-2330,526,-1165,-3845,-6500,-1400,-3970,-6996,-1745,-1960,-8943,410,5019,16120,-845,-2110,-1900,1275,4254,22918,-1720,-916,-3348,-1275,-2689,270,-1200,-966,-2572,-1545,-1588,-3849,-1075,-10205,-26540,-2270,-4325,-10451,-5230,-6760,-20032,-73,6308,37206,-670,-7130,-20585,1275,7287,39815,-1025,-1407,-1511,2903,-820,-1881,-1571,3133,-4390,-8961,-2900,-4705,-5639,-8497,10832,23473,-2345,-1415,10512,25925
1/23/2023,2640,5274,7493,3001,3962,6025,4178,4863,2450,3105,4324,3014,720,1920,3376,2260,6115,9988,2129,3921,12753,2737,2211,-1189,4955,-1685,-4495,5064,4385,-3261,2640,5294,2644,3001,3962,-70,4311,5051,3451,3275,5308,143,720,2930,21451,2260,6115,10192,2984,5854,15193,2737,7612,-905,4955,5184,15454,5194,7719,-87,4252,3570,4639,3767,3662,5689,5339,6192,3710,6943,4243,13381,8125,21858,10892,-2870,1654,-1542,10892,-4420
1/24/2023,2790,4750,1431,2160,5434,-1624,2370,6320,3074,3260,5445,-1304,1385,9797,27529,2165,12580,24486,3152,18246,27792,3485,6959,-163,3065,9953,9466,3375,8112,-6202,2790,4750,5300,2160,5434,-1111,2370,6320,3764,1400,3355,8577,1385,10503,34179,2165,12580,23612,3152,17693,28201,3485,6959,-2793,3065,17978,27396,3610,6409,-3819,2510,2160,4301,164,2109,-282,3253,164,24854,23725,22570,15758,25948,18136,2917,-1438,18745,1987,2837,2129
1/25/2023,400,-1923,-1511,430,2238,7252,870,-690,866,-65,326,5705,-1045,-2208,-6783,-1070,315,-6250,-1915,-1946,-8998,-570,4150,10469,-1140,-2040,-2238,-1995,11772,-3515,400,255,-261,430,2238,6735,968,-80,2660,1543,-3450,1723,-435,-937,-10332,-70,315,-12115,-1260,137,-11805,-706,4329,-3517,-15,1077,-13217,-725,5170,-1922,840,1162,2997,6548,749,2492,1821,4241,-1955,-7139,-1668,-5935,-4424,-7899,774,-6905,-1637,-1718,774,-7425
1/26/2023,50,814,-960,-180,52,3035,-745,268,-1338,-565,421,3035,982,-2952,-6679,727,-2704,-5002,-1907,-1427,-6626,1332,-4066,6608,1097,1781,3752,-1315,-4460,7437,50,1287,-712,-180,52,3035,-185,1082,400,-1035,1841,2159,982,-2952,-11514,727,-2704,-7172,-3602,-1261,-11314,1332,294,3420,1097,-2363,-3335,-1075,-23,7742,-202,598,-353,2483,-360,359,1059,2247,-2460,-8736,-2085,87,-29,-5018,-5075,12220,-698,-1662,-5075,2580
1/27/2023,2428,1596,1815,2770,2676,6060,1729,3639,2854,2385,111,7128,3460,5139,7405,6480,5378,9193,5371,7399,9733,7760,12241,1776,4380,958,601,6440,9285,-5430,2615,2739,3793,3285,2676,6860,3260,2310,5103,2415,3846,1598,3460,6569,14013,6480,4568,9193,6621,10553,23690,5697,12507,45649,4730,9443,25757,7285,12750,46216,1356,5497,1265,6789,1629,5070,2205,6869,476,-3108,4385,8629,10578,17514,16141,-4464,-2416,300,16091,-2398
1/30/2023,146,-3164,-3047,-405,-2894,1745,-47,-2485,-2997,860,460,-3205,985,-3477,-6747,835,273,-3170,-861,-1939,-3770,900,7210,6277,1110,1253,-2904,3988,8047,21227,195,-1820,2042,870,-2355,854,985,-1365,-189,315,-1285,-1145,985,-5461,-13098,835,273,-1790,690,-2447,-2486,412,8580,54168,1110,-1879,-6558,6060,11539,56363,416,-1084,-2190,-2516,416,-3769,-1260,164,-4018,-5577,2871,1901,39,-1176,14268,20390,-489,-2894,14268,39807
1/31/2023,-32,-1210,3880,-498,-1723,-1930,-807,383,-1627,278,-2012,-1877,899,3297,-460,5406,3315,-1038,2955,3101,-5066,1068,1580,1463,634,-1810,-424,915,332,15503,-32,-1210,-7155,-498,-1723,-5713,-807,-1234,-7155,-547,-2227,-3694,899,2964,-16965,5406,3315,-1038,3244,3055,-19490,2984,-839,49666,5003,4040,-18356,1925,2059,52159,693,-1926,-1885,77,688,-1988,-1605,-3,4857,-1265,4306,8226,4498,7397,4558,18303,4479,-3736,4433,13996
2/1/2023,430,4211,6423,1750,2455,10501,2460,3795,8241,700,1775,33954,1615,5970,9902,2295,6620,39651,3360,4616,8881,2388,9855,14765,1410,2490,1252,1635,8128,34264,430,4435,31248,2400,2455,33779,2460,3795,31295,680,3905,8580,1615,5970,8888,2295,6620,38271,4410,6021,33275,1320,9855,48532,1200,4681,32950,1460,8935,48709,6250,33289,3920,12267,5327,15792,4845,12067,5905,7388,6825,41333,5433,14149,8105,50091,4622,2171,7220,24047
2/2/2023,1300,1477,8528,3364,2947,10606,3106,3240,7826,-485,1241,10109,2201,4923,7181,3885,7140,11968,5966,-651,22973,6185,9918,-205,2585,4207,-581,8359,12287,6616,1300,2966,10689,3364,2947,14112,2599,1942,10815,2387,2287,7102,1740,9095,26923,3885,7140,24081,6114,11010,39659,6875,15962,58745,2810,11010,41051,8059,15613,59055,4554,11950,7884,14631,4785,11619,6561,9061,5024,3644,6714,8790,11917,16014,16796,4367,898,-2873,16591,8222
2/3/2023,115,219,4526,-704,955,-3297,-267,-178,1558,315,2585,-2209,-256,-3958,-6532,390,-384,-6549,-443,-2000,-8984,3713,8030,5181,-384,-1397,-2223,6500,1423,-7421,115,1840,-1499,-320,955,-1573,-1105,660,-1670,90,445,1577,155,-3275,-9491,390,-384,-5853,-2370,-1015,-2293,3577,11317,-1362,1138,-370,-3024,6925,10380,-1159,1492,-224,630,-815,203,718,1260,-242,-4494,-8861,2839,-5030,1350,-8463,-1003,-3678,1035,25,-1003,10756
2/6/2023,1811,5607,7331,2379,2600,3370,4640,3114,6144,1430,1825,644,1095,7199,9284,2615,7363,9975,2608,10916,4192,7425,9469,2221,2294,5381,5801,9523,10748,-2729,1811,4663,8465,2379,2600,-2928,1410,2436,78,976,551,-607,1095,7087,10003,2615,7363,8654,1789,8601,-2195,7372,9426,-6979,943,7846,134,9558,11180,-11455,1491,-333,1211,362,1132,1645,431,-419,7345,18908,11870,8989,9093,4139,4686,1851,2685,12033,4686,-4778
2/7/2023,1995,6383,19319,2536,4438,27840,2366,3389,10886,2100,5470,26629,1585,1750,7548,980,2880,26413,2940,4695,22152,915,27874,18457,1695,-635,881,925,3720,24376,1995,6020,24574,2536,4438,27840,3308,10900,13825,2550,6591,23283,1585,1750,9510,1760,4455,6802,4481,4570,11036,-453,4378,39900,1800,4280,26504,1590,27798,40688,4535,27123,3073,31567,3853,11382,3484,29441,3060,9109,2732,28105,4894,30167,7225,21617,1529,1138,6190,23835
2/8/2023,1410,3290,-575,1402,3335,-3788,2181,2456,-46,-555,60,-3763,-1030,-1447,-6795,909,6279,5477,1214,-1065,6067,7585,15227,-311,2768,-2445,-4535,11880,18302,12074,1410,4370,-2326,1402,3335,-3407,2302,3499,-2853,1220,2123,-1517,-905,-640,-6115,909,6279,15217,2486,12020,12147,8815,15509,69483,3144,11503,10593,11880,15989,69691,3576,-5190,849,-4312,3576,-4446,1375,-4807,-3860,-8975,15503,9284,12673,10096,12283,14217,1170,-4535,12263,9540
2/9/2023,-335,114,302,1065,-235,4040,1150,494,-1358,-125,-1965,2640,-1040,-4125,-6315,2200,2389,-1938,-542,-1974,-8996,7515,14348,43338,930,-1577,-1893,11420,13248,46913,-335,1075,-225,1065,-235,4757,1150,1465,1402,145,595,845,-875,-10425,-23975,2200,2389,-356,0,-1345,-11416,7515,13804,60485,980,-3380,-13361,11420,16293,58322,-3497,180,1025,5144,1052,-49,666,865,-4128,-8460,1590,-760,-6055,-7732,15040,68989,-1288,-1666,15035,67346
2/10/2023,955,7394,3099,220,6237,333,1284,5261,1728,1475,6976,5596,1933,4817,12074,1860,3562,7043,1924,2736,3779,218,3878,1332,179,4547,2952,-732,1172,-1798,955,6231,4174,220,6237,5099,1284,4712,972,1403,4955,3709,1933,5012,13723,1640,3847,5310,1773,5077,-3510,653,-5635,-42921,520,3311,1134,-4540,-11684,-31442,2746,3468,2768,2428,2882,3621,1765,3038,2713,4746,2367,842,2986,-3670,-6863,-3857,2246,119,-6863,-6230
2/13/2023,3065,3556,7524,2576,3501,1133,2087,2467,5501,2585,2249,1349,-1510,1147,-4267,1500,9735,18814,5042,-1885,6043,5098,4901,-2417,-1400,1323,-305,5913,1589,-3660,3065,4286,9398,2576,3501,739,2399,2467,6834,3091,4061,7000,4340,11600,19241,2615,11576,20361,7661,15334,22220,4889,4707,1527,4761,15159,24681,5913,4126,1257,4011,3736,3556,354,2920,2645,1898,354,5350,2435,14046,10575,15793,12157,9647,-3235,-743,-1144,9647,-5647
2/14/2023,472,3347,-449,100,3773,2971,537,2408,-1005,1813,543,602,205,2549,4969,1630,2842,1011,-168,5868,7450,1405,5893,-1851,465,2497,4078,1620,5563,5167,1528,5056,572,100,3773,660,985,4380,275,890,3290,381,205,2549,3330,1630,2842,1011,-168,5868,7450,1405,5344,7401,465,2131,9183,1620,5888,7477,275,-1858,3421,-194,3787,-1343,3836,-1534,6529,3987,7035,10993,12107,12342,18312,10418,9933,17576,18307,30253
2/15/2023,-855,-444,-1087,-1350,-360,484,-1360,-461,-785,-690,-88,2957,-380,-4432,-1626,-1115,-2515,-5119,-1995,-1985,-2674,445,4545,3999,-420,-2035,-2321,110,2685,5041,-655,710,-1176,-1350,-360,3049,-1360,685,2421,-1085,1428,-369,380,-1267,-6861,-1180,-1202,-7900,-2061,20,-4239,121,4124,21596,455,-255,-4539,110,4270,22443,-122,1306,-316,5332,177,-807,101,5042,-4069,-2163,-1009,-7,-801,2556,2826,-4889,-2337,2992,2826,2160
2/16/2023,1360,5598,4326,4471,2474,8886,5496,3496,4215,2435,4159,-478,1470,-1728,-2253,1855,-1305,3810,2280,2160,-8348,1600,3244,3716,1575,1315,10603,2085,3914,12988,1360,4727,3833,3748,2474,-632,3760,4275,3128,2440,7005,6124,1470,-986,-7073,1855,-2000,-11243,2662,-1180,-14705,1600,-6816,-32615,1575,-1885,-11803,2085,-7720,-32045,7688,7124,2330,2619,4286,2993,4368,6479,-1167,-4316,-1300,2291,-1732,-5018,2606,7934,1931,10893,2596,9712
2/17/2023,920,-1364,-933,135,-488,2300,-1823,-361,3596,513,-111,1609,35,-1656,-5961,1057,30,1853,-539,1122,-5212,-1086,236,80,-395,1486,3965,-2138,1127,-1798,920,-401,202,-370,-488,2300,-1260,-361,2004,-387,-156,-288,35,-1656,-8327,1057,30,-7256,-539,764,-8330,-591,-2001,-26816,180,-567,-13699,-2693,-860,-29308,-292,295,-715,214,-681,1614,-785,864,-1678,-8071,-162,-2291,-383,-6477,-5311,-2604,1556,2167,-5311,-4406
2/20/2023,95,1052,4860,1264,992,4830,1674,992,4830,95,864,6438,-685,-1095,-125,445,1963,5298,2844,2103,6772,-420,3519,1865,410,-2110,-3315,1265,2784,4104,95,1052,6047,1674,992,6494,1674,992,6494,-135,982,6494,365,-1805,-290,445,2863,5958,2844,2908,6772,764,17883,33928,530,2908,6772,2345,17883,33928,-1620,351,-1535,650,-1620,351,-1535,650,-865,-3175,-1065,-710,-1119,442,280,-2795,-2890,-4145,280,-1785
2/21/2023,-86,36,-2085,2537,1087,2280,1303,166,3702,-545,1857,6337,-300,-4485,-6990,751,-3750,-6591,-438,-1050,-8981,1309,6470,-2250,310,-2172,-4615,4174,5544,15571,270,1932,3851,3237,1087,8115,3338,1930,5230,2148,980,4030,-181,-11328,-28763,751,-4164,-6879,-87,-7094,-22411,1973,6967,55818,310,-6179,-20390,4330,7703,57561,547,4000,2344,6914,1692,2003,1520,7808,-4420,-7489,-4433,-4250,-6464,-3611,13993,30749,-2026,-4405,13993,22859
2/22/2023,790,3012,1687,1295,2483,2505,248,-538,-3184,1650,3755,5097,350,4290,10866,395,4260,13575,390,2026,16247,170,11677,1979,330,811,475,680,2500,-609,790,3407,2899,930,2483,1352,-680,838,-2130,1055,3383,3200,650,5411,15214,650,6194,12453,2893,4899,12398,375,18023,140,560,3344,12932,965,17940,-1703,1475,-3717,772,-4612,3437,-2174,-1859,-4202,6486,18156,5305,10092,6098,8159,2488,-5913,2784,-197,2488,-6945
2/23/2023,285,1503,-845,905,-944,2882,2484,-576,-157,365,705,4480,-505,968,11831,-30,2835,8686,-1050,4020,7418,625,-3839,-2027,-101,2285,8665,-365,-4116,-5728,285,1503,-1112,905,-944,2285,1617,653,711,120,2965,5130,-505,1358,8276,-2125,-1075,1154,-970,-65,-4591,-2309,-8197,-28339,49,-890,-2385,-4207,-4949,-31161,3443,4715,1453,6759,5378,8950,-26,8407,4434,14204,-1058,11781,3139,17114,-6832,-5097,1105,7213,-6832,-6519
2/24/2023,2585,6282,3679,877,7053,4474,3690,6835,392,4476,8687,-594,5786,8598,10501,5706,8000,2464,10980,5519,-2938,4391,2158,-1494,6251,6141,13707,3466,1053,-4775,2585,8216,-7248,1643,7053,-5845,1628,5098,-9893,1830,5238,-9858,5786,9596,19052,5706,8000,10919,10980,9321,6590,6313,-3025,-43541,6251,7349,7469,6696,-7387,-44515,4781,1144,8025,200,2533,-550,8472,200,3730,11150,-106,1280,-195,-2227,-6740,-3245,2985,5426,-6740,-4664
